project,text_id,token_count,lemmatized,line_count
saao_saa16,P313468,139,40,25
saao_saa16,P313485,150,47,24
saao_saa16,P313488,116,44,17
saao_saa16,P313493,196,165,12
saao_saa16,P313495,316,59,24
saao_saa16,P313524,39,22,10
saao_saa16,P313528,17,14,5
saao_saa16,P313533,603,274,34
saao_saa16,P313549,45,25,7
saao_saa16,P313562,34,21,9
saao_saa16,P313563,369,204,51
saao_saa16,P313565,110,68,27
saao_saa16,P313566,147,70,29
saao_saa16,P313577,59,14,8
saao_saa16,P313593,44,37,7
saao_saa16,P313597,46,12,11
saao_saa16,P313604,34,12,5
saao_saa16,P313605,22,15,8
saao_saa16,P313631,62,23,9
saao_saa16,P313633,56,12,8
saao_saa16,P313641,277,128,28
saao_saa16,P313664,112,48,12
saao_saa16,P313668,121,13,6
saao_saa16,P313674,107,5,8
saao_saa16,P313678,5,4,2
saao_saa16,P313681,121,31,13
saao_saa16,P313685,40,5,6
saao_saa16,P313690,67,11,7
saao_saa16,P313693,62,6,6
saao_saa16,P313704,267,99,31
saao_saa16,P313707,8,8,4
saao_saa16,P313709,92,23,14
saao_saa16,P313724,108,26,15
saao_saa16,P313732,88,6,13
saao_saa16,P313765,128,26,17
saao_saa16,P313767,76,23,9
saao_saa16,P313768,63,5,8
saao_saa16,P313790,108,36,14
saao_saa16,P313791,45,7,10
saao_saa16,P313795,51,13,10
saao_saa16,P313805,68,53,15
saao_saa16,P313811,169,26,25
saao_saa16,P313841,32,21,7
saao_saa16,P313850,76,29,13
saao_saa16,P313869,175,15,22
saao_saa16,P313882,34,26,9
saao_saa16,P313888,162,18,12
saao_saa16,P313901,37,25,10
saao_saa16,P313918,49,26,10
saao_saa16,P313941,19,19,8
saao_saa16,P313950,19,12,3
saao_saa16,P313951,60,13,11
saao_saa16,P313953,123,18,21
saao_saa16,P313963,71,10,7
saao_saa16,P313982,43,18,8
saao_saa16,P314035,38,16,7
saao_saa16,P314038,160,35,11
saao_saa16,P314050,31,13,6
saao_saa16,P314055,29,3,3
saao_saa16,P314062,40,20,8
saao_saa16,P314064,51,16,8
saao_saa16,P314066,32,6,5
saao_saa16,P314067,59,15,5
saao_saa16,P314069,47,20,5
saao_saa16,P314080,41,6,5
saao_saa16,P314094,35,6,6
saao_saa16,P314099,102,2,12
saao_saa16,P314101,38,10,4
saao_saa16,P314104,53,10,10
saao_saa16,P314107,69,2,9
saao_saa16,P314109,27,2,4
saao_saa16,P314114,32,9,5
saao_saa16,P314115,32,14,6
saao_saa16,P314123,68,2,9
saao_saa16,P314124,12,6,4
saao_saa16,P314125,31,1,6
saao_saa16,P314141,134,20,9
saao_saa16,P314145,90,6,7
saao_saa16,P314154,53,7,6
saao_saa16,P314159,66,3,10
saao_saa16,P314161,132,23,11
saao_saa16,P314162,26,9,6
saao_saa16,P314165,33,9,9
saao_saa16,P314168,70,4,8
saao_saa16,P314174,43,13,7
saao_saa16,P314179,19,15,5
saao_saa16,P314182,61,9,13
saao_saa16,P314186,44,2,4
saao_saa16,P314190,19,3,3
saao_saa16,P314192,72,3,11
saao_saa16,P314202,45,8,8
saao_saa16,P314204,40,17,8
saao_saa16,P314222,78,9,9
saao_saa16,P314224,59,2,7
saao_saa16,P314264,37,11,7
saao_saa16,P314269,47,3,6
saao_saa16,P314271,56,13,8
saao_saa16,P314303,16,4,6
saao_saa16,P314319,73,9,8
saao_saa16,P314331,46,28,9
saao_saa16,P314339,215,149,26
saao_saa16,P314344,121,28,8
saao_saa16,P314345,68,44,12
saao_saa16,P314347,223,106,19
saao_saa16,P314349,171,38,29
saao_saa16,P314359,55,26,12
saao_saa16,P314361,49,27,12
saao_saa16,P314363,213,18,12
saao_saa16,P314367,68,36,11
saao_saa16,P314369,65,30,14
saao_saa16,P314370,39,11,6
saao_saa16,P314372,106,43,15
saao_saa16,P314379,266,105,37
saao_saa16,P314381,49,3,6
saao_saa16,P314385,186,48,12
saao_saa16,P314386,131,27,13
saao_saa16,P314387,23,1,4
saao_saa16,P334033,102,90,18
saao_saa16,P334034,69,68,14
saao_saa16,P334035,55,52,15
saao_saa16,P334086,65,63,16
saao_saa16,P334089,50,50,12
saao_saa16,P334112,36,36,9
saao_saa16,P334131,135,133,23
saao_saa16,P334132,45,45,12
saao_saa16,P334133,24,24,8
saao_saa16,P334134,25,23,9
saao_saa16,P334154,212,207,24
saao_saa16,P334161,66,65,9
saao_saa16,P334162,74,73,14
saao_saa16,P334191,52,16,6
saao_saa16,P334192,33,33,10
saao_saa16,P334196,47,47,7
saao_saa16,P334216,138,105,36
saao_saa16,P334221,38,38,13
saao_saa16,P334225,104,90,17
saao_saa16,P334265,51,51,12
saao_saa16,P334283,82,74,14
saao_saa16,P334285,78,78,16
saao_saa16,P334286,35,22,9
saao_saa16,P334292,37,37,14
saao_saa16,P334299,164,147,22
saao_saa16,P334306,126,92,22
saao_saa16,P334309,31,30,8
saao_saa16,P334310,19,19,6
saao_saa16,P334325,182,127,35
saao_saa16,P334352,34,30,14
saao_saa16,P334365,24,24,9
saao_saa16,P334366,23,16,6
saao_saa16,P334379,39,36,13
saao_saa16,P334382,124,89,15
saao_saa16,P334393,168,62,31
saao_saa16,P334402,38,27,15
saao_saa16,P334407,56,24,10
saao_saa16,P334408,42,22,12
saao_saa16,P334416,29,29,15
saao_saa16,P334425,15,9,6
saao_saa16,P334429,229,145,36
saao_saa16,P334433,128,105,32
saao_saa16,P334492,82,55,10
saao_saa16,P334495,66,21,13
saao_saa16,P334506,47,39,14
saao_saa16,P334517,14,14,4
saao_saa16,P334522,92,67,22
saao_saa16,P334533,67,59,15
saao_saa16,P334541,47,47,12
saao_saa16,P334545,60,30,12
saao_saa16,P334548,116,80,18
saao_saa16,P334549,46,28,11
saao_saa16,P334550,39,29,14
saao_saa16,P334551,167,86,37
saao_saa16,P334552,113,63,19
saao_saa16,P334589,173,82,25
saao_saa16,P334590,75,53,20
saao_saa16,P334599,99,74,25
saao_saa16,P334601,104,41,21
saao_saa16,P334602,137,42,20
saao_saa16,P334608,266,233,27
saao_saa16,P334623,453,164,17
saao_saa16,P334624,113,66,18
saao_saa16,P334627,59,39,13
saao_saa16,P334639,75,67,18
saao_saa16,P334640,47,30,13
saao_saa16,P334659,60,42,11
saao_saa16,P334662,38,30,11
saao_saa16,P334666,241,227,27
saao_saa16,P334670,30,22,8
saao_saa16,P334691,73,42,20
saao_saa16,P334700,43,23,14
saao_saa16,P334702,74,22,10
saao_saa16,P334707,68,47,16
saao_saa16,P334737,107,62,18
saao_saa16,P334740,84,73,24
saao_saa16,P334742,210,69,19
saao_saa16,P334749,85,27,11
saao_saa16,P334753,39,25,10
saao_saa16,P334758,27,16,6
saao_saa16,P334762,21,13,7
saao_saa16,P334765,37,25,11
saao_saa16,P334788,143,58,22
saao_saa16,P334808,99,58,15
saao_saa16,P334811,67,39,15
saao_saa16,P334812,84,37,19
saao_saa16,P334813,125,80,20
saao_saa16,P334816,157,121,32
saao_saa16,P334818,262,96,24
saao_saa16,P334819,91,70,26
saao_saa16,P334823,44,6,6
saao_saa16,P334833,243,78,17
saao_saa16,P334840,51,8,11
saao_saa16,P334844,227,136,29
saao_saa16,P334845,202,28,26
saao_saa16,P334850,185,41,16
saao_saa16,P334853,144,33,12
saao_saa16,P334855,126,29,17
saao_saa16,P334860,122,33,15
saao_saa16,P334862,102,52,19
saao_saa16,P334869,214,111,35
saao_saa16,P334884,24,15,6
saao_saa16,P334897,73,12,11
saao_saa16,P334898,173,54,27
saao_saa16,P334914,57,32,24
saao_saa16,P336177,125,93,20
saao_saa16,P336215,143,143,23
saao_saa16,P336777,100,21,9
saao_saa16,P336778,98,86,10
saao_saa16,P336779,39,17,8
saao_saa16,P336780,57,14,7
saao_saa16,P336781,48,4,5
saao_saa16,P336782,52,19,6
saao_saa16,P336783,55,25,11
saao_saa16,P336784,142,29,14
saao_saa16,P336785,24,12,5
saao_saa16,P336786,23,7,4
saao_saa16,P336787,17,8,3
saao_saa16,P336802,77,38,17
saao_saa17,P236889,67,10,8
saao_saa17,P236891,31,31,10
saao_saa17,P236892,140,41,16
saao_saa17,P236894,120,21,9
saao_saa17,P236913,329,132,47
saao_saa17,P236963,67,43,19
saao_saa17,P237051,255,135,30
saao_saa17,P237075,149,149,20
saao_saa17,P237076,176,94,23
saao_saa17,P237090,56,36,16
saao_saa17,P237107,591,112,49
saao_saa17,P237181,102,50,19
saao_saa17,P237192,83,42,18
saao_saa17,P237207,120,40,12
saao_saa17,P237240,60,60,14
saao_saa17,P237251,67,40,18
saao_saa17,P237259,209,167,42
saao_saa17,P237326,220,38,19
saao_saa17,P237440,112,22,9
saao_saa17,P237453,189,101,21
saao_saa17,P237514,73,30,13
saao_saa17,P237542,257,120,34
saao_saa17,P237554,122,22,11
saao_saa17,P237651,232,224,26
saao_saa17,P237680,107,17,13
saao_saa17,P237730,54,35,11
saao_saa17,P237783,251,231,27
saao_saa17,P237788,159,95,18
saao_saa17,P237819,46,45,12
saao_saa17,P237829,138,77,16
saao_saa17,P237830,122,94,19
saao_saa17,P237832,117,95,16
saao_saa17,P237833,118,84,26
saao_saa17,P237834,208,202,41
saao_saa17,P237836,59,59,18
saao_saa17,P237843,114,100,20
saao_saa17,P237847,182,130,21
saao_saa17,P237901,70,69,12
saao_saa17,P237905,232,168,25
saao_saa17,P237906,110,110,20
saao_saa17,P237907,98,83,15
saao_saa17,P237911,78,60,16
saao_saa17,P237916,29,29,10
saao_saa17,P237922,46,35,16
saao_saa17,P237925,43,36,12
saao_saa17,P237927,128,60,14
saao_saa17,P237933,62,42,20
saao_saa17,P237936,57,52,13
saao_saa17,P237939,98,81,29
saao_saa17,P237946,80,46,16
saao_saa17,P237959,177,101,18
saao_saa17,P237960,107,90,35
saao_saa17,P237963,140,140,16
saao_saa17,P237968,107,73,22
saao_saa17,P237978,82,71,21
saao_saa17,P237983,61,52,18
saao_saa17,P237986,75,45,20
saao_saa17,P237989,91,61,21
saao_saa17,P237990,201,114,26
saao_saa17,P237993,76,50,12
saao_saa17,P237994,184,80,23
saao_saa17,P237996,34,34,13
saao_saa17,P238004,98,83,19
saao_saa17,P238006,33,32,14
saao_saa17,P238007,69,29,14
saao_saa17,P238011,97,34,17
saao_saa17,P238014,420,161,51
saao_saa17,P238056,48,46,13
saao_saa17,P238057,171,136,21
saao_saa17,P238080,42,23,13
saao_saa17,P238083,537,257,30
saao_saa17,P238098,161,56,28
saao_saa17,P238099,133,35,19
saao_saa17,P238100,974,256,46
saao_saa17,P238103,180,54,22
saao_saa17,P238116,386,147,28
saao_saa17,P238118,39,15,9
saao_saa17,P238119,87,34,16
saao_saa17,P238121,78,48,14
saao_saa17,P238128,65,38,14
saao_saa17,P238317,210,151,44
saao_saa17,P238331,212,74,21
saao_saa17,P238334,243,58,15
saao_saa17,P238347,403,143,47
saao_saa17,P238349,397,132,47
saao_saa17,P238350,211,58,21
saao_saa17,P238352,199,106,28
saao_saa17,P238354,175,102,22
saao_saa17,P238355,182,115,34
saao_saa17,P238365,133,69,27
saao_saa17,P238373,80,36,13
saao_saa17,P238385,326,151,44
saao_saa17,P238390,131,51,22
saao_saa17,P238427,174,26,19
saao_saa17,P238431,32,32,8
saao_saa17,P238436,35,21,13
saao_saa17,P238437,56,30,14
saao_saa17,P238439,19,19,7
saao_saa17,P238440,346,168,29
saao_saa17,P238441,116,49,13
saao_saa17,P238443,33,15,10
saao_saa17,P238444,169,81,34
saao_saa17,P238445,225,63,24
saao_saa17,P238449,36,24,7
saao_saa17,P238453,147,81,18
saao_saa17,P238455,220,93,30
saao_saa17,P238457,146,58,21
saao_saa17,P238468,29,14,8
saao_saa17,P238470,56,20,9
saao_saa17,P238481,74,9,9
saao_saa17,P238482,128,37,15
saao_saa17,P238483,142,78,29
saao_saa17,P238486,261,38,28
saao_saa17,P238500,111,33,15
saao_saa17,P238503,263,53,27
saao_saa17,P238504,46,27,11
saao_saa17,P238509,110,30,16
saao_saa17,P238510,104,49,25
saao_saa17,P238511,113,23,21
saao_saa17,P238518,51,45,13
saao_saa17,P238519,34,20,7
saao_saa17,P238599,165,21,14
saao_saa17,P238645,151,128,30
saao_saa17,P238647,154,44,13
saao_saa17,P238648,403,302,38
saao_saa17,P238656,253,67,20
saao_saa17,P238660,207,56,19
saao_saa17,P238665,327,65,20
saao_saa17,P238667,48,31,12
saao_saa17,P238669,55,6,7
saao_saa17,P238677,199,25,12
saao_saa17,P238682,45,21,10
saao_saa17,P238683,406,119,40
saao_saa17,P238701,31,14,7
saao_saa17,P238712,59,35,15
saao_saa17,P238713,210,127,26
saao_saa17,P238715,117,87,24
saao_saa17,P238718,32,32,15
saao_saa17,P238724,254,125,28
saao_saa17,P238726,220,134,40
saao_saa17,P238839,164,62,13
saao_saa17,P238844,155,29,13
saao_saa17,P238854,172,37,15
saao_saa17,P239020,69,17,10
saao_saa17,P239023,263,52,16
saao_saa17,P239161,112,46,13
saao_saa17,P239163,74,39,12
saao_saa17,P239168,71,19,10
saao_saa17,P239170,94,17,13
saao_saa17,P239171,325,76,23
saao_saa17,P239177,69,37,13
saao_saa17,P239178,86,14,10
saao_saa17,P239179,45,28,7
saao_saa17,P239180,72,15,8
saao_saa17,P239182,38,18,9
saao_saa17,P239190,77,9,9
saao_saa17,P239191,71,25,7
saao_saa17,P239283,12,12,6
saao_saa17,P239286,76,26,8
saao_saa17,P239288,115,16,9
saao_saa17,P239290,36,3,5
saao_saa17,P239295,69,16,7
saao_saa17,P239306,79,22,12
saao_saa17,P239346,43,30,6
saao_saa17,P239348,347,97,39
saao_saa17,P239352,140,50,21
saao_saa17,P239355,66,28,7
saao_saa17,P239392,32,11,4
saao_saa17,P239395,37,27,9
saao_saa17,P239398,139,31,19
saao_saa17,P239399,46,6,8
saao_saa17,P239403,57,17,13
saao_saa17,P239415,76,19,9
saao_saa17,P239416,210,43,16
saao_saa17,P239417,79,11,9
saao_saa17,P239428,68,18,8
saao_saa17,P239449,39,17,10
saao_saa17,P239463,45,24,7
saao_saa17,P239466,36,2,4
saao_saa17,P239468,638,224,34
saao_saa17,P239878,53,19,10
saao_saa17,P239973,62,6,10
saao_saa17,P240131,78,43,15
saao_saa17,P240133,81,81,15
saao_saa17,P240148,70,63,12
saao_saa17,P240149,94,78,29
saao_saa17,P240177,271,93,26
saao_saa17,P240182,236,101,27
saao_saa17,P240184,84,20,12
saao_saa17,P240213,20,20,11
saao_saa17,P240217,118,31,14
saao_saa17,P240228,229,25,14
saao_saa17,P240255,185,93,34
saao_saa17,P240261,126,80,9
saao_saa17,P240284,337,101,41
saao_saa17,P240285,41,27,12
saao_saa17,P240308,78,22,9
saao_saa17,P240311,119,79,18
saao_saa17,P240360,144,47,22
saao_saa17,P240426,129,27,17
saao_saa17,P240432,85,56,22
saao_saa17,P334701,96,93,25
saao_saa17,P334712,153,31,18
saao_saa17,P334717,103,34,22
saao_saa17,P336156,144,40,21
saao_saa17,P385923,135,36,15
saao_saa17,P396013,104,41,18
saao_saa18,P236868,242,177,25
saao_saa18,P236871,358,151,44
saao_saa18,P236908,136,71,28
saao_saa18,P236909,141,95,27
saao_saa18,P236911,102,44,20
saao_saa18,P236912,121,109,27
saao_saa18,P236914,99,99,11
saao_saa18,P236962,116,74,27
saao_saa18,P236983,158,55,28
saao_saa18,P236985,64,26,10
saao_saa18,P237026,92,27,10
saao_saa18,P237046,176,136,18
saao_saa18,P237077,172,32,17
saao_saa18,P237109,207,176,15
saao_saa18,P237177,497,160,30
saao_saa18,P237183,104,58,25
saao_saa18,P237193,93,61,10
saao_saa18,P237196,52,24,11
saao_saa18,P237197,140,46,12
saao_saa18,P237205,44,15,8
saao_saa18,P237241,73,63,20
saao_saa18,P237245,31,31,12
saao_saa18,P237250,100,79,15
saao_saa18,P237253,268,206,52
saao_saa18,P237256,186,129,36
saao_saa18,P237257,197,98,29
saao_saa18,P237258,142,66,15
saao_saa18,P237260,199,138,35
saao_saa18,P237263,191,91,14
saao_saa18,P237266,53,53,14
saao_saa18,P237268,24,16,9
saao_saa18,P237271,168,89,25
saao_saa18,P237272,115,79,31
saao_saa18,P237282,107,64,14
saao_saa18,P237324,82,74,13
saao_saa18,P237325,208,47,14
saao_saa18,P237327,139,74,12
saao_saa18,P237328,88,49,17
saao_saa18,P237332,65,40,11
saao_saa18,P237333,12,12,6
saao_saa18,P237334,255,80,34
saao_saa18,P237368,110,39,13
saao_saa18,P237390,53,42,12
saao_saa18,P237391,59,35,18
saao_saa18,P237401,66,36,10
saao_saa18,P237414,68,16,9
saao_saa18,P237415,126,25,11
saao_saa18,P237421,190,32,9
saao_saa18,P237429,70,32,7
saao_saa18,P237430,207,28,18
saao_saa18,P237436,103,19,10
saao_saa18,P237451,322,103,28
saao_saa18,P237452,577,100,51
saao_saa18,P237528,231,119,22
saao_saa18,P237546,102,87,30
saao_saa18,P237552,88,55,23
saao_saa18,P237560,102,17,12
saao_saa18,P237562,218,60,25
saao_saa18,P237581,271,120,23
saao_saa18,P237645,120,46,19
saao_saa18,P237652,258,189,24
saao_saa18,P237657,167,106,27
saao_saa18,P237658,99,40,16
saao_saa18,P237664,80,58,18
saao_saa18,P237671,90,14,8
saao_saa18,P237679,48,14,4
saao_saa18,P237681,25,21,6
saao_saa18,P237682,132,86,26
saao_saa18,P237685,78,30,9
saao_saa18,P237687,91,84,17
saao_saa18,P237692,63,19,7
saao_saa18,P237705,90,18,7
saao_saa18,P237735,128,31,13
saao_saa18,P237748,65,23,7
saao_saa18,P237765,338,335,29
saao_saa18,P237776,111,111,19
saao_saa18,P237777,85,73,25
saao_saa18,P237800,269,187,35
saao_saa18,P237812,88,68,28
saao_saa18,P237816,59,59,15
saao_saa18,P237817,39,39,11
saao_saa18,P237818,90,90,18
saao_saa18,P237820,110,108,16
saao_saa18,P237821,149,148,22
saao_saa18,P237824,164,151,22
saao_saa18,P237828,75,75,12
saao_saa18,P237831,118,85,18
saao_saa18,P237837,127,104,18
saao_saa18,P237838,83,81,16
saao_saa18,P237839,271,202,26
saao_saa18,P237840,168,157,20
saao_saa18,P237844,279,143,22
saao_saa18,P237845,164,134,38
saao_saa18,P237932,66,61,15
saao_saa18,P237947,189,97,34
saao_saa18,P237965,191,160,23
saao_saa18,P237970,48,39,15
saao_saa18,P237972,37,25,12
saao_saa18,P237977,87,65,28
saao_saa18,P237979,114,58,22
saao_saa18,P237980,201,145,28
saao_saa18,P237982,76,44,20
saao_saa18,P237988,74,47,17
saao_saa18,P237992,37,30,12
saao_saa18,P237997,52,41,13
saao_saa18,P237999,311,155,37
saao_saa18,P238000,272,36,14
saao_saa18,P238001,133,76,24
saao_saa18,P238005,63,40,18
saao_saa18,P238010,108,106,14
saao_saa18,P238012,47,46,13
saao_saa18,P238016,207,168,25
saao_saa18,P238053,161,141,33
saao_saa18,P238075,221,60,29
saao_saa18,P238077,310,159,42
saao_saa18,P238105,564,136,58
saao_saa18,P238110,260,157,22
saao_saa18,P238129,93,15,10
saao_saa18,P238131,220,31,18
saao_saa18,P238135,54,8,7
saao_saa18,P238201,810,376,62
saao_saa18,P238248,186,65,17
saao_saa18,P238335,56,30,12
saao_saa18,P238343,115,69,26
saao_saa18,P238351,485,174,51
saao_saa18,P238353,135,99,30
saao_saa18,P238380,196,49,15
saao_saa18,P238418,48,34,9
saao_saa18,P238421,83,20,18
saao_saa18,P238425,79,40,11
saao_saa18,P238447,83,47,17
saao_saa18,P238450,486,81,22
saao_saa18,P238452,511,65,18
saao_saa18,P238460,80,17,7
saao_saa18,P238461,92,31,12
saao_saa18,P238478,120,30,10
saao_saa18,P238479,59,31,13
saao_saa18,P238489,70,49,13
saao_saa18,P238491,40,12,10
saao_saa18,P238496,101,45,16
saao_saa18,P238498,168,72,37
saao_saa18,P238499,155,24,14
saao_saa18,P238506,215,63,20
saao_saa18,P238514,295,24,12
saao_saa18,P238527,141,57,11
saao_saa18,P238535,109,17,11
saao_saa18,P238646,308,140,25
saao_saa18,P238652,108,27,17
saao_saa18,P238655,179,38,26
saao_saa18,P238657,62,27,14
saao_saa18,P238661,96,23,7
saao_saa18,P238666,94,32,18
saao_saa18,P238668,114,17,14
saao_saa18,P238676,232,89,24
saao_saa18,P238727,243,124,20
saao_saa18,P238753,105,72,16
saao_saa18,P238758,516,297,21
saao_saa18,P238858,85,35,7
saao_saa18,P238937,103,12,10
saao_saa18,P239045,143,30,12
saao_saa18,P239167,109,21,12
saao_saa18,P239176,220,47,22
saao_saa18,P239186,83,8,13
saao_saa18,P239188,195,50,14
saao_saa18,P239219,58,8,11
saao_saa18,P239248,92,22,9
saao_saa18,P239258,30,30,7
saao_saa18,P239284,52,18,14
saao_saa18,P239287,35,5,7
saao_saa18,P239291,86,7,7
saao_saa18,P239293,61,12,8
saao_saa18,P239303,79,17,12
saao_saa18,P239313,78,14,11
saao_saa18,P239328,183,18,20
saao_saa18,P239344,53,11,11
saao_saa18,P239347,86,31,12
saao_saa18,P239357,70,14,9
saao_saa18,P239359,123,9,13
saao_saa18,P239386,62,8,7
saao_saa18,P239402,115,10,14
saao_saa18,P239447,47,12,8
saao_saa18,P239450,54,2,5
saao_saa18,P239452,35,7,6
saao_saa18,P239455,61,7,8
saao_saa18,P239462,32,5,5
saao_saa18,P239799,63,9,6
saao_saa18,P239872,126,19,11
saao_saa18,P239969,78,20,9
saao_saa18,P240130,200,120,28
saao_saa18,P240132,47,25,10
saao_saa18,P240245,76,17,15
saao_saa18,P240254,132,51,11
saao_saa18,P240292,90,6,6
saao_saa18,P240331,64,64,14
saao_saa18,P240349,53,35,12
saao_saa18,P240376,142,41,17
saao_saa18,P240381,76,21,20
saao_saa18,P240408,126,17,11
saao_saa18,P240444,233,89,19
saao_saa18,P240445,56,21,9
saao_saa18,P334274,262,106,21
saao_saa18,P336157,154,55,18
saao_saa18,P336788,68,9,9
saao_saa19,P224378,168,53,22
saao_saa19,P224379,136,39,18
saao_saa19,P224380,41,31,10
saao_saa19,P224381,72,31,14
saao_saa19,P224382,73,73,17
saao_saa19,P224383,102,93,21
saao_saa19,P224385,181,29,14
saao_saa19,P224386,44,44,16
saao_saa19,P224387,242,26,14
saao_saa19,P224388,131,48,13
saao_saa19,P224389,21,17,11
saao_saa19,P224390,57,38,13
saao_saa19,P224391,94,39,22
saao_saa19,P224393,76,58,23
saao_saa19,P224394,30,30,9
saao_saa19,P224396,51,41,13
saao_saa19,P224397,96,59,16
saao_saa19,P224398,130,48,15
saao_saa19,P224399,104,39,18
saao_saa19,P224400,94,64,14
saao_saa19,P224401,48,41,11
saao_saa19,P224402,99,62,28
saao_saa19,P224404,44,32,20
saao_saa19,P224405,261,244,31
saao_saa19,P224406,35,28,15
saao_saa19,P224407,91,34,10
saao_saa19,P224408,41,23,11
saao_saa19,P224409,72,21,19
saao_saa19,P224410,102,55,13
saao_saa19,P224411,50,38,10
saao_saa19,P224412,134,72,18
saao_saa19,P224413,140,98,35
saao_saa19,P224414,55,51,14
saao_saa19,P224415,91,79,16
saao_saa19,P224416,165,51,19
saao_saa19,P224418,92,58,16
saao_saa19,P224419,51,48,12
saao_saa19,P224420,70,42,18
saao_saa19,P224421,103,66,29
saao_saa19,P224422,32,32,13
saao_saa19,P224423,56,34,17
saao_saa19,P224424,53,45,22
saao_saa19,P224425,47,14,6
saao_saa19,P224426,25,23,11
saao_saa19,P224427,104,59,20
saao_saa19,P224428,78,52,22
saao_saa19,P224429,92,74,23
saao_saa19,P224430,125,69,16
saao_saa19,P224432,153,128,24
saao_saa19,P224434,24,16,6
saao_saa19,P224435,45,45,14
saao_saa19,P224436,342,197,47
saao_saa19,P224437,181,99,40
saao_saa19,P224438,63,56,21
saao_saa19,P224440,234,190,30
saao_saa19,P224441,153,142,23
saao_saa19,P224442,168,100,29
saao_saa19,P224443,24,23,7
saao_saa19,P224444,31,26,11
saao_saa19,P224445,39,39,12
saao_saa19,P224446,83,71,16
saao_saa19,P224448,43,43,13
saao_saa19,P224450,99,69,14
saao_saa19,P224451,44,22,7
saao_saa19,P224452,249,101,39
saao_saa19,P224453,68,42,19
saao_saa19,P224454,125,83,26
saao_saa19,P224455,109,41,22
saao_saa19,P224456,242,153,26
saao_saa19,P224457,172,152,22
saao_saa19,P224458,299,183,47
saao_saa19,P224459,436,108,30
saao_saa19,P224460,43,41,11
saao_saa19,P224461,161,102,19
saao_saa19,P224462,116,46,15
saao_saa19,P224463,73,63,16
saao_saa19,P224464,152,116,21
saao_saa19,P224465,93,78,15
saao_saa19,P224466,25,25,10
saao_saa19,P224467,171,120,17
saao_saa19,P224468,150,40,15
saao_saa19,P224469,134,83,24
saao_saa19,P224470,259,196,29
saao_saa19,P224471,185,182,27
saao_saa19,P224472,301,81,39
saao_saa19,P224473,389,250,59
saao_saa19,P224475,48,48,13
saao_saa19,P224476,35,34,10
saao_saa19,P224477,75,46,16
saao_saa19,P224479,18,18,8
saao_saa19,P224480,83,36,15
saao_saa19,P224481,25,24,10
saao_saa19,P224482,144,20,11
saao_saa19,P224484,54,53,15
saao_saa19,P224486,140,106,22
saao_saa19,P224488,144,43,16
saao_saa19,P224489,82,77,16
saao_saa19,P224490,107,49,27
saao_saa19,P224491,174,48,19
saao_saa19,P224492,57,56,14
saao_saa19,P224493,132,105,21
saao_saa19,P224494,187,54,25
saao_saa19,P224495,52,41,13
saao_saa19,P224496,326,162,43
saao_saa19,P224497,105,98,19
saao_saa19,P224498,52,51,13
saao_saa19,P224499,81,25,16
saao_saa19,P224500,26,26,14
saao_saa19,P224501,29,26,9
saao_saa19,P224502,24,24,8
saao_saa19,P224503,159,49,24
saao_saa19,P393604,100,98,18
saao_saa19,P393605,40,29,9
saao_saa19,P393606,40,23,10
saao_saa19,P393607,118,93,17
saao_saa19,P393608,56,51,12
saao_saa19,P393609,82,63,17
saao_saa19,P393610,25,21,11
saao_saa19,P393611,139,37,27
saao_saa19,P393612,78,59,20
saao_saa19,P393613,147,48,17
saao_saa19,P393614,114,83,31
saao_saa19,P393615,136,122,20
saao_saa19,P393616,57,27,14
saao_saa19,P393617,134,117,40
saao_saa19,P393619,85,58,22
saao_saa19,P393620,215,48,29
saao_saa19,P393621,122,40,12
saao_saa19,P393622,242,45,37
saao_saa19,P393623,52,50,15
saao_saa19,P393624,33,25,9
saao_saa19,P393625,19,19,8
saao_saa19,P393626,40,20,12
saao_saa19,P393627,144,128,20
saao_saa19,P393628,39,26,10
saao_saa19,P393629,43,16,10
saao_saa19,P393630,99,61,25
saao_saa19,P393631,87,80,18
saao_saa19,P393632,51,34,16
saao_saa19,P393633,67,32,16
saao_saa19,P393634,80,48,20
saao_saa19,P393635,91,88,18
saao_saa19,P393636,100,58,19
saao_saa19,P393637,53,30,15
saao_saa19,P393638,133,80,18
saao_saa19,P393639,261,134,43
saao_saa19,P393641,57,50,19
saao_saa19,P393642,135,41,12
saao_saa19,P393643,23,14,11
saao_saa19,P393644,37,35,11
saao_saa19,P393645,220,60,33
saao_saa19,P393646,93,54,26
saao_saa19,P393647,88,50,16
saao_saa19,P393648,22,20,8
saao_saa19,P393649,93,26,14
saao_saa19,P393650,57,55,12
saao_saa19,P393651,49,45,14
saao_saa19,P393652,45,45,11
saao_saa19,P393653,130,82,30
saao_saa19,P393654,84,81,17
saao_saa19,P393655,60,40,16
saao_saa19,P393656,104,72,21
saao_saa19,P393657,38,38,13
saao_saa19,P393658,58,30,19
saao_saa19,P393659,30,27,11
saao_saa19,P393660,323,100,20
saao_saa19,P393661,69,47,17
saao_saa19,P393662,137,59,24
saao_saa19,P393663,222,150,42
saao_saa19,P393664,48,40,16
saao_saa19,P393665,95,35,12
saao_saa19,P393667,49,26,9
saao_saa19,P393668,49,41,12
saao_saa19,P393669,48,25,15
saao_saa19,P393670,151,24,22
saao_saa19,P393671,34,34,11
