project,text_id,token_count,lemmatized,line_count
saao_saa19,P393672,77,17,13
saao_saa19,P393673,103,75,27
saao_saa19,P393674,85,49,25
saao_saa19,P393675,79,78,16
saao_saa19,P393676,143,46,22
saao_saa19,P393678,60,39,18
saao_saa19,P393679,51,43,15
saao_saa19,P393680,64,64,15
saao_saa19,P393681,48,36,18
saao_saa19,P393682,167,161,21
saao_saa19,P393683,21,15,5
saao_saa19,P393684,208,47,19
saao_saa19,P393685,191,62,15
saao_saa19,P393686,89,43,18
saao_saa19,P393687,58,30,12
saao_saa19,P393688,73,50,11
saao_saa19,P393689,134,110,18
saao_saa19,P393690,268,53,33
saao_saa19,P393691,57,38,16
saao_saa19,P393692,38,13,7
saao_saa19,P393693,32,19,7
saao_saa19,P393694,99,22,11
saao_saa19,P393695,208,20,13
saao_saa19,P393696,65,32,16
saao_saa19,P393698,55,21,10
saao_saa19,P393699,16,10,7
saao_saa19,P393700,42,22,9
saao_saa19,P393702,134,44,14
saao_saa19,P393703,127,27,11
saao_saa19,P393704,79,37,15
saao_saa19,P393705,51,28,11
saao_saa19,P393707,66,30,13
saao_saa19,P393708,76,32,12
saao_saa19,P393709,121,48,17
saao_saa19,P415762,427,50,46
saao_saa19,P428930,132,90,31
saao_saa19,P428957,168,133,22
saao_saa19,P428966,60,59,17
saao_saa19,X190152,418,396,38
saao_saa19,X190153,30,27,7
saao_saa19,X190157,293,98,38
saao_saa19,X190159,204,126,29
saao_saa19,X190161,77,77,15
saao_saa19,X190170,136,115,19
saao_saa19,X190171,85,84,18
saao_saa19,X190173,175,117,22
saao_saa19,X190174,133,73,20
saao_saa19,X190189,127,86,23
saao_saa19,X190190,125,91,21
saao_saa19,X190191,299,161,22
saao_saa21,P236874,28,28,10
saao_saa21,P236876,98,47,13
saao_saa21,P236923,398,103,26
saao_saa21,P236935,62,29,11
saao_saa21,P236951,209,34,19
saao_saa21,P236959,119,18,9
saao_saa21,P236974,217,132,22
saao_saa21,P237020,195,42,13
saao_saa21,P237040,76,15,6
saao_saa21,P237044,166,17,18
saao_saa21,P237045,25,13,8
saao_saa21,P237105,79,79,16
saao_saa21,P237175,111,110,16
saao_saa21,P237176,39,39,12
saao_saa21,P237200,60,27,10
saao_saa21,P237225,531,117,25
saao_saa21,P237239,106,70,28
saao_saa21,P237243,51,51,15
saao_saa21,P237246,136,118,21
saao_saa21,P237248,190,137,34
saao_saa21,P237262,37,31,10
saao_saa21,P237273,94,58,15
saao_saa21,P237283,74,39,19
saao_saa21,P237330,50,29,9
saao_saa21,P237420,68,20,10
saao_saa21,P237459,122,62,24
saao_saa21,P237540,297,252,27
saao_saa21,P237555,45,38,17
saao_saa21,P237567,158,28,12
saao_saa21,P237573,52,15,8
saao_saa21,P237577,124,26,9
saao_saa21,P237638,86,71,19
saao_saa21,P237647,182,19,13
saao_saa21,P237659,59,52,18
saao_saa21,P237683,87,59,22
saao_saa21,P237688,87,65,27
saao_saa21,P237690,191,42,30
saao_saa21,P237691,142,131,22
saao_saa21,P237699,104,8,16
saao_saa21,P237715,154,42,12
saao_saa21,P237728,97,13,9
saao_saa21,P237746,118,43,19
saao_saa21,P237759,237,217,27
saao_saa21,P237779,102,92,17
saao_saa21,P237780,38,38,13
saao_saa21,P237902,133,129,19
saao_saa21,P237904,91,91,20
saao_saa21,P237941,44,41,12
saao_saa21,P237945,169,167,24
saao_saa21,P237954,102,67,32
saao_saa21,P237958,98,65,16
saao_saa21,P237974,24,19,8
saao_saa21,P237984,98,78,23
saao_saa21,P237991,30,25,7
saao_saa21,P238002,81,51,9
saao_saa21,P238003,57,42,14
saao_saa21,P238020,109,80,25
saao_saa21,P238021,49,41,8
saao_saa21,P238091,106,80,15
saao_saa21,P238114,42,7,7
saao_saa21,P238360,171,114,35
saao_saa21,P238413,104,65,15
saao_saa21,P238454,24,13,7
saao_saa21,P238459,98,48,10
saao_saa21,P238492,219,19,20
saao_saa21,P238493,426,140,27
saao_saa21,P238501,246,50,25
saao_saa21,P238512,107,25,18
saao_saa21,P238517,71,21,12
saao_saa21,P238523,55,27,11
saao_saa21,P238524,115,17,11
saao_saa21,P238525,60,14,10
saao_saa21,P238526,134,16,11
saao_saa21,P238641,85,20,12
saao_saa21,P238663,108,82,9
saao_saa21,P238684,203,21,24
saao_saa21,P238686,41,13,7
saao_saa21,P238687,68,17,13
saao_saa21,P238689,103,12,13
saao_saa21,P238714,226,77,25
saao_saa21,P239164,16,10,6
saao_saa21,P239175,36,6,6
saao_saa21,P239185,36,20,12
saao_saa21,P239216,45,30,7
saao_saa21,P239249,110,9,14
saao_saa21,P239277,106,13,9
saao_saa21,P239327,36,8,6
saao_saa21,P239391,47,6,5
saao_saa21,P239422,83,8,11
saao_saa21,P240197,113,59,21
saao_saa21,P240335,81,63,26
saao_saa21,P313555,67,27,11
saao_saa21,P313557,266,52,29
saao_saa21,P313663,85,64,13
saao_saa21,P313697,33,32,10
saao_saa21,P313786,63,23,12
saao_saa21,P313792,51,28,13
saao_saa21,P313816,481,100,21
saao_saa21,P313909,93,15,11
saao_saa21,P313914,198,22,12
saao_saa21,P314031,46,9,7
saao_saa21,P314076,43,14,7
saao_saa21,P314078,55,3,8
saao_saa21,P314277,28,18,7
saao_saa21,P314317,102,66,15
saao_saa21,P314340,110,55,9
saao_saa21,P314362,94,21,17
saao_saa21,P314377,286,75,35
saao_saa21,P393748,175,174,24
saao_saa21,P393750,56,56,14
saao_saa21,P393751,64,62,23
saao_saa21,P393780,153,142,21
saao_saa21,P393821,107,80,17
saao_saa21,P393823,197,121,35
saao_saa21,P393831,46,45,14
saao_saa21,P393832,108,105,19
saao_saa21,P393839,178,175,24
saao_saa21,P393846,111,80,35
saao_saa21,P393853,363,154,22
saao_saa21,P393854,140,132,40
saao_saa21,P393867,55,32,14
saao_saa21,P393904,137,26,12
saao_saa21,P393916,157,121,32
saao_saa21,P393918,137,73,25
saao_saa21,P394734,296,106,21
saao_saa21,P395150,644,65,20
saao_saa21,P395471,320,99,28
saao_saa21,P395556,131,86,20
saao_saa21,P395621,51,22,11
saao_saa21,P395715,470,163,34
saao_saa21,P396041,103,42,16
saao_saa21,P399496,90,21,8
saao_saa21,P422081,103,101,17
saao_saa21,P422197,115,82,23
saao_saa21,P423161,207,207,41
saao_saa21,P424577,60,36,21
saao_saa21,P424868,93,51,14
saao_saa21,P425722,147,112,21
saao_saa21,P451961,39,39,13
saao_saa21,P451964,224,80,34
saao_saa21,P452064,121,71,30
saao_saa21,P452585,147,138,39
saao_saa21,P452644,104,42,23
saao_saa21,P452645,92,91,21
saao_saa21,P452647,18,14,6
saao_saa21,P452648,155,95,24
saao_saa21,P452649,207,168,23
saao_saa21,P452671,59,16,6
saao_saa21,P452718,104,40,11
saao_saa21,P452730,190,88,26
saao_saa21,P452738,174,68,26
saao_saa21,P452742,49,41,13
saao_saa21,P452777,82,32,13
saao_saa21,P452780,69,43,17
saao_saa21,P452784,85,46,18
saao_saa21,P452805,101,59,21
saao_saa21,P452858,75,16,11
saao_saa21,P452901,124,50,15
saao_saa21,Q009252,171,169,21
saao_saa21,X210106,427,169,31
saao_saa21,X211891,188,93,23
