doc_id,hgv_id,tm_id,ddb_hybrid,filename,title,summary,date_text,date_year_approx,provenance,language,genre,transcription_text,translation_text,has_translation
sacramento.apis.6599,,,,sacramento.apis.6599,Grant of a house.,"Fragmentary text from 4th century Egypt, referring to the grant of a house, possibly to a Christian religious community, as it mentions a presbyter and hieromonk.",4th century A.D.,349,Unknown,grc,"Contracts, Roman Period; Papyri",,,False
