record_id,other_nos,description,classification,keywords,provenance,publication,dates_mentioned,dates_attributed,contents,terminology,names_titles,remarks,doc_type,be_loss_framing,be_gain_framing,be_reference_point,be_complaint_petition,be_certainty_claim,be_forecast_claim,be_failed_prediction,be_interest_rate,be_loan_credit,be_deferred_payment,be_fairness_claim,be_reciprocity,be_price_mention,be_commodity_grain,be_commodity_money,be_labor_absence,be_wage_payment,be_risk_mention,be_contract_formal,be_tax_tribute,be_loss_aversion_signal,be_overconfidence_signal,be_calibration_signal,be_economic_core
O. Berlin P 14366,-,"Limestone, 7.5 x 9 cm. Inscribed on one side with 4 lines in black ink. Damaged; broken off at left edge, ends of lines 1-3 lost (not much). Correction by scribe in line 1.",account,coffin - woodwork,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,Dyn. 20 (Deir el Medine online),"Account of several pieces of funeral furniture ( wt , mn-anx and swH.t ) with prices in copper deben , added up to a total of 5 deben silver (= 300 deben copper).","ir n (1, 2, 3); dmD HD (5)",-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
O. Berlin P 14368 reverse,-,"Limestone, 11 x 10 cm. Inscribed on two sides; on obverse 5 lines of a literary or religious text in black ink; on reverse 2 lines in black ink. Damaged; broken off on all sides; beginnings and ends of both lines on reverse missing.",account(?),vegetables,"Deir el-Medina, Eastern Cemetery ('child burials'), excavations by G. Möller 1913; pencil mark: 'Dx 14/III/13' (14-03-1913).","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photographs, description, transcription and transliteration of reverse).",-,-,"Unclear account, only partly legible; amounts ('bundles') of vegetables mentioned.",-,-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14372,-,"Yellowish ochre pottery (vase fragment), 8 x 7.5 cm. Inscribed on one side with 5 lines in black ink. Damaged; broken off on all sides, beginnings of all five lines and ends of lines 1 and 5 missing; writing slightly effaced in some places.",account : payment(?),wood - woodwork - working,"Deir el-Medina, Northern Cemetery, excavations by G. Möller 1913; pencil mark: 'C 29/III/13' (29-03-1913).","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary).",-,Dyn. 20 (Deir el Medine online),Priced commodities - wood and wooden objects - given to a man for working.,"ir n (2, 3, 4); [...] NN r bAk r pA [...] (1)",[...]-wr (1),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
O. Berlin P 14373,-,"Grey yellow-brown pottery (vase fragment), 9.5 x 12 cm. Inscribed on one side with 2 columns, column I with 5 lines in red ink and column II with 5 lines in black ink. Damaged; broken off at left edge and bottom, ends of all lines of column II missing. Palimpsest; traces of earlier writing in black ink.",account : payment,document(?) - payment - textile,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,"Dyn. 20, Ramesses III (Deir el Medine online)",Note about delivery of a tunic by water-carrier Knr as his account and mention of another water-carrier.,ir n (II 4); wHm m Dr.t NN (II ~ 2 # ); m Dr.t NN (I 1-2; II 1); snn (I 3),[...] ( in-mw ; II ~ 1 # ); MAA.n=i-nxt=f ( sS ; earlier writing line 1; written MAA-nxt=f ); Knr ( in-mw ; I 1-2),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14610,-,"Red pottery (vase fragment; 2 frgts joined) with white slip, 12 x 8.5 cm. Inscribed on one side with 5(?) lines in black ink. Damaged; broken off on all sides; beginnings and ends of all lines missing; writing much effaced; only line 5(?) legible.",account,grain,Deir el-Medina; found in the Grand puits; excavations by G. Möller 1913; pencil mark: 'A 26/II/13' (26-02-1913).,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration).",-,-,Unclear account concerning grain.,dmD (5?),-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
O. Berlin P 14611 A@B,-,"Reddish brown pottery (2 vase fragments, not joining), 7.5 x 7.5 cm and 3.5 x 5 cm. Inscribed on one side (convex) with respectively on A 3 lines and on B 2 lines in black and red ink. Damaged; broken off on all sides; beginnings and ends of all lines on A and B missing.",account,grain,"Deir el-Medina, House XVI/XVIII NE and House XIII NE, excavations G. Möller 1913; pencil marks: 'D9 12/I[II]/13' (12-03-1913) and 'D6 10/III/13' (10-03-1913). See Remarks","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photographs, description, transcription, transliteration and commentary)",-,End dyn. 19 (Deir el Medine online),Unclear. Possibly account of distribution of grain rations,dmD (A 2),[...] tiw (A 3). See Remarks,"Provenance: D9 is House XVI/XVIII NE and D6 is House XIII NE. Names, Titles: a personal name? (Deir el Medine online).",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
O. Berlin P 14614,-,"Lightbrown pottery (vase fragment), 15 x 16 cm. Inscribed on two sides; on obverse (convex) unknown number of lines, and on reverse (concave) 3 lines in black ink. Top obverse = (probably) top reverse. Damaged; on obverse writing almost completely effaced.",account : name,grain,"Deir el-Medina, found in the Village, excavations by G. Möller 1913; pencil mark: 'D 5/III/13' (05-03-1913).","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photographs, description, transcription, transliteration, translation and commentary).",-,Dyn. 19-20 (Deir el Medine online),"A brief account of grain, mentioning a scribe 1r .","dmD (rev. 1, 3)",1r ( sS ; rev. 2),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
O. Berlin P 14615,-,"Greyish brown pottery (vase fragment), 3.5 x 4 cm. Inscribed on one side (convex) with 1 line in black ink. Damaged; broken off on all sides; beginning and end of line missing.",-,-,"Deir el-Medina, Eastern Cemetery, excavations G. Möller 1913; pencil mark: 'Dx' (see Remarks).","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration and commentary)",-,Dyn. 19 or dyn. 20 (Deir el Medine online),Unclear,[...]nty m ony (?),-,Provenance: 'Dx' indicates the children's tombs in the Eastern Cemetery.,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14616,-,"Reddish brown pottery (vase fragment) with yellow ochre slip, 3.5 x 5.3 cm. Inscribed on two sides; on obverse (convex) remains of 3 lines and on reverse (concave) 1 line in black ink. Top obverse = bottom reverse. Damaged; broken off on all sides, beginnings and ends of all lines on obverse missing; of line 1 on obverse only traces subsist. Traces of palimpsest on obverse and reverse.",account : delivery(?),flowers(?),"Deir el-Medina, found in the Village, House IX NE, excavations by G. Möller 1913; pencil mark: ""D2""(?)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photographs, description, transcriptions and transliteration)",IV Axt sw 10 + x (rev. 1),,Fragmentary account of deliveries(?); flowers(?) mentioned.,m Dr.t=f (obv. 2; 3),-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14617,-,"Ochre brown pottery (vase fragment), 5.5 x 6 cm. Inscribed on one side (convex) with 2 lines in black ink. Damaged; broken off on all sides; beginnings and ends of both lines missing; surface much rubbed and degraded, writing partly effaced. In right corner traces of a sketch?",account(?) - journal(?) : absence(?),inactivity(?),"Deir el-Medina, excavations G. Möller 1913; pencil mark illegible","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration and commentary)",-,-,Unclear. Just possibly remains of a work journal or an account text.,NN wsf (?; 1),[...]-nxt (1?),-,ostracon,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14618,-,"Brown pottery (vase fragment), 5.5 x 5.5 cm. Inscribed on one side (convex) with 1 line in black ink. Complete.",name,-,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, translation and commentary)",-,-,Personal name Nfr-Htp .,-,Nfr-Htp,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14620,-,"Brown pottery (vase fragment), 3.5 x 7 cm. Inscribed on two sides; on obverse (convex) 2 lines, only traces on reverse (concave) in black ink. Top obverse = top reverse(?). Damaged; broken off on all sides, beginnings and ends of both lines on obverse, and end of line on reverse missing.",account,-,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photographs, description, transcription, transliteration and commentary)",-,-,Unclear; object or commodity followed by a number.,-,-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14621,-,"Reddish brown pottery with yellowish brown slip (vase fragment), 4 x 5.5 cm. Inscribed on one side with 1 line in black ink. Complete.",name,-,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,-,A name only.,-,Imn-m-Ip.t,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14622,-,"Ochre brown pottery (vase fragment), 3 x 8.5 cm. Inscribed on one side with remains of 2(?) lines in black ink. Damaged; broken off on all sides, beginnings and ends of both lines missing; writing effaced.",letter(?),-,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription)",-,-,Unclear text of possibly a letter.,Hna Dd (1),-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14623,-,"Ochre brown pottery (vase fragment), 5 x 5 cm. Inscribed on one side with remains of 2 lines in black ink. Damaged; broken off on all sides; beginnings and ends of both lines missing.",-,-,"Deir el-Medina, found in the Grand puits, excavations G. Möller 1913; pencil mark: 'A 2/III/13' (02-03-1913)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription)",-,-,Unclear,-,-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14624,-,"Greyish ochre pottery (vase fragment), 8 x 16.5 cm. Inscribed on one side with 2 columns of each 5 lines in black ink. Damaged; broken off at the top; beginning of col.II line 1 missing; writing much effaced.",account - journal : delivery(?) - name,fish,"Deir el-Medina, found in the Village, excavations G. Möller 1913; pencil mark: 'D 10/III/13' (10-03-1913)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)","III Smw sw 28 (I, 1); x Smw sw 14 (II, 4); sw (?) 14 (II, ~ 1 # )",Mid dyn. 20 (Deir el Medine online),Journal notes mentioning fishermen and their deliveries(?).,-,"Imn-xa (I, ~ 3 # ); 2nsw-ms (I, ~ 2 # ); 4tX-ms (I, 4)",-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14631,-,"Brown pottery (vase fragment), 7 x 3.5 cm. Inscribed on one side (convex) with 4 lines in black ink. Damaged; broken off at left edge, writing effaced; ends of all four lines missing.",letter(?),-,"Deir el-Medina, Northern Cemetery, excavations G. Möller; pencil mark: 'C 29/III/13' (29-03-1913)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,Late dyn. 19 (Deir el Medine online),Fragmentary lines of a letter or note.,-,Any (3),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14632,-,"Brown pottery (vase fragment), 6 x 5.5 cm. Inscribed on one side (convex) with 6 lines in black ink. Damaged; broken off at top, left edge and bottom; surface partly dirty, writing effaced; ends of all six lines missing. See Remarks.",account - list,copper(?) - grain(?),"Deir el-Medina, Western Cemetery, excavations G. Möller; pencil mark: 'E 9/III/13' (09-03-1913)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration and commentary)",-,Dyn. 20 (dem-online),List of commodities with numbers(?).,-,-,Description: possibly this is the upper part of O. Berlin P 14659.,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14634,-,"Brown pottery (fragment of a bowl with red rim), 6.5 x 6 cm. Inscribed on one side with 2(?) lines in black ink. Damaged; broken off at left edge, end of line 1 missing, only a trace of line 2..",name,-,"Deir el-Medina, found in the Grand puits, excavations G. Möller 1913; pencil mark: 'A 2/III/13' (02-03-1913).","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration and translation)",-,Dyn. 20 (Deir el Medine online),Name of scribe Imn-m-Ip.t .,-,Imn-m-Ip.t (sS ; ~ 1 # ),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14636,-,"Reddish pottery (2 vase fragments joined), 5 x 8.5 cm. Inscribed on one side (convex) with 3 lines in black ink. Damaged; broken oof on all sides; beginnings and ends of all lines missing, writing much effaced.",-,-,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription and commentary)",-,-,Unclear; see Remarks,-,-,Contents: According to the editors the text may as well be deemed literary. A possible connection with O. Berlin P 14637 and/or O. Berlin P 14639 remains doubtful.,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14637,-,"Reddish brown pottery (dish fragment, with edge decoration in red paint), 8 x 8.5 cm. Inscribed on two sides; on obverse (top) 4 lines and on reverse (bottom) 4 + 2 lines in black ink. Damaged; broken off on all sides; on obverse beginnings of all four lines and ends of lines 3-4 missing; on reverse beginnings of all four lines and end of line 2 at left missing.",account,bread - fish - fruit - grapes,No indication. See Remarks,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photographs, description, transcription, transliteration, translation and commentary)",-,Dyn. 20 (Deir el Medine online),"On both obverse and reverse several commodities are listed, followed by numbers.",,Imn-m-Ip.t (obv. ~ 4 # ),"Description, Provenance: The editors refer to similar pottery fragments O Berlin P 14639 and O. Berlin P 14155.",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14638,-,"Reddish brown pottery (vase fragment; 2 fragments joined), 5 x 7 cm. Inscribed on one side with 3 lines in black ink. Damaged; beginnings and ends of all three lines missing; writing much effaced.",letter(?),-,"Deir el-Medina, found in the Grand puits, excavations by G. Möller 1913; pencil mark: 'A 3/III/13' (03-03-1913).","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription)",-,-,Unclear,-,-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14639,-,"Brown pottery (fragment of a bowl/dish) with red painted rim, 10 x 11 cm. Inscribed on one side (bottom of dish) with 2 lines in black ink. Damaged; broken off at right edge, writing effaced in both lines.",letter(?),-,"Deir el-Medina, probably excavations G. Möller; traces of illegible pencil mark.","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,Dyn. 20 (dem-online),Beginning of a letter from a scribe to(?) a certain Mnw-ms. .,Dd.n NN n NN (1- ~ 2 # ),[...] ( sS ; 1); Mnw-ms (2),,ostracon,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
O. Berlin P 14640,-,"Brown pottery (vase fragment), 3.5 x 6 cm. Inscribed on one side with 1 line in black ink. Damaged; broken off on all sides, writing slightly effaced (but text probably complete).",name,-,"Deir el-Medina, found in the Grand puits, excavations G. Möller 1913; pencil mark: 'A 27/??/13' (27-??-1913)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,Dyn. 19 - dyn. 20 (Deir el Medine online),Name of Nfr-Htp (countermark?).,-,Nfr-Htp (1),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14647,-,"Brown pottery (vase fragment), 5 x 6 cm. Inscribed on one side with 2 lines in black ink. Damaged; broken off at top, right edge and bottom, beginnings of both lines missing.",account,-,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,-,Measurements.,-,-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14648,-,"Reddish pottery (vase fragment), 11 x 9 cm. Inscribed on one side with 5 lines in black ink. Damaged; broken off on all sides; beginnings and ends of all(?) five lines missing; surface rubbed; writing much effaced.",account : deficit,bread,"Deir el-Medina, found in the Grand puits, excavations by G. Möller 1913; pencil mark: 'A 16/III/13' (16-03-1913)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription and commentary)",-,-,"Unclear, probably account of victuals delivered.","wDA.t (2, 3, 4)",-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14649,-,"Brown pottery (vase fragment), 13 x 13.5 cm. Inscribed on two sides; on obverse (convex) faint traces of 4 or 5 lines, on reverse (concave) 6 lines in black ink. Damaged; broken off on all sides, surface on obverse much rubbed and almost completely effaced, on reverse writing effaced in all six lines.",account,meat - iwS,"Deir el-Medina, excavations G. Möller 1913; pencil mark: '??/III/13' (??-03-1913)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photographs, description, transcription (of reverse), transliteration (of reverse) and commentary)",-,-,Unclear text on obverse. On reverse a list of commodities followed by numbers.,-,-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14654,-,"Lightbrown pottery (vase fragment), 10 x 15 cm. Inscribed on one side (convex) with 4 lines in black ink. Complete.",inventory - list,alabaster - coffin - vessel - wood - woodwork,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,Dyn. 19 (Deir el Medine online),"Inventory list mentioning two albaster vessels (capacities 120 and 113), three wooden pieces carved ( mtn ) with the name of Ramesses II and wood for a coffin.","dmD (3, 4)",Wsr-mAa.t-Ra 4tp.n-Ra anx wDA snb ( nswt ; king; 3),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14657,-,"Brown pottery with yellowish slip (vase fragment; 3 frgts joined), 12 x 11.5 cm. Inscribed on one side (convex) with 4 lines in black ink. Damaged; broken off at left edge, surface effaced; ends of lines 1 and 2 lost, line 3 effaced.",account - note : delivery,fish,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",rnp.t-sp 1 I Smw sw 2 (1),"Dyn. 20, year 1 Ramesses IV (Deir el Medine online)",Account of fish delivered on some days by the fishermen 4tX-ms and aA-X.t .,"m Dr.t NN (2); hrw ( ~ 1 # , 3; for hrw pn ?)",aA-X.t (3); 4tX-ms (2 - written 4wtx-ms ),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14658,-,"Brown pottery (vase fragment) with whitish slip, 10 x 10 cm. Inscribed on one side (convex) with 3 lines in black ink. Damaged; broken off at right edge; beginnings of all three lines missing.",note : deficit - delivery(?),fish,No indication,"Deir el Medine online, URL: htttp://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",X pr.t sw 2 (?; 1),Dyn. 19 (see Remarks),Dated journal note about delivery(?) of fish by(?) 4tX .,wDA.t=f (3); m Dr.t NN (1),4tX (1 - written 4tX-y ),"Date attributed: On account of the name of the fisherman and the orthography of the name (cf. Janssen, Village Varia , 139-145).",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14659,-,"Brown pottery (vase fragment), 14 x 11.5 cm. Inscribed on one side (convex) with 11 lines in black ink. Damaged; broken off at top, left edge and bottom; surface partly dirty, writing slightly effaced; ends of all eleven lines and upper half of line 1 missing. See Remarks",account - list,basketry - faience - fish - grain(?) - incense - mat - sandals (see Remarks),"Deir el-Medina, Western Cemetery, excavations G. Möller 1913; pencil mark (partly illegible): 'bei E ...'","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,-,"A list of items, i.a. incense, faience and fish, followed by numbers; next some commodities like a basket which are destined for(?) Nb-wa (?) and a pair of shoes, a mat and another item for(?) 6A-gmy.t .",-,Nb-wa (9?); 6A-gmy.t (f.; 10),"Description: possibly this is the lower part of O. Berlin P 14632 (same pottery, same handwriting). Keywords: at the end of line 10 read twt ).",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14660,-,"Reddish pottery (vase fragment), 12 x 10 cm. Inscribed on one side (convex) with 5(?) lines in black ink. Damaged; surface degraded, line 5 partly effaced.",account : delivery,fish,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",III Ax.t sw 20 (1),Dyn. 20 (Deir el Medine online),"Account of fresh, dried and gutted fish delivered by RyA .",ir n (5),RyA (1); see Remarks,"Names, Titles: for this fisherman see Janssen, Village Varia , 40-41.",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14666,-,"Brown pottery (vase fragment), 7 x 10 cm. Inscribed on two sides; on obverse 3 lines and on reverse 2 lines in black ink. Top obverse = top reverse. Damaged; surface on obverse much rubbed and writing effaced, notably in line 1.",account : delivery,fish,"Deir el-Medina, Grand puits(?), excavations G. Möller 1913; pencil mark: 'A' (?)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photographs, description, transcriptions, transliterations, translation and commentary)",rnp.t-sp 31 II Smw sw 3(?) (obv. ~ 1 # ); II Smw sw 4(?) (rev. 1),"Dyn. 20, year 31 Ramesses III (Deir el Medine online)",Accounts concerning deliveries of fish by several fishermen.,"iny.t m Dr.t NN (obv. 2, 3; rev. 2)",2nsw-ms (obv. 2); 4tX (obv. 3 - written 4ti ; rev. 2 - written 4tX.y ),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14667,-,"Brown pottery (vase fragment) with whitish ochre slip, 5.5 x 7 cm. Inscribed on one side with 3 lines in black ink. Damaged; broken off at right edge, writing partly effaced, beginnings of all three lines missing.",account,-,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",[...] pr.t sw 26 ( ~ 1 # ),-,Unclear account.,-,-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14668,-,"Brown pottery (vase fragment) with whitish ochre slip, 9 x 8.5 cm. Inscribed on one side with 8 lines in black ink. Damaged; broken off at top and left edge, writing partly effaced, ends of lines 1-3 missing, lines 7 and 8 much effaced.",account : name,grain rations,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,End dyn. 20 (Deir el Medine online),"List of names of workmen receiving(?) small amounts of grain (1 khar , 1 oipe ) each.",-,Ii-r-niw.t=f ( 4 - written II-niw.t=f ); PA-ir.y (5?); PA-an-on (3); Ky-sn (6). Incomplete: PA-[...] ( in-mw ; ~ 2 # ),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
O. Berlin P 14669,-,"Reddish brown pottery (vase fragment), 11 x 13 cm. Inscribed on one side with 4(?) lines in black ink. Damaged; broken off at left edge, surface rubbed and writing much effaced, ends of all four lines missing.",note(?),-,"Deir el-Medina, village, excavations G. Möller 1913; pencil mark: 'D 1/III/13' (01-03-1913)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration and commentary)",-,-,"Unclear note(?) or account(?), only a few signs recognizable.",Dd[...] (1),-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14670,-,"Brown pottery (vase fragment) with light brown slip, 7.5 x 9.5 cm. Inscribed on one side with 7 lines in black and red ink. Damaged; broken off at top, bottom and right side, writing partly effaced, beginnings of all seven lines missing, line 1 almost completely effaced.",account,grain,"Deir el-Medina, Western Cemetery, excavations G. Möller 1913; pencil mark: 'E 9/III/13' (09-03-1913).","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",-,-,Acoount of small amounts of emmer.,-,PA-... (2?),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14672,-,"Greyish brown pottery (vase fragment), 8 x 8 cm. Inscribed on one side (convex) with 2 lines in balck ink. Damaged; broken off on all sides, surface rubbed and writing much effaced; beginnings and ends of both lines missing.",account : delivery(?),grain,No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration and commentary)",-,-,Brief note(?) about receiving grains rations(?).,sSp [...] (1),-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14673,-,"Lightbrown pottery (vase fragment), 10.5 x 9.5 cm. Inscribed on one side (convex) with 4 lines in black ink. Damaged; surface rubbed, writing effaced in several places; broken off at right edge, beginnings of all(?) four lines missing.",account : deficit,leather(?),No indication,"Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, transcription, transliteration, translation and commentary)",I pr.t sw 11 (1),-,"Dated note concerning delivery(?) of some unidentified commodities, including leather ( mskA ?).",ir n (?; 3); wDA.t (4),Nb-Imn (?; ~ 1 # ),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Berlin P 14680,-,"Reddish brown pottery (vase fragment) with ochre slip, 9.5 x 6 cm. Inscribed on one side (convex) with 7 lines in black ink. Damaged; broken off on all sides; beginnings of lines 1-2 and 7, and ends of lines 1, 2, 6 and 7 missing.",journal - account : delivery,beer(?) - firewood - pottery,"Deir el-Medina, Western Cemetery, excavations G. Möller 1913; pencil mark: 'E 1/III/13' (01-03-1913)","Deir el Medine online, URL: http://dem-online.gwi.uni-muenchen.de (photograph, description, transcription, transliteration, translation and commentary)",sw 30 (1); II pr.t sw 10 (3); sw 20 (5),Dyn. 19 or dyn. 20 (Deir el Medine online),Journal notes concerning deliveries of firewood and several types of pottery.,wHm (3),-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
