record_id,other_nos,description,classification,keywords,provenance,publication,dates_mentioned,dates_attributed,contents,terminology,names_titles,remarks,doc_type,be_loss_framing,be_gain_framing,be_reference_point,be_complaint_petition,be_certainty_claim,be_forecast_claim,be_failed_prediction,be_interest_rate,be_loan_credit,be_deferred_payment,be_fairness_claim,be_reciprocity,be_price_mention,be_commodity_grain,be_commodity_money,be_labor_absence,be_wage_payment,be_risk_mention,be_contract_formal,be_tax_tribute,be_loss_aversion_signal,be_overconfidence_signal,be_calibration_signal,be_economic_core
O. Aberdeen 1317,"HO 61, 2; O. ABDUA 24270","Limestone, 9. 1 x 16.5 cms. Two sides; obverse: six lines; reverse: five lines. Black ink. Top obverse = left side reverse.",account : payment - transfer,goat - grain - payment - rags - vegetables - wood - woodwork - rd (?),No indication,"Černý-Gardiner, Hieratic Ostraca , 18 (description) and pl. 61-61A no. 2 (facsimile, transcription); Allam, Hieratische Ostraka und Papyri , 17 no. 1 (translation, commentary); http://www.abdn.ac.uk/virtualmuseum (description, photographs); Kitchen, Ramesside Inscriptions V, 586-587 (transcription)",-,"Dyn. 20, Ramesses III ( Kitchen )","Commodities given to the carpenter OnnA , most probably as payment.","iw=i Hr di.t n=f (obv. 2); ir n (obv. 4, 5); wHm m Dr.t NN (obv. 3) wHm di.t n=f (obv. 2); m Dr.t NN (obv. 2); rdy.t NN n NN (obv. 1); rdy.t NN n NN r DbA (rev. 1-2); rdy.t n=f (obv. 2, ~ 4 # , 4); rdy.t n=f m Dr.t NN (obv. 3); dmD (obv. 6)","Imn-m-Ip.t (rmT-is.t ; obv. ~ 1 # , rev. 1 (without rmT-is.t ); Imn-ms (obv. 3); MnTw-PA-1apy (obv. 3); Nxw-m-Mw.t (obv. 2 - written Nxw-Mw.t ); OnnA (Hmw.w ; obv. 1, rev. 2)",-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Allard Pierson Museum inv. no. 8875,-,"Limestone, 10 x 6.2 cm. Damaged. One side, with 9 lines in black and red ink. Top edge broken off and surface much rubbed: end of line 1 missing, ends of lines 4 and 8 faded and lines 6 and 9 almost completely faded. Correction in line 4.",account - journal : delivery(?),lamps,No indication,Unpublished; see Remarks,"sw 24-27 (3, 4, 5, 7, 8)",Dyn. 19 or dyn. 20,A total number of lamps (143) followed by a series of dates with totals of lamps delivered(?).,aHa n (1),-,Publication: transcription made after the original by R.J. Demaree.,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0003,"O. Gardiner 0003; HO 22, 2","Limestone, 19.5 x 14.5 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). Two sides; obverse: thirteen lines; reverse: three lines. Black ink. Damaged at the right and bottom of obverse. Top obverse = bottom reverse.",account : payment,copper - grain - mat - metalwork - natron (?) - painting - payment - sandals - silver - statue - textile - vegetables - woodwork,No indication,"Černý-Gardiner, Hieratic Ostraca , 7 (description) and pl. 22-22A no. 2 (facsimile, transcription); Allam, Hieratische Ostraka und Papyri , 150-151 no. 146 (translation, commentary); Kitchen, Ramesside Inscriptions V, 584-585 (transcription); McDowell, Village Life in Ancient Egypt , 82-83 no. 53 (translation)",-,"Dyn. 20, Ramesses III ( Kitchen )",Account of payment to the carpenter Ra-mry for some statues in wood.,"ir n (obv. 3, 4, 5, 6, 10, 12); aHa n HD Hmt (rev. 3); m mi.t.t (obv. 6, 8); rdy.t n=f (obv. 9); rdy.t NN n NN (obv. 1); r DbA (obv. 2); HA.w r=f m dbn ? (obv. 8)",Ra-mry (Hmw.w ; obv. ~ 1 # ); Rt (obv. 1); Ony-Mnw (rev. 2),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0004,"O. Gardiner 0004; HO 27, 3","Limestone, 11.5 x 18 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). Two sides; obverse: six lines and some signs on right edge in red ink; reverse: six lines, but much effaced. Black ink. Correction by the scribe in rev. 4. Top obverse = top reverse.",protocol : oracle,gang - house - junior - oracle - textile - theft - village,No indication,"Černý-Gardiner, Hieratic Ostraca , 9 (description) and pl. 27-27A no. 3 (facsimile, transcription); Allam, Hieratische Ostraka und Papyri , 151-152 no. 147 (translation, commentary); Černý, BIFAO 27 (1927), 178-179 (translation); Gardiner, PSBA 39 (1917), 43 (translation); Helck, Die datierten und datierbaren Ostraka , 394 (translation) ; Kitchen, Ramesside Inscriptions VI, 142 (transcription); McDowell, Village Life in Ancient Egypt , 181-182 no. 138 (translation)",rnp.t-sp 5 III Ax.t sw 28 (obv. 1),"Dyn. 20, Ramesses IV ( Kitchen ); year 5 Ramesses IV (Helck)","Case involving the theft of some clothes from the sculptor OH , which are in the possession of the daughter of the scribe Imn-nxt according to the oracle of the deified Imn-Htp ; see Remarks .",aS in NN n NN (obv. 1-2); pAy=i nb nfr (obv. ~ 2 # ); m bAH NN (rev. 4); m bAH mtr.w (rev. ~ 1 # ),"an. ( pAy=i nb nfr ; deity; obv. ~ 2 # ); Ii-r-niw.t=f (rev. 3); Imn-ms (xrp-4ro.t ; obv. ~ 3 # -4); Imn-nxt (sS ; ~ 5 # , rev. ~ 1 # , 4, 5); Imn-Htp anx wDA snb ( nswt ; deity; obv. 2); aA-pA-TAw (rev. 2); Nfr-Htp (rev. 2); 1Ay (rev. ~ 2 # ); 2ay (sAw ; rev. ~ 3 # ); OH (TAy-mDA.t ; obv. 1); tA wH.t (geo.; obv. 4 )","Contents: cf. dipinto in house C IV at Deir el-Medina; Bruyère, Rapport sur les fouilles de Deir El Medineh 1934-35 III, 303 and 304, fig. 171.",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
O. Ashmolean Museum 0005,"O. Gardiner 0005; HO 18, 1","Limestone,18 x 23 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). Two sides; obverse: eight lines; reverse: drawing and an illegible line of hieratic. Black ink. Damaged at the left edge, causing some loss of writing. Palimpsest; the text was written over a list of workmen's marks (or 'funny signs') in red ink.",letter,cattle - document - fat - goat - message - pig - silver - village,No indication,"Černý-Gardiner, Hieratic Ostraca , 6 (description) and pl. 18-18A no. 1 (facsimile, transcription); Allam, Hieratische Ostraka und Papyri , 152-153 no. 148 (translation, commentary); Kitchen, Ramesside Inscriptions VI, 211 (transcription); Wente, Letters , 140 no. 177 (translation)",-,"Dyn. 20, Ramesses IV ( Kitchen ); Ramesses IV or Ramesses V (Wente)","Letter instructing the guardian 2ay to buy an ox (see Remarks) for the goddess Mr=s-gr , and not to indulge in using other people's (pots of) fat. Some more not quite clear reproaches, mentioning a sacred town and the addressee's own town (Deir el-Medina?).",n NN Hna Dd (obv. 1); Sa.t (obv. 1),an. ( rwD aA ; obv. 5); pA dmi (geo.; 7 ); Mr=s-gr (f.; deity ; obv. 2); 2ay (sAw ; obv. 1),"Contents: instead of nA in obv. 2 (as read by Černý-Gardiner, Hieratic Ostraca , pl. 18A ; Allam, Hieratische Ostraka und Papyri , 152 ; Kitchen, Ramesside Inscriptions VI, 211 ), read iH n ""ox for"" (cf. Wente, Letters , 140 ).",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0006,"O. Gardiner 0006; HO 20, 2","Limestone, 17 x 17 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). One side with eight lines in black ink. Damaged at the top and right edges, causing loss of writing. Also some small chips missing from left edge.",account,basketry - grain - mat - natron - salt - woodwork,No indication,"Černý-Gardiner, Hieratic Ostraca , 7 (description) and pl. 20-20A no. 2 (facsimile, transcription)",-,-,Account of commodities.,"ir n (1, 2, 3, ~ 5 # , 6, 7, 8); wa nb m-im=sn (2); dmD (8)",-,-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0007,"O. Gardiner 0007; HO 22,1","Limestone, 12 x 16 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). Damaged. Two sides; obverse: 11 lines of which most, except 6-5 have lost the beginning; reverse: 11 lines, of which the first and the last are lost for the most part, the lines in the upper part of the ostracon have lost the beginning, those in the lower part the beginning and ending. The text of verso continues on the adjacent thickness ( HO 22, 1b), some on the border to the right ( HO 22,1b). On both obverse and reverse a large spXr was written over the text. Black ink. Top obverse = bottom reverse.",account - journal : labour,construction site - stone-work,No indication,"Černý-Gardiner, Hieratic Ostraca , 7 (description) and pl. 22-22A no. 1 (facsimile, transcription).",sw 12 (obv. 6); sw 14 (obv. 9),Dyn. 18 ( Cern y -Gardiner ),"Journal describing the work done by stone-workers in a tomb or temple (?), mentioning work on walls.","ir n (obv. 2, 3, 4, 5, 7, ~ 8 # , rev. 3, 5, 6, 7, 10, ~ 11 # , frgt. 1a 1); m mi.t.t (obv. 9); nty r-xt (rev. 1); nty Hr bAk (obv. 5); nty Hr snfr (obv. 9); nty Hr dri (obv. 2, 7, rev. ~ 6 # , 8); nty Hr dgA (obv. obv. 1, 3, ~ 6 # , 10, ~ 11 # , rev. 4, ~ 5 # , ~ 6 # , ~ 7 # , 9); spXr (over text obv. and rev.); grH (frgt. 1a 1, 2); dmD (obv. 10, frgt. 1a 1)",Imn-Htp sA 4wnr (Hr.y Xr.ty.w-nTr ; rev. 2); 4n-Htp (Hr.y Xr.ty.w-nTr ; obv. 1),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0008,"O. Gardiner 0008; HO 31, 5","Buff pottery, 15 x 11 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). One (convex) side, with two columns of nine and two lines in black ink. Complete; see Remarks.",account (?) - list,copper - grain - metalwork - oil - textile - woodwork,No indication,"Černý-Gardiner, Hieratic Ostraca , 10 (description) and pl. 31-31A no. 5 (facsimile, transcription)",-,-,"Account of several commodities, their amounts and possibly a total.",-,-,"Description: same hand as O. Petrie 48 according to Černý-Gardiner, Hieratic Ostraca , 10.",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0009,"O. Gardiner 0009; HO 24, 4","Limestone, 8 x 13 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). One side with six lines in black ink. Damaged; the top and left edges have broken off, causing loss of writing.",account : transfer,basketry - junior - silver - vegetables - woodwork - sA.w n ms.w,No indication,"Černý-Gardiner, Hieratic Ostraca , 8 (description) and pl. 24-24A no. 4 (facsimile, transcription)",-,H ardly later than dyn. 19 (Černý-Gardiner),List/account of several commodities given by several people.,"ir n (2, 3, 4, 5, 6, 6); rdy.t [...] (1, 5); rdy.t NN [...] (4); dmD HD (4)","Iwn ( ~ 1 # , 5); PA-Sd ( ~ 4 # )",-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0010,"O. Gardiner 0010; HO 20, 5","Limestone, 10.5 x 7 cms. Complete. One side, with seven lines in black ink.",account - list : name,-,No indication.,"Černý-Gardiner, Hieratic Ostraca , 7 (description) and pl. XX-XXA (facsimile, transcription)",IV pr.t 21 (1),Dyn. 18 ( Černý-Gardiner ),List of names with amounts; see Remarks.,-,abA (2); Pr-r-Aw (5); Nb-ir.y (4); Nbd (7); 3nmw (6); 7nn (3),Content(s): some of these people are also known from O. Cairo 25662.,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0011,"O. Gardiner 0011; HO 25, 2","Limestone, 19 x 11.5 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). Two sides; obverse: fourteen lines; reverse: fifteen lines and one additional line above l. 5. Black ink, except reverse lines 11-13, which are for the most part in red ink. Damaged at the lower right edge of obverse. Correction by the scribe in obverse 6. Top obverse = top reverse.",account - journal : absence - event - labour - portion,arrival - feast - grain - grain rations - inactivity - procession,No indication,"Černý-Gardiner, Hieratic Ostraca , 8 (description) and pl. 25-25A no. 2 (facsimile, transcription); Kitchen, Ramesside Inscriptions VI, 248-249 (transcription); Helck, Die datierten und datierbaren Ostraka , 445-446 (outline of content)",rnp.t-sp 2 II Smw sw 13-18 (obv. 1-6); sw 21-28 (obv. 7-14); III Smw sw 1-3 (rev. 1-2); III Smw sw 14-18 (rev. 4-6); III Smw sw 21-25 (rev. 6-8); IV Smw sw 22-28 (rev. 9-11); I Ax.t sw 3-6 (rev. 11-13),"Dyn. 20, Ramesses V ( Kitchen; see Remarks ) ; year 2 Ramesses VI (Helck)","Account-journal of several tasks performed in a tomb (?), connected with burning the rock (?), listing of several feasts, a visit by the vizier and the searching for grain rations.","iw=w wsf (rev. 2, 8); ir n (rev. 3, 8); wsf (obv. 3, 11); psi (?) (obv. 10, 13, 13);rev. 1, 1, 4, 4, 5, 6, 6, 6, 7, 9, 9, 10, 10, 11, 11, 12, 13); psi in NN (?) (obv. 1-2, 2-3, 4-5, 5, 6, 7, 8, 9, 10, rev. 5); Hr.y=f Xr.y (obv. 8, 9, 10); tm psi (?) (rev. 8, ~ 14 # ); di.w (rev. ~ 2 # ); di.t di.w (rev. 12); ditto (obv. 9, 10, 10)","an. ( Hr.y=f ; obv. 8, 9, 10); an. ( Hr.y=f dy ; obv. 13, 14); an. ( TAty ; above rev. 5); Imn (deity; obv. 12); PA-TAy (obv. 6); Nfr.t-ir.y (f.; deity ; obv. 4); Nxw-m-Mw.t (obv. 2, 3, 4-5, ~ 5 # , 7, 8, 9, 10, rev. 5); Ns-Imn (rev. ~ 15 # ); 4tX.y ( king ; rev. 7); 9sr.t (geo. ; above rev. 5)","Dating: the dating of the ostracon to the end of dyn. 19 or the beginning of dyn. 20 by Krauss in GM 45 (1981), 28f., was withdrawn by him in GM 54 (1982), 53.",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
O. Ashmolean Museum 0014,"O. Gardiner 0014; HO 25, 1","Limestone, 17,5 x 18 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). Two sides; obverse: three columns of seven, twelve and ten lines; reverse: three columns of eleven, ten and three lines. Black ink. Damaged; the right lower corner of obverse has broken away as well as a small chip from the top left corner. Correction by the scribe in obverse II 3. Top obverse = right reverse.",account - list : labour - name,birth - inactivity - place - working,No indication,"Černý-Gardiner, Hieratic Ostraca , 8 (description) and pl. 25-25A no. 1 (facsimile, transcription); Kitchen, Ramesside Inscriptions VI, 262-263 (transcription); Helck, Die datierten und datierbaren Ostraka , 421-422 (translation)",-,"Dyn. 20, Ramesses V ( Kitchen ); year 1 Ramesses V (Helck)","List of names, with several entries referring to labour of the gang, and total of 31, most probably correponding to the number of men mentioned (?).","bAk m s.t tn (obv. I 3); m wsf (obv. I 1, 2); dmD (rev. III 3)","Any-nxt (obv. III 7); Ii-r-niw.t=f (obv. II ~ 9 # , rev. II ~ 1 # ); Imn-PA-1apy (obv. II 1 (?)); Imn-m-Ip.t (rev. I 5); Imn-m-Hb (obv. III ~ 10 # ); Imn-nxt (rev. I 6); Imn-Htp (sS-od ; obv. III 1, rev. II 4); In-Hr-xa (obv. I ~ 5 # ); It-nfr (obv. II 5); aA-pA-TAw (obv. III 6, rev. II 8); BAk-n-Imn (rev. II ~ 2 # ); BAk-n-wrnr (obv. III 8, rev. II 10); PA-nfr-m-9d.w (rev. I ~ 4 # ); PA-Sd sA 1r (obv. II 6 & rev. II 9 < sA >); Pn-6A-wr.t (obv. III 2, rev. II 5, III 2); MnnA (obv. III 9); Mnw-xa (obv. II 3); Nb-nfr (obv. III 3); Nb-nfr (sS-od ; obv. III 4); Nb-nxt (rev. I 7); Nfr-Htp (obv. II ~ 1 # , 4, rev. I 9); Nfr-Htp sA 2a-m-Nwn (obv. II 2); RSw-ptr=f (obv. II 7, rev. I 10); 1nw.t-nfr.t (f.; obv. I 1); 1r (obv. I 4); 1r (sS-od ; rev. I ~ 3 # ); 1r-Mnw (sS-od ; obv. III 5, rev. II 7); 1oA-mAa-nb-tA.w.y (rev. I 8 (?); see Remarks); 2ay (obv. II 7, rev. I ~ 11 # ); 4bk-ms (rev. I 2); 4nb-nfr (sS-od ; rev. II 6); On (rev. II 3); Incomplete: [...] (obv. I 6, 7, II 10, 11,12); B[...] (rev. I 1); PA[...] (rev. III 1)","D escription: according to Černý-Gardiner, Hieratic Ostraca , 8, this is the same scribe as the one who wrote HO 27, 1 (O. Ashmolean Museum 20). Names, Titles: for this name, see Hieratic Ostraca , pl. 25 n. 1 a-b .",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0016,"O. Gardiner 0016; HO 24, 2","Limestone, 15 x 8 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). Two sides; obverse: fifteen sometimes rather effaced lines; reverse: fourteen much effaced lines in black ink. Damaged at top and left of obverse and bottom of reverse. Correction by the scribe in obv. 8. Top obverse = top reverse.",account - journal : delivery - duty,dates - side (of gang),No indication,"Černý-Gardiner, Hieratic Ostraca , 8 (description) and pl. 24-24A no. 2 (facsimile, transcription); Kitchen, Ramesside Inscriptions V, 597-598 (transcription); Helck, Die datierten und datierbaren Ostraka , 429-430 (outline of content)",IV Smw sw 10-11 (obv. ~ 1 # -2); IV Smw sw 14 (obv. 3 (day mentioned only)); IV Smw sw 28 (obv. 4); IV Smw sw 24 (obv. 5); IV Smw sw 26-27 (obv. 6-7); IV Smw sw 29 ( obv. 8); epagomenal day 1 (obv. 10); epagomenal day 4 (obv. 11); I Ax.t sw 3 (obv. 14); I Ax.t sw 5 (obv. 15); I Ax.t sw 26 (rev. 3); I Ax.t sw [...] (rev. 4); [...] sw 2 (rev. 6; probably II Ax.t sw 2); II Ax.t sw 6 (rev. 7); II Ax.t sw [...] (rev. 8); sw 26 (rev. 10); sw 21 (rev. 13),"Dyn. 20, Ramesses III ( Kitchen ); year 3 Ramesses V (Helck); see Remarks",Account of date deliveries to both sides of the gang.,"wnmy (rev. 8); m hrw pn (obv. 11, ~ 12 # , rev. ~ 3 # , 4, ~ 7 # , ~ 11 # ); m Dr.t NN (obv. 1, 3, 5, 6, 7, ~ 8 # (?), 10, ~ 11 # (?), 13, 14, rev. ~ 2 # , 3, ~ 5 # , 6, 7, 13); r wnmy (obv. ~ 2 # , ~ 9 # , 12, rev. 1, 4, 10); r smHy (obv. 8, rev. 8, 9, 11, ~ 14 # ); smHy (obv. 6, 11, rev. ~ 8 # )","As.t (deity ; obv. 11 (in epagomenal day)); Imn-m-In.t (obv. ~ 1 # , ~ 9 # , rev. 6); aA-nxt.w (rev. ~ 12 # ); Wn-nfr (obv. ~ 2 # , rev. 7); Wsir (deity ; obv. 10 (in epagomenal day)); BAk-n-wrnr (obv. ~ 7 # , rev. 5); Rt (obv. 5); 1Ay (obv. 10, rev. 3); 1r (obv. 14); 3nmw-ms (obv. 13, rev. 9); Od-Hr-ix.t=f (rev. 2); Incomplete: Imn-[...] (rev. 13; Imn-m-In.t (?)); aA-n[...] (obv. 6; aA-nxt (?)); [...]-nfr (rev. 1; Wn-nfr (?))","Dates attributed: duty-roster (19 days) has same sequence of names as O. UC 39624, to which it must be close in date; see Gutgesell, Datierung I, 86.",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0018,"O. Gardiner 0018; HO 17, 2","Limestone, 4.5 x 8.5 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). Complete. Two sides; obverse: three lines; reverse: one line. Black ink. Top obverse = bottom reverse.",list : name,-,No indication,"Černý-Gardiner, Hieratic Ostraca , 6 (description) and pl. 17-17A (facsimile, transcription)",-,Dyn. 18 ( Černý-Gardiner ),List of quarrymen.,-,Iwy (Xr.ty-nTr ; obv. 1); PA-HoA-m-sA=i (Xr.ty-nTr ; rev. 1); Mr-rmT.w=f (Xr.ty-nTr ; obv. 2); Nb-mi-Ra (Xr.ty-nTr ; obv. 3),-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0020,"O. Gardiner 0020; HO 27, 1","Limestone, 12 x 7.5 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). Two sides; obverse: heading of two lines (?) above two columns of six and three lines; reverse: seven lines. Black ink. Damaged at the left and bottom edges of obverse and the right of reverse. Top obverse = top reverse.",account : labour - name - portion,grain rations - place - working - idn.w.y.t,No indication,"Černý-Gardiner, Hieratic Ostraca , 8 (description) and pl. 27-27A no. 1 (facsimile, transcription); Kitchen, Ramesside Inscriptions VI, 263 (transcription)",-,"Dyn. 20, Ramesses V ( Kitchen )",Name list headed by the word di.w 'grain rations'; one entry mentions the doing of work in 'this place'.,bAk m s.t tn (rev. 1); di.w (obv. 1),Imn-nxt (obv. I 2); It-nfr (rev. 2); Wsr-HA.t (obv. II ~ 3 # ); PA-wnS (obv. I 1); PA-Sd sA 1r (rev. 4 (?)); Nxt-Imn (rev. 5); Ra-mry sA 1r (rev. 3); RSw-ptr=f (obv. II 1); 1r-Sri (sS-od ; obv. I 4); 3nmw-nxt (obv. I 5); 4tX (obv. I 3 (written 4ti )); OH (obv. II 2 ~ # ); Incomplete: [...] (rev. 7); [...] ( sS ; obv. I 6); [...]-Htp sA 2ay (rev. 6),"Description: according to Černý-Gardiner, Hieratic Ostraca , 8, this is the same scribe as the one who wrote HO 25, 1 (O. Ashmolean Museum 0014).",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
O. Ashmolean Museum 0021,O. Gardiner 0021,None presently available. One side with eleven lines in black ink. Palimpsest; the old text runs perpendicular to the present one. Some damage occurs in lines 1 and 6-10.,account : delivery - expense - portion,grain rations - servant - side (of gang),No indication,"Unpublished; Černý Notebook 37.17 (description, transcription).",rnp.t-sp 3 IV Smw sw 3 ( ~ 1 # ),-,"Issue of grain rations to the gang and several others like the foremen, scribe and doorkeeper.","ir n (3, ~ 9 # ); wa nb (3, ~ 9 # ); pA hAw nb n hrw pn ( ~ 10 # ); di.t di.w n wnmy m hrw pn ( ~ 8 # ); di.t di.w n smHy (1); dmD hAw nb n hrw pn ( ~ 11 # )","an. ( pA aA ; ~ 7 # ); an. ( pA aA n is.t ; 2, ~ 8 # ); an. ( nA Hm.w.t ; f.; 6, 9); an. ( pA xrp-4ro.t ; ~ 6 # , 10); an. ( pA sS ; 2, 8)",-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
O. Ashmolean Museum 0023,"O. Gardiner 0023; O. Hood; HO 43, 4","Grey-green pottery, 24 x 22 cms (if facsimile in Hieratic Ostraca is on scale of 1:1). One (convex) side, with twelve lines in black ink. Damaged at the top left and top right corners. At some spots the ink is effaced.",protocol : oath - oracle,apportioning - chapel - gang - house - hut - oath - oracle - place - tomb (private) - Valley of Kings,No indication,"Černý-Gardiner, Hieratic Ostraca , 13 (description) and pl. 43-43A no. 4 (facsimile, transcription); Helck, Materialien III, 337-338 (translation); Allam, Hieratische Ostraka und Papyri , 153-154 no. 149 (translation, commentary); Kitchen, Ramesside Inscriptions VI, 663 (transcription); McDowell, Village Life in Ancient Egypt , 175-176 no. 130 (translation); Helck, Die datierten und datierbaren Ostraka , 502 (translation)",-,"Dyn. 20, Ramesses IX ( Kitchen ); year 9 Ramesses IX or year 10 Ramesses IX (Helck)",Protocol of the division of an inheritance involving the oracle of the deified Imn-Htp . The workman Ms receives some landed property; the workman Imn-Niw.t-nxt swears he will not dispute these rights.,anx n nb anx wDA snb r Dd (8-9); m bAH NN (10-11),"Imn-Niw.t-nxt (rmT-is.t ; 8); Imn-Htp anx wDA snb (deity; ~ 1 # ); Imn-Htp (sS n pA 2r ; 12); aA-nxt.w (7, 9 ( it of Imn-Niw.t-nxt )); Ms (rmT-is.t ; 8); Nb-nfr (wab ; ~ 4 # ); Nfr-rnp.t (wab ; 4); Nfr-Hr (wab ; 4) Nxw-m-Mw.t (aA n is.t ; ~ 3 # - written Nxw-Mw.t , 11 - written Nxw-Mw.t ( aA n is.t pA xtm n pA 2r )); 1r-ms (aA n is.t ; 3); 4x.t (geo.; 6, 7 ); 6A (wab ; 4); 6nr-MnTw (5)",-,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
O. Ashmolean Museum 0024,"O. Gardiner 0024; HO 23, 2","Limestone, 19 x 16 cms (if facsimile in Hieratic Ostraca is on scale 1:1). One side with 12 lines in black ink. Damaged at right and bottom. Said to be ""perishing rapidly"" in Hieratic Ostraca , p. 7.",account : delivery,fish (?) - wood (?),No indication,"Černý-Gardiner, Hieratic Ostraca , 7 (description) and pl. 23-23A no. 2 (facsimile, transcription); Kitchen, Ramesside Inscriptions III, 512-513 (transcription); Helck, Die datierten und datierbaren Ostraka , 60 (outline of content)",rnp.t-sp 35 IV Smw sw 16 (1); IV Smw sw 20 (4); IV Smw sw 29-30 (5-7); I Ax.t sw 2 (11),"Dyn. 19, year 35 Ramesses II ( Černý-Gardiner, Kitchen, Helck ) ; see Remarks.","Deliveries by the scribes Imn-m-Ip.t and Ra-mry of an unknown commodity, which judging by the numbers may be fish or wood.","iw (11); wHm (10); m hrw pn (3, ~ 6 # , 8, 9); m Dr.t NN (2, 3, 4, 5, 6, 7, 8, 9, 10); m Dr.t=f (12)","Imn-m-Ip.t (sS ; ~ 2 # , ~ 4 # , 6, 7, 10, 11); Ra-mry (sS ; ~ 3 # , 5, 8, 9);","Date attributed: in the description of Hieratic Ostraca , p. 7, the ostracon is dated to year 25 of Ramesses II, but this is probably a printing error.",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0026,"O. Gardiner 0026; HO 20, 4; O. Mond","Limestone, 10.5 x 13.5 cms (if facsimile in Hieratic Ostraca is on scale 1:1). One side with eight lines in black ink. Damaged; the left and bottom edges, as well as two flakes at the top left, have broken off, causing loss of writing.",account : labour,stone-work - work,Probably from the excavations of Mond in Qurna,"Černý-Gardiner, Hieratic Ostraca , 7 (description) and pl. 20-20A no. 4 (facsimile, transcription)",IV Smw sw 2 (1),"Dyn. 18 ( Černý, Gardiner )",Account of stone-working done on a road; see Remarks.,"ir n (5, ~ 8 # ); hrw pn ( ~ 1 # ); gmy.t (6); gmy.t m bAk.w (3)",aA-bA.w ( Xr.t.y ); 9Hwty-ms (4),"Contents: according to Hieratic Ostraca , 7, this ostracon records the work done on a tomb.",ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O. Ashmolean Museum 0029,O. Gardiner 0029,"Limestone, no measurements given. One side with five lines in black ink, except for the date in line 1 which is in red ink; see Remarks.",account : delivery - portion,dates - side (of gang),No indication,"Unpublished; Černý Notebook 37.18 (description, transcription) .",rnp.t-sp X + 1 II pr.t [... (?) ] (1); III pr.t sw 6 ( ~ 4 # ); II pr.t ( ~ 4 # (?)),-,Issue of rations to the right side of the gang.,"wa nb (3, 5); di.t di.w n Abd ? (4; without n ); di.t di.w n tA ri.t wnmy (1-2); dmD (3, 5)","an. ( pA aA n is.t ; 2, ~ 4 # ); an. ( pA sS ; 3, ~ 5 # )",Description: according to Černý Notebook 37.18 the ostracon had 'almost completely perished in March 1916'.,ostracon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
