cdli_id,publication,authors,excavation_no,genre,language,period,translation_status,has_atf,atf_line_count,has_translation,transliteration_text,translation_text
P360477,"AKT 1, 18","Bilgiç, Emin, et al.",,Letter,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,36,False,"um-ma a-szur3-i-mi3-ti2-ma | szu-esz18-dar en-nu-be-lum2 | en-na-num u3 bu-bu-ra-num-ma | a-na im-di2-lim qi2-bi-ma | ki-ma te2-er-ta-ka3 | sza hi-na-a / ni-isz-me-u2 | 9(asz) _gu2_ 3(u) _ma-na an-na_ | 1(u) 4(disz) 1/4(disz) _gin2-ta_ 4(u) _ma-na ku3-babbar_ | it-ba-al / _sza3-ba_ | 8(asz) _gu2_ 4(u) _ma-na an-na_ | ku-nu-ku 5(u) _ma-na an-na_ | a-qa3-ti2-szu2 / 4(u) 1(disz) _tug2_ ku-ta-nu | qa2-di2 sza li-wi-tim | 2(disz) 1/2(disz) _ma-na ku3-babbar_ it-bu-lu | 4(disz) _ansze_ s,a-la2-mu | 1(disz) _ma-na_ 1(u) _gin2 ku3-babbar_ | it-bu-lu 1(disz) 1/2(disz) _gin2_ | _ku3-babbar_ u2-nu-ut _ansze hi-a_ | 1(disz) _ma-na ku3-babbar_ be-u2-la-at | 2(disz) ka3-s,a-ri / 4(disz) _gin2_ | _ku3-babbar_ lu-bu-szu-nu | 1/3(disz) _ma-na_ 2(disz) 1/2(disz) _gin2 ku3-babbar_ | wa-s,i2-tum _szunigin_ lu-qu2-ut | 4(u) 5(disz) _ma-na_ 1(u) 4(disz) _gin2 ku3-babbar_ | i-na lu-qu2-ti2-ka3 | sza sze2-ep hi-na-a | ku-nu-ki-ni | en-na-be-lum2 / na-asz2-a-kum | _ku3-babbar_ e-ra-ba-ma | szi2-ti2 / _ku3-babbar_-pi2-ka3 | _an-na_-kam / ni-sza-a-ma | nu-sze2-ba-la2-ku-um | 3(disz) _tug2_ ku-ta-nu sza ka3-s,a-ri-im | sza _ARAD2_ sza s,i2-li-{d}iszkur | 2(disz) _tug2_ ku-ta-nu sza ma-sa3 / a-ka3-s,a-ri-im | <<ka3-s,a-ri-im>>",
P360487,"AKT 1, 28","Bilgiç, Emin, et al.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,34,False,"[um-ma x-x]-ma# a-[na] | [pu-szu-ki]-in qi2-bi-ma | 2(disz) [_gu2] uruda_ tu3-uh3-pi2-[a-im] | 2(u) _ma-na sag10_ 1(u) _ma-na_ [x x] | a-ba-ba ub-lam _sza3_ 3(disz) ma#-[na] | im-t,i3 hu-sza-u2 [x x] | u3 _uruda sag10_ x-bi 1/2(disz) ma#-[na] | 1(asz) _gu2_ 1(u) 2(disz) _ma#-na# uruda#_ | a-na 1(disz) ma#-[na] _ku3#-babbar_ | 4(u) 5/6(disz) [_ma-na_] _uruda#_ | i-ba#! [...]-ma | 4(disz) ma#-[na] _ku3-babbar sza3_ [x-x] | [x-x] ma [x-x] mu-[x x] | [x-x-x] sza! [...] | . [...] | . [...] 1(disz) _gin2_ [...] | . x-sza!-ma i-ba!-[...] | . 1/3(disz) _ma-na_ s,a-ru-pu#-[um] | . [x x] x _ku3#-babbar_ qa2-qa2-x [x] | . [x x] _ma-na ku3-babbar_ a-mu-ru-[um] | . [...] im-si2-[u2] | . 1/2(disz) _ma-na [ku3-babbar_] im-t,i2 | . _ki ku3-babbar_ [...] 2(disz) _ma-na_ | . da-nu# [...] ma# ma-tam2 | . u2-ta-na-[...] 1(disz) _gin2_ a-na | . a-ba-ba [...] 5/6(disz) _gin2_ a-na x [x] | . sza _an-na_ pa-ni-am ub!-lu-ni-ku-ni-x | . 7(disz) 1/3(disz) _ma-na_ 5(disz) 2/3(disz) _gin2 ku3-babbar_ a-[na] | . [szu]-{d}en-lil2 ni-isz2-qul [x x] | . [n] _ma-na_ 7(disz) 1/6(disz) _gin2 ku3-babbar_ | . [i]-ba#-szi2 szi2-ti2 [_ku3-babbar_] | [...]-ma _an-na_ a-na u4-mi3 [...] | [... isz]-tu3 ha-[musz-tim sza ...] | [... a-na] 1(u) 3(disz) ha-am-[sza-tim ni-sza-qal]",
P360489,"AKT 1, 30","Bilgiç, Emin, et al.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,15,False,4(disz) i-la2-tim | ku-nu-ki sza a-mur-esz18-dar | ma-ah-ri-ni | a-du-u2 u3 i-ku-pi3-a | isz-ru-mu-ma | i-na 3(disz) i-la2-tim | 3(asz) _gu2_ 7(disz) 1/2(disz) _ma-na_ | [_uruda_ is]-ni-qu2 | a-ha-ma i-na | 1(disz) i-li-im | 2(u) 6(disz) _ma-na_ ta-x-mu-[x] | u3 sza a-ba-ri-im | is-ni-qu2-u2 | _igi_ a-szur-isz-ti2-kal2 | _igi_ en-nam-a-a,
P360490,"AKT 1, 31","Bilgiç, Emin, et al.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,8,False,1/2(disz) _ma-na_ 5(disz) _gin2_ | _ku3-babbar_ qa2-dum | 1/3(disz) _ma-na_-im | pa2-ni-im | u2 1(u) 5(disz) _gin2_ | _an-na_ | i-li-bi4 | sza-ra sa3-ra-dim,
P360491,"AKT 1, 32","Bilgiç, Emin, et al.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,3,False,. a-szur3!-[...] | . _kiszib3_ il5-we-da#-[ku] | . u3 bu-za-[zu],
P360492,"AKT 1, 33","Bilgiç, Emin, et al.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,10,False,. um-ma esz18-dar-pi3-la2-ah-ma# | . _ARAD2_ sza a-mur-esz18-dar-ma | . _ki_ e-nam-a-szur3 | . _dumu_ puzur4-esz18-dar | . 1/3(disz) _ma-na ku3-babbar_ | . sza# su2-sa3-a a-na | . ig#-ri-a al-qe2 | . [a]-na a-wa-tim | . a-ni-a-tim | . ka3-ru-um [di2-nam i-di2-in],
P360493,"AKT 1, 34","Bilgiç, Emin, et al.",kt a/k 0293a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,26,False,"2(disz) _ma-na ku3-babbar_ | s,a-ru-pu-um | i-s,e2-er | puzur4-a-szur3 | a-szur3-i-di3 | i-szu isz-tu3 | ha-mu-usz-tim | sza id-na | a-na 1(u) 3(disz) ha-am-sza-tim | _ku3-babbar_ | i-sza-qal szu-ma | i-na u2-me-szu | ma-al-u2-tim | la2 isz#-qul2 _e2_ | _dam#-gar3#_ a-na | bi4-ti-iq-tim | a-la2-qe2-szu-ma | bi4-ti-iq-tam2 | szu-ut-ma u2-ma-la2 | _igi_ i-zi-za-am-dingir | _igi_ da-du-ni | _kiszib3_ da-du#-[ni] | _kiszib3_ puzur4#-[a-szur] | sza hu-bu#-[ul] | puzur4-[a-szur] | [a-la-qe2-szu]-ma bi4-ti-iq#-[tam2]",
P360494,"AKT 1, 35","Bilgiç, Emin, et al.",kt a/k 0909a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,14,False,"1/3(disz) _ma-na ku3-babbar_ | i-s,e2-er | szu-isz-ha-ra | u2-zu-a i-szu | 1(disz) _gin2-ta ku3-babbar_ | i-na _iti-kam_ | s,i2-ib-tam2 | u2-s,a-ab2 | _iti-kam_ ma-hu-ur-i3-li2 | _dingir_ 5(disz) u4-mi3-im | i-za-az li-mu-um | si2-in-isz-me-a-ni | _igi_ su2-ka3-li-a | _igi_ a-szur3-i-mi3-ti2",
P360495,"AKT 1, 36","Bilgiç, Emin, et al.",kt a/k 0467a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,36,False,"1/3(disz) _ma-na_ 3(disz) _gin2 ku3-babbar_ | li-ti2 _sag10_ | i-s,e2-er | s,i2-li-{d}iszkur | _dumu_ na-ap2-li-is | szu-ku-bu-um i-szu | isz-tu3 ha-mu-usz-tim | sza szu-nu-nu | u2 puzur4-a-szur | a-na _iti-kam_ / i-sza-qal | szu-ma la2 isz-qu2-ul | ki-ma / a-wa-at | ka3-ri-im / s,i2-ib-tam2 | i-na _iti-kam_-im | u2-s,a-ab2 / _iti-kam_ | te2-i-na-tim | li-mu-um / a-la2-hu-um | _dumu_ / i-na-ah-i-lim | _igi_ ar-szi2-ah | _igi_ puzur4-i3-li2 | _dumu_ i-ku-pi2-a | _kiszib3_ ar-szi2-ah _dumu_ ga-ab2-ri-a | _kiszib3_ puzur4-i3-li2 _dumu_ i-ku-pi3-a | _kiszib3_ s,i2-li-{d}iszkur _dumu_ na-ap2-li-is | 1/3(disz) _ma-na_ 3(disz) _gin2 [ku3-babbar_] li-ti2 _sag10_ | i-s,e2-er [s,i2-li-{d}iszkur] | _dumu_ na-ap2-[li-is] | szu-ku-bu-um / i-szu isz-tu3 | ha-mu-usz-tim / sza szu-nu-nu | u3 puzur4-a-szur / a-na _iti-kam_ | i-sza-qal / szu-ma / la2 isz-qu2-ul | ki-ma / a-wa-at ka3-ri-im | i-na _iti-kam_ s,i2-ib-tam2 / u2-s,a-ab2 | _iti-kam_ / te2-i-na-tim | li-mu-um / a-la2-hu-um | _dumu_ <i>-na-ah-dingir",
P360496,"AKT 1, 37","Bilgiç, Emin, et al.",kt a/k 0921a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,9,False,"1/3(disz) _ma-na_ 5(disz) _gin2_ | _ku3-babbar_ s,a-ru-pa2-am | i-s,e2-er dingir-szu-gal | a-szur3-ta-ak-la2-ku | i-szu isz-ti2 _ku3-babbar_ | _dingir#_-szu-gal uk-ta-al | _igi#_ en-um-a-szur3 | [...] puzur4#-[a]-szur | . [1/3(disz)] _ma-na_ 5(disz) _gin2_",
P360497,"AKT 1, 38","Bilgiç, Emin, et al.",kt a/k 0691a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,17,False,"1/3(disz) _ma-na ku3-babbar_ s,a-ru-pa2-am | i-s,e2-er a-mur-{d}utu | a-szur-du10 i-szu | isz-tu3 ha-musz-tim | sza i-di2-a-bi4-im | a-na 1(u) 5(disz) ha-am-sza-tim | i-sza-qal szu-ma | la2 isz-qu2-ul | 1(disz) 1/2(disz) _gin2-ta_ a-na | x! 1(disz) _ma-na_-im | s,i2-ib-tam2 | i-na _iti-kam_-im | u2-s,a-ab2 _iti-kam_ | ku-zal-lim li-mu-um | s,i2-lu-lu _igi_ szu-su2-en6 | _igi_ a-szur-i-mi3-ti2 | _igi_ a-ni-na",
P360498,"AKT 1, 39","Bilgiç, Emin, et al.",kt a/k 0810a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,33,False,"1/3(disz)! _ma-na_ 2(disz) 1/2(disz) _gin2_ | _ku3-babbar_ i-s,e2-er | ha-pi3-a sza ka3-la2-tu3-a | puzur4-a-szur i-szu | isz-tu3 ha-mu-usz-tim | sza bu-zu-ta-a | u2 puzur4-_sa-tu_ | a-na s,i2-bi4-it | ni-ga-lim i-sza-qal | szu-ma la2 isz3-qul2 | 1(disz) 1/2(disz) _gin2-ta_ i-_iti-kam_ | u2-s,a-ab2 | _igi_ ki-ta-ar | _igi_ lu-uh3-ra-ah-szu | ra-di2-u2 | sza ha-ra-asz2-tal | _kiszib3_ ha-pi3-a sza ka3-la2-tu3-a | _kiszib3_ ki-ta-ar | _kiszib3_ lu-uh3-ra-ah-szu | 1/3(disz) _ma-na_ 2(disz) 1/2(disz) _gin2_ | _ku3-babbar_ li-ti2# [i]-s,e2-er | ha-pi3-a sza# [ka3-la2-tu3-a] | puzur4#-a-szur i-szu | [isz-tu3] ha-mu-usz-tim | [sza bu]-zu-ta-a | u2 puzur4-_sa-tu_ | a-na s,i2-bi4-it | ni-ga-lim i-sza-qal | szu-ma la2 isz3-qul2 | 1(disz) 1/2(disz) _gin2-ta_ | i-na _iti 1(disz)-kam_ | s,i2-ib-tam2 | u2-s,a-ab2",
P360499,"AKT 1, 40","Bilgiç, Emin, et al.",kt a/k 0462a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,35,False,"1(disz) _ma-na_ 1(u) 5(disz) _gin2 ku3-babbar_ | s,a-ru-pa2-am i-s,e2-er! | bu-s,a-nim {d}iszkur-s,u2-lu-li | i-szu / isz-tu3 | ha-musz-tim | sza i-na-a | u3 a-szur3-ma-lik | _iti 1(disz)-kam_ ku-zal-li | li-mu-um | a-szur3-i-di2 / a-na | 2(u) 5(disz) ha-am-sza-tim | i-sza-qal / szu-ma | la isz-qul2 1(disz) 1/2(disz) _gin2-ta_ | i-na _iti 1(disz)-kam_-im | a-na 1(disz) _ma-na_-im | u2-s,a-ab2 | _igi_ ir-ma-a-szur3 | _igi_ i-ku-pi2-a-szur3 | _kiszib3_ ir-ma-a-szur3 _dumu_ ni-de8-ba-ni | _kiszib3_ i-ku-pi2-a-szur3 _dumu_ puzur4-esz18-dar | _kiszib3_ bu-s,a-[nim] | _dumu_ puzur4#-su2-en6 | 1(disz) _ma-na_ [1(u) 5(disz)] _gin2#_ | _ku3-babbar_ s,a-ru-pa2-am | i-s,e2-er bu-s,a-nim | _dumu_ puzur4-su2-en6 | {d}iszkur-s,u2-lu-li [i]-szu | isz-tu3 ha-musz-tim | sza i-na-a u3 a-szur3-ma-lik | _iti-kam_ / ku-zal-li | li-mu-um a-szur3-i-di2# | _dumu_ szu-li2 a-na 2(u) 5(disz) ha-am-sza-tim | i-[sza]-qal szu-ma la2 isz3-qul2 | 1(disz) 1/2(disz) _gin2-ta_ a-na 1(disz) _ma-na_-im | i-_iti-kam_ u2-s,a-ab2",
P360500,"AKT 1, 41","Bilgiç, Emin, et al.",kt a/k 0419a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,15,False,"2(asz) _gu2_ 1(u) 3(disz) 1/2(disz) _ma-na uruda_ szi2-kam | i-s,e2-er i-li-me-szar | _dumu_ ku-lu-mi3-im | {d}iszkur-s,u2-lu-li i-szu | _iti-kam_ be2-el-ti2-ka3-lim | li-mu-um sza qa2-ti2 | i-na-a / 1(disz) 1/2(disz) _ma-na-ta_ | a-na 1(asz) _gu2_-tim | i-na _iti 1(disz)-kam_-im | s,i2-ib-tam2 u2-s,a-ab2 | _igi_ su2-sa3-a | _dumu_ i-s,i2-hi-im | _igi_ a-szur3-be-el-a-wa-tim | _dumu_ puzur4-su2-en6 | _igi_ i-di2-a-szur _dumu_ bu-a-a",
P360501,"AKT 1, 42","Bilgiç, Emin, et al.",kt a/k 0444a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,33,False,"4(u) _ma-na uruda_ ma-si2-am | i-s,e2-er s,i2-la2-{d}iszkur | {d}iszkur-s,u2-lu-li | i-szu isz-tu3 _sag iti_-kam | be-el-ti2-_e2_ a-na | _iti 3(disz)-kam_ i-sza-qal | szu-ma i-ma-la u4-me-szu | la2 isz-qu2-ul 1(disz) 1/2(disz) _ma-na-ta_ | i-na _iti-kam_ a-na | bi4-il5-tim s,i2-ib-tam2 | u2-s,a-ab2 li-mu-um | sza qa2-ti2 a-szur3-na-da | _uruda_ szal2-ma-am i-na | wa-ah-szu-sza-na | i-sza-qal _igi_ szu-ma-a | _igi_ i-di2-esz18-dar | _kiszib3_ szu-ma-a _dumu_ i-ni-a | _kiszib3_ i-di2-esz18-dar _dumu_ a-szur3-i-di2 | _kiszib3_ &i2-la2-{d}iszkur | _dumu_ na-ap2-li-is | 4(u) _ma-na uruda_ ma-si2-am | i-s,e2-er s,i2-la-{d}iszkur | {d}iszkur-s,u2-lu-li | i-szu-u2 isz-tu3 _sag_ | _iti-kam_ be-el-ti2-_e2-gal_-lim | a-na _iti 3(disz)-kam_ i-sza-qal | szu-ma la2 isz-qu2-ul | 1(disz) 1/2(disz) _ma-na-ta_ i-_iti-kam_ | a-na bi4-il5-tim s,i2-ib-tam2 | u2-s,a-ab2 li-mu-um sza [qa2-ti2] | a-szur3-na-da _uruda_ szal2-ma-am | i-na wa-ah-szu-sza-na | i-sza-qal",
P360502,"AKT 1, 43","Bilgiç, Emin, et al.",kt a/k 0908a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,23,False,"3(disz) 1/2(disz) _ma-na uruda_ | _sag10_ / i-s,e2-er | su2-ka3-lim _dumu_ i-di2!-su2-en6 | i3-li2-a-num | i-szu isz-tu3 ha-mu-usz-tim | sza i-di2-esz18-dar | a-na _iti-kam_ i-sza-qal | szu-ma la2 isz-qu2-ul | 1(disz) 1/3(disz) _gin2-ta_ s,i2-ib-tam2 | u2-s,a-ab2 _iti-kam_ | hu-bu-ur li-mu-um | {d}iszkur-ba-ni | _igi_ szu-be-lim | _igi_ li-la2 | . [3(disz) 1/2(disz)] _ma#-na uruda sag10_ | . [i]-s,e2#-er su2-ka3-lim | . [i3]-li2-a-lim i-szu | . [isz]-tu3 ha-mu-usz-tim | . sza# i-di2-esz18-dar a-na _iti-kam_ i-sza-[qal] | . [szu]-ma la2 isz-qu2-ul | . [1(disz) 1/3(disz)] _gin2#-ta_ s,i2-ib-tam2 | . [a-na 1(disz)] _ma#-na_ i-na | . [_iti-kam_ u2-s,a-ab2]",
P360503,"AKT 1, 44","Bilgiç, Emin, et al.",kt a/k 0454a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,21,False,"1/3(disz) _ma-na ku3-babbar_ i-na | s,e2-er szu-be-lim | a-szur3-i-di2 i-szu | isz-tu3 ha-mu-usz-tim | sza a-gu5-a 1/2(disz) _gin2-ta_ | i-na _iti-kam_ u2-s,a-ab2 | ha-ti2 u3 me-er-a-sa3 | e-ru-ba-tu3-a | a-di2 _ku3-babbar_ u2-sza-ba-a-ni-ni | ma-ma-an u2-la2 | i-t,a2-hi-szi2-na-ti2 | _igi_ en-um-a-a | _igi_ a-szur3-ma-lik | _kiszib3_ en-[um-a-a] _kiszib3#_ a-szur3-ma-lik | [sza! hu]-bu#-ul szu-be-lim sza 1/3(disz) _ma-na ku3#-[babbar]_ | isz-tu3 ha-mu-usz-tim | sza a-gu5-a u3 isz-me-{d}iszkur | 1/2(disz) _gin2_ i-na _iti-kam_ u2-s,a-ab2 | ha-ti2 u3 me-er-a-sa3 e-ru-ba-tu3-a | a-di2 _ku3-babbar_ u2-sza-ba-a-ni-ni | ma-ma-an u2-la2 i-t,a2-hi-szi2-na-ti2",
P360504,"AKT 1, 45","Bilgiç, Emin, et al.",kt a/k 0889a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,18,False,"9(disz) _gin2 ku3-babbar_ | i-s,e2-er ha-ti2-tim | ku-tal-pa2 ti2-szu | _ku3-babbar_ i-na ga-ma-ar | er-szi2-im | ta-sza-qal | a-na _ku3-babbar_ | dingir-lum2-i-mi3-ti2 | ta-ta-kal | _igi_ la2-ma-si2 | _dumu-munus_ ma-sa3-a | _igi_ a-szur-dan | _dumu_ en-um-a-szur | . [i-s,e2-er ha-ti2-tim _dumu]-munus_ zu-pa2 ku-tal-pa2 | . [ti2]-szu-u2 _ku3-babbar_ | . i-na ga-ma-ar | . er-szi2-im ta-[sza-qal] | . a-[na] _ku3#-babbar_",
P360505,"AKT 1, 46","Bilgiç, Emin, et al.",kt a/k 0895a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,31,False,"3(disz) 2/3(disz) _gin2_ 1(u) 5(disz) _sze_ | _ku3-babbar_ li-ti2 i-s,e2-er | as2-qu2-dim mu-za | ti2-szu isz-tu3 ha-musz-tim | sza u2-s,u2-ur-sza-esz18-dar | _iti-kam_ s,i2-pi3-im | li-mu-um | i-di2-a-hu-um | a-na _iti 2(disz)-kam_ i-sza-qal | szu-ma la2 isz3-qul2 | 1/6(disz) _gin2-ta_ s,i2-ib-tam2 | i-_iti 1(disz)-kam_-im | u2-s,a-ab2 | _igi_ a-szur-i-di2 | _kiszib3_ [a]-szur3#-i-di2 | _dumu_ [a]-szur-ma-lik | [_kiszib3_] as2-qu2-dim _dumu_ | [a-szur]-re-s,i2 | [3(disz) 2/3(disz)] _gin2#_ 1(u) 5(disz) _sze ku3-babbar_ | li-ti2 i-s,e2-er | as2-qu2-dim _dumu_ a-szur-re-s,i2 | mu-za ti2-szu isz-tu3 | ha-musz-tim sza | u2-s,u2-ur-sza-esz18-dar | _iti-kam_ s,i2-pi2-im li-mu-um | i-di2-a-hu-um a-na | _iti 2(disz)-kam_ i-sza-qal | szu-ma la2 isz3-qul2 | i-_iti-kam_-im 1/6(disz) _gin2-ta_ | s,i2#-ib-tam2 | u2-s,a-ab2",
P360506,"AKT 1, 47","Bilgiç, Emin, et al.",kt a/k 0475a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,27,False,"2(asz) 1/2(asz) _gu2_ 3(disz) _ma-na uruda_ | ma-si2-am i-s,e2-er | puzur4-esz18-dar a-szur-ta-ak!-la-<ku> | i-szu isz-tu3 ha-mu-usz-tim | sza en-nam-a-szur | a-na 6(disz) ha-am-sza-tim | i-sza-qal szu-ma | la isz-qu2-ul | 1(disz) 1/2(disz) _ma-na-ta_ | i-na _iti-kam_ | a-na bi-il5-tim | s,i2-ib-tam2 u2-s,a-ab2 | _iti-kam_ ma-hu-ur-dingir | li-mu-um sza qa2-ti2 | e-la-li _dumu_ i-ku-nim | _igi_ i-zi-zi-a | _igi_ su2-en6-na-da | _kiszib3_ [...] | _kiszib3_ [...] | . sza en-nam-a-szur# | . a-na 6(disz) ha-am-sza-tim i-sza-[qal] | . szu-ma la isz-qu2-ul | . 1(disz) 1/2(disz) _ma-na-ta_ i-na _iti-kam_ | . a-na bi-il5-tim s,i2-ib-tam2 | . u2-s,a-ab2 _iti-kam_ ma-hu-ur-dingir | . li-mu-um sza qa2-ti2 | . e-la-li _dumu_ i-ku-[nim]",
P360507,"AKT 1, 48","Bilgiç, Emin, et al.",kt a/k 0483a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,32,False,"5(disz) _ma-na ku3-babbar_ | s,a-ru-pa2-am | i-s,e2-er a-zu | u3 ha-pu-a-szu | a-szur-i-di2 i-szu | isz-tu3 ha-mu-usz-tim | sza kur-ub-esz18-dar | a-na 2(u) 3(disz) ha-am-sza-tim | i-sza-qu2-lu szu-ma | la2 isz-qu2-lu a-na 1(disz) _ma-na_-im | 3(disz) _gin2-ta_ u2-s,u2-bu | _ku3-babbar_ i-qa2-qa2-ad | szal2-mi3-szu-nu ke-ni-szu-nu | ra-ki-is | _igi_ ha-al-ki-a-szu | _dumu_ ar-ku-li-a | _igi_ szu-esz18-dar _dumu_ a-zu-da | _igi_ zu-zu-li | _kiszib3_ szu-esz18-dar _dumu_ a-zu-da | _kiszib3_ a-zu _kiszib3_ ha-pu-a-szu | _kiszib3_ ha-al-ki-a-szu _dumu_ ar-ka3-li-a | _kiszib3#_ zu-zu-li | sza hu-bu-ul | a-zu u3 ha-pu-a-szu | 5(disz) _ma-na ku3-babbar_ s,a-ru-pa2-am | isz-tu3 ha-mu-usz-tim | sza kur-ub-esz18-dar a-na | 2(u) 3(disz) ha-am-sza-tim | i-sza-qu2-lu szu-ma la2 isz-qu2-lu | 3(disz) _gin2-ta_ a-na | 1(disz)! _ma-na_-im u2-[s,u2-bu] | _ku3-babbar_ i-qa2-qa2-ad szal2-mi3-szu-nu# ra#-ki-is",
P360508,"AKT 1, 49","Bilgiç, Emin, et al.",kt a/k 0423a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,30,False,"1(disz) 2/3(disz) _ma-na_ 1(disz) _gin2 ku3-babbar_ | s,a-ru-pa2-am i-s,e2-er | a-szur-ma-lik _dumu_ er-ra-a | _dam-gar3_-<ru>-um i-szu | isz-tu3 ha-musz-tim | sza a-szur-i-mi3-ti2 | _dumu_ zu-ba-la2-li | _iti-kam_ hu-bur li-mu-um | a-szur-i-mi3-ti2 _dumu_ | dingir-ba-ni 1(disz) 1/2(disz) _gin2-ta_ | a-na 1(disz) _ma-na_-im | i-na _iti-kam_-im | s,i2-ib-tam2 u2-s,a-ab2 | _igi_ e-la2-li2 _dumu_ i-pi2-li-is | _igi_ a-szur-i-di2 _dumu_ ku-ku-la2-nim | _igi_ i-ku-pi2-a _dumu_ szu-su2-en6 | _kiszib3_ a-szur3-ma-lik _dumu_ er-ra-a | _kiszib3_ e-la2-li2 _dumu_ i-pi2-li-is | _kiszib3_ a-szur3-i-di2 _dumu_ ku-ku-la2-nim | _kiszib3_ i-ku-pi2-a _dumu_ szu-su2-en6 | 1(disz) 2/3(disz) _ma-na_ 1(disz) _gin2 ku3-babbar_ | s,a-ru-pa2-am i-s,e2-er | a-szur3-ma-lik _dumu_ er-ra-a | _dam-gar3_-ru-um i-szu-u2 isz-tu3 | ha-mu-usz-tim sza a-szur3-i-mi3-ti2 | _dumu_ zu-pa2-la2-li _iti-kam_ hu-bu-ur | li-mu-um a-szur-i-mi3-ti2 _dumu_ | dingir-ba-ni 1(disz) 1/2(disz) _gin2-ta_ a-na 1(disz) _ma-na_-im | i-na _iti-kam_ s,i2-ib-tam2 | u2-s,a-ab2",
P360509,"AKT 1, 50","Bilgiç, Emin, et al.",kt a/k 0452a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,29,False,"1(disz) 1/2(disz) _ma-na uruda sag10_ | i-s,e2-er i-ri-szi2-im | _dumu_ a-mur-{d}utu | {d}iszkur-s,u2-lu-li _dumu_ | ku-us2-ku-si2-im | i-szu isz-tu3 | ha-mu-usz-tim | sza szu-ma-li-bi4-i3-li2-a | _iti-kam_ hu-bu-ur | a-na sza-na-at | i-sza-qal szu-ma | la2 isz3-qu2-ul 1(disz) 1/2(disz) _ma-na-ta_ | a-na bi4-il5-tim | i-_iti-kam_ s,i2-ib-tam2 | u2-s,a-ab2 _igi_ a-gu5-a | _dumu_ puzur4-a-szur | _igi_ u2-s,ur-sza-a-szur | _dumu_ bu-ta-a | _kiszib3_ i-ri-szi2-im _dumu_ a-mur#-{d#}utu | _kiszib3_ a-gu5-a _dumu_ puzur4-a-szur | [_kiszib3_] u2-s,ur-sza-a-szur _dumu_ bu-ta-a-a | 1(asz) 1/2(asz) _gu2 uruda sag10_ i-s,e2-er | i-ri-szi2-im _dumu_ a-mur-{d}utu | {d}iszkur-s,u2-lu-li _dumu_ ku-us2-ku-si2-im | i-szu isz-tu3 ha-mu-usz-tim | sza szu-ma-li-bi4-li2-a | a-na sza-na-at i-sza-qal | szu-ma la2 isz3-qu2-ul 1(disz) 1/2(disz) _ma-na-ta_ a-bi4-il5-tim | u2-s,a-ab _iti-kam_ hu-bu-ur",
P360510,"AKT 1, 51","Bilgiç, Emin, et al.",kt a/k 0562a&b,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,24,False,". [x x]-lu-su2 | . _dumu#_ puzur4-esz18-dar _kiszib3_ [e]-na-su2-en6 | . [_dumu_] i3-[li2]-a-lim sza hu-bu-ul | . en-na-su2-en6 _dumu_ i3-[li2]-a-lim | . [5/6(disz)] _ma-na_ 5(disz) _gin2 ku3-[babbar]_ | . [a-mu]-ra-am isz-tu3 ha-mu-usz-tim# | . [sza] am#-ri-a u3 i-ku-nim# | . [a-na] 1(u) 3(disz)# ha-am-sza-tim i-sza-[qal] | [szu-ma la2 isz-qu2-ul 1(disz) 1/2(disz) _gin2-ta_] | . [a-na 1(disz) ma]-na-im i-_iti-[kam_ u2-s,a-ab2] | 5/6(disz) _ma-na_ 5(disz) _gin2 ku3-babbar_ | a-mu-ru-um i-s,e2-er | en-na-su2-en6 a-szur3-ni-szu | i-szu isz-tu3 ha-mu-usz-tim | sza am-ri-a u3 | i-ku-nim a-na | 1(u) 3(disz) ha-am-sza-tim | i-sza-qal szu-ma | la2 isz2-qu2-ul 1(disz) 1/2(disz) _gin2-ta_ | a-na 1(disz) _ma-na_-im | i-_iti 1(disz)-kam_ u2-s,a-ab2 | _igi_ a-szur3-na-da | _igi_ puzur4-esz18-dar | _igi_ ma-nu-ki-a-szur3",
