cdli_id,publication,authors,excavation_no,genre,language,period,translation_status,has_atf,atf_line_count,has_translation,transliteration_text,translation_text
P359427,"ICK 1, 029a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,27,False,"ma-nu-ki-a-bi4-a | u3 we-er-ba-ni | _ki_ u2-s,u2-ra-nim | a-mur-{d}utu isz-am | szi2-im-szu-nu | u2-s,u2-ra-nu-um | sza-bu | _igi_ s,i2-lu-lu | _igi_ puzur4-sa-tu | _kiszib3_ s,i2-lu-lu | _kiszib3_ puzur4-sza-du | _kiszib3_ u2-s,u2-ra-nim | sza szi2-im ma-nu-um-ki-[a-bi-a] | u3 we-er-ba-ni | u2-s,u2-ra-nu-um | sza-bu-u2-ma | a-na a-mur-{d}utu | la2 i-tu3-ru | u2-s,u2-ra-num | _dumu_ ku-da-a | a-szur3 | _lugal_ | s,i-lu-lu | _ensi2_ | [a-szur3{ki}] | [_dumu_ da-ki-ki] | [_nimgir iri_ a-szur3{ki}]",
P359428,"ICK 1, 030a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,36,False,"1(u) _gin2 ku3-sig17_ | pa2-szal2-lum2 / _sag10 diri_ | i-s,e2-er | isz-pu-nu-ma-an | u3 ta-am-ri-a | im-di2-dingir i-szu | i-na sza pa2-ar-<ka3> | i-sza-qu2-lu szu-ma | i-na sza pa2-ar-ka3 | la2 isz-qu2-lu | 1(u) _gin2-ta ku3-babbar_ | a-na _ku3-sig17_ i-sza-qu2-lu | _ku3-sig17_ i-qa2-qa2-ad | szal2-me-szu-nu u3 ki-nu!-szu-nu | ra-ki-is | _igi_ a-su2 _dumu_ szi2-ku-za | _igi_ pe3-ru-wa | _igi_ ha-ar-sza | [_kiszib3_] isz-pu-nu-ma-an | _kiszib3_ ta-am-ri-a _kiszib3_ pe2-ru-[a] | tap-pa2-i-szu-nu _kiszib3_ a-su2 _dumu_ szi2-ku#-[za] | _kiszib3_ ha-ar-szi2 | sza hu-bu-ul isz-pu-nu-ma-an | u3 ta-am-ri-a | 1(u) _gin2 ku3-sig17_ pa2-szal2-lum2 _sag10_ | _diri_ i-s,e2-er | isz-pu-nu-ma-an u3 ta-am-ri-a | im-di2-dingir i-szu | i-na sza pa2-ar-ka3 | i-sza-qu2-lu szu-ma i-na | sza pa2-ar-ka3 la2 isz-qu2-lu | 1(u) _gin2-ta ku3-babbar_ a-na _ku3-sig17_ | i-sza-qu2-lu _ku3-sig17_ | i-na qa2-qa2-ad | szal2-me-szu-[nu] u3 ke-ni-szu-nu | ra-ki-is",
P359429,"ICK 1, 031a+b+c","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,43,False,"a-na ta-aq-na-bi4-im | u2 s,i2-la2-{d}iszkur | u2 ma-num-ba-lum2-a-szur3 | qi2-bi-ma / a-na | ta-aq-na-bi4-im | qi-bi-ma / um-ma | e-a-ma-lik-ma | 1/2(disz) _ma-na_ 6(disz) _gin2 ku3-babbar_ | isz-tu3 li-mi3-im | da-di2-a | _dumu_ szu-la2-ap2-ra-at | tu3-ka3-al | i-na a-ku-wa | as,-ba-at-ka3-ma | um-ma a-ta-ma | a-na ha-tu3-usz | e-li-ma t,up-pa-am | sza szi2-be-ka3 / ka3-li-ma-ni | a-na ha-tu3-usz | e-li-a-ma | sza ki-ma ku-a-ti2 | a-wa-tam2 | la2 i-ta-ad-nu-ni | a-na sza ki-ma | i-a-ti2 / qi2-bi-ma | a-ma-kam / ki-a-am | szu-ma _ku3-babbar_ / sza-qa2-lam | la2 i-mu-a / sza-am-ri-s,a-ku | a-na ha-na-ak-na-ak | te2-er-ta-ku-nu | li-li-ka3-ma | a-na ta-aq-na-bi4-im | _dumu_ i-di-a-szur3 | u2 s,i2-la2-{d}iszkur | a-na ma-num-ba-lum2-a-szur3 | a-na-ku-dingir-ma | _ARAD2_ ta-ta-li#? | _dumu_ [na-zi-im] | [...]-x | [...] ir | [a-hu-u2-a] a-tu3-nu | [a-na a-wa]-at t,up-pi3-im | [ih-da]",
P359430,"ICK 1, 032","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,32,False,pi2-la2-ah#-[esz18-dar wa]-la2#!-wa-la2 | a-ma-su2 [e]-zi#!-ib! | e-zi-ib-ta-sza# [1(disz) _ma-na] ku3-babbar_ | sza-bu-a-at a-[na] | a-wa-tim a-ni-a-[tim] | pi2-la2-ah-esz18-dar wa-[la2]-wa#-la2 | sza-at-esz18-dar um-ma-sza | nu-nu u2 a-mur-a-szur3 | a-hu-sza / i-sza-ha-ti2-sza | i-zi-zu-ma ni-isz | a-szur3 ni-isz a-na | ni-isz ru-ba-im | it-mu-u2-ma | a-na pi2-la2-ah-esz18-dar | me-er-e-szu | u2 a-na mi3-ma szu-mi3-[szu] | u2-la2 i-tu3-ru-szu-um | szu-ma i-tu3-ru-szu-um | 1(u) _ma-na ku3-babbar_ i-sza-[qu2-lu] | la2-ma-si2 / me-er-a-su2 | pi2-la2-ah-esz18-dar i-nu-mi3 | a-na a-lim{ki} | i-lu-ku / i-ra-de8-szu | ta-ar-bi-tam2 | u2-ku-ul-ta-sza | sza-bu-u2 mi3-ma | u2-la2 e-ri-szu-szu! | _igi_ en-nam-a-szur3 | _igi_ en#-[na-su2]-en6 | _igi_ [...] | _igi_ da-la2-asz2 | _igi_ a-da-da,
P359431,"ICK 1, 033a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,34,False,"a-na s,i2-la2-{d}iszkur | u3 ma-num-ba-lum2-a-szur3 | qi2-bi-ma / um-ma | e-a-ma-lik | a-ma-kam / ta-aq-na-bu-um | _dumu_ i-di2-a-szur3 | mi3-si2-a-ma / ki-ma | i-a-ti2 / s,a-ab-ta-szu | 1/2(disz) _ma-na_ 6(disz) _gin2 ku3-babbar_ | isz-tu3 / li-mi3-im | da-di2-a | ha-bu-la2-am | a-ma-kam / a-szar | _ku3-babbar_-ap2-szu 1(disz) _gin2_ | i-ba-szi2-u2-ni | lu _ku3-babbar_ lu szi2-mu-um | mi3-ma / i-na qa2-ti2-szu | ta-ma-<ha>-ra-ni mi3-s,i2-a-ma | ki-ma i-a-ti2 s,a-ab2-ta-a-szu | te-er-ta-ku-nu / a-na | ha-na-ak-na-<ak> | li-li-kam-ma | u2 t,up-pa2-am | sza szi-be-e-szu | lu-sze2-ti2-qa2-am / be-lu-a | a-tu3-nu u2 a-na-ku / a-wi-il5 | gi5-mi3-li-im | a-na s,i2-la2-{d}iszkur | u2 ma-num-ba-lum2-a-szur3 | _dumu_ na-zi-im | _kiszib3_ e-a-ma-lik | a-hu-u2-a / a-tu3-nu | a-na a-wa-at | t,up-pi3-im / ih-da",
P359432,"ICK 1, 034a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,27,False,"1(disz) _ma-na ku3-babbar_ | s,a-ru-pa2-am i-s,e2-er | a-mur-{d}a-szur szu-ku-tum | i-szu isz-tu3 ha-mu-usz-tim | sza u2-ra-a <u2> kur-ub-esz18-dar | 1(disz) 1/2(disz) _gin2-ta_ | i-na _iti 1(disz)-kam_ a-na | 1(disz) _ma-na_-im u2-s,a-ab2 | 1(u) _gin2 ku3-babbar_ | sza zu-zu 1/4(disz) _gin2_ | i-na _iti 1(disz)-kam_ a-na | e-sza-ar-tim | u2-s,a-ab2 _igi_ a-szur-ma-lik | _igi_ i-ku-pi3-a-szur | _kiszib3_ a-szur-ma-lik | _kiszib3_ i-ku-pi3-a-szur | _kiszib3_ a-mur-a-[szur] | 1(disz) _ma-na ku3-[babbar_ s,a-ru]-pa2#-am | i-s,e2-er | a-mur-a-szur szu-ku-tim | i-szu isz-tu3 ha-mu-usz-tim | sza u2-ra-a <u2> kur-ub-esz18-dar 1(disz) 1/2(disz) _gin2-ta_ | i-na _iti 1(disz)-kam_ a-na 1(disz) _ma-na_-im | u2-s,a-ab 1(u) _gin2 ku3-babbar_ | sza zu-zu 1/4(disz) _gin2_ | i-na _iti 1(disz)-kam_ a-na 1(u) _gin2_-tim | u2-s,a-ab2",
P359433,"ICK 1, 035a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,24,False,sza-lu-a-ta | zu-li-i | i-sza-a-am-szu | um!-mu!-szu-u2 | szu-pi3-a-ni-ka3 a-na | szi-mi3-im i-di2-szu-u2 | sza i-tu3-ru-u2-szu-ni | 1/2(disz) _ma-na ku3-babbar_ | i-sza-qal | _igi_ u2-szu-na-ma-<an> | _igi_ ha-ma-ra-a | _igi_ a-ba-la2-la2-a | _igi_ ta-at-ka-pu-u2 | _kiszib3_ [u2-szu-na]-ma-an | _dumu_ zi-[... _kiszib3_ ha]-ma-ar-a | [_dumu kiszib3_] a-pi2-a-at | [_dumu kiszib3_ ta-at]-ki-pu-usz | [_dumu_ ...] _kiszib3_ szu-pi3-a-ni-ka3 | zu-li-i um-mu-szu-u2 | szu-pi3-a-ni-ka3 a-na | szi2-mi3-im i-di2-szu-u2 | sza-lu-a-ta-a i-isz-a-am-szu | sza i-tu3-ru-szu-ni | 1/2(disz) _ma-na ku3-babbar_ i-sza-qal,
P359434,"ICK 1, 036a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,37,False,"1(u) 8(disz) _ma-na la2_ 5(disz) _gin2 ku3_ | s,a-ru-pa2-am | i-s,e2-er | a-szur3-e-mu-qi2 | a-szur3-i-mi3-ti2 i-szu | isz-tu3 ha-mu-usz-tim | sza szu-a-nim u3 | du-du | a-na 3(u) 6(disz) ha-am-sza-tim | i-sza-qal szu-ma | la isz3-qul2 1(disz) 1/2(disz) _gin2-ta_ | i-_iti-kam_ a-1(disz) _ma-na_-im | u2-s,a-ab2 _igi_ i-di2-a-bi4-im | _igi_ a-szur3-e-mu-qi2 | _sza3_ 7(disz) _ma-na_ 1(u) 5(disz) _gin2_ | sza a-mur-esz18-dar u3 | a-szur3-i-mi3-ti2 | _kiszib3_ i-di2-a-bi4-im | _kiszib3_ a-szur-e-mu-qi2 _dumu_ me-szar-_gal_ | _kiszib3_ a-szur-e-mu-qi2 | _dumu_ i-ku-nim | sza hu-bu-ul | a-szur-e-mu-qi2 | _dumu_ i-ku-nim | sza 1(u) 8(disz) _ma-na la2_ 5(disz) _gin2 ku3-babbar_ | s,a-ru-pa2-am isz-tu3 | ha-mu-usz-tim | sza szu-a-nim u3 du-du | a-na 3(u) 6(disz) ha-am-sza-tim | i-sza-qal szu-ma la2 isz3-qu2-ul | 1(disz) 1/2(disz) _gin2-ta_ i-na _iti-kam_ | a-na 1(disz) _ma-na_-im | u2-s,a-ab2 | _sza3-ba_ 7(disz) _ma-na_ 1(u) 5(disz) _gin2_ | sza a-mur-esz18-dar u3 a-szur-i-mi3-ti2 | i-di12-a-bu-um | _dumu_ i-su2-rik",
P359435,"ICK 1, 037a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,28,False,"um-ma a-szur3-ma-lik-ma | a-na a-zu-za-a-ma u3 _ARAD2_ | a-na a-zu-za-a / qi2-bi-ma | a-ma-la2 / a-na a-szur3-i-mi3-ti2 | _dumu_ a-mur-a-szur3 / te2-ra-tim | i-na a-ku-a ta-ta-di2-nu | um-ma a-ta-ma / 1(u) _ma-na siki hi-a_ | i-na ka3-ni-isz3 / a-szar | ARAD2 _dumu_ ku-lu?-ma-a | e-zi-ib / _siki hi-a_ / li-qe2 | a-na-kam / _ARAD2_ | as,-ba-at-ma um-ma | a-na-ku-ma / sza-ap2-tam2 | sza a-zu-za-a / di2-nam / um-ma | _ARAD2_-ma / ke-na / 1(disz) _gin2 ku3-babbar_ | a-zu-za-a / i-hi-ib-la2-ma / _siki hi-a_ | u3 u2-<ka3>-pi2-im / a-na sza-par2-tim | i-di2-a-ma / 1(disz) _gin2 ku3-babbar_ / u2-sza-bi4-a-ni-ma | _siki hi-a_ / u2 u2-ka3-pi2-sza / u2-ta-er-szum | a-na bi4-la2-tim / as,-ba-su2-ma | 1(disz) _gin2 ku3-babbar_ / i-di2-nam / szu-ma | i-li-bi4 / _ARAD2_ / mi-ma / la2 ti2-szu | 1(disz) _gin2 ku3-babbar_ / a-na _ARAD2_ / ta-e-er | a-ta / a-szar / _siki hi-a_ ta-di2-nu | sze2-e | [um-ma] a-szur3-ma-lik _dumu_ di2-da-a | [a-na] a-zu-za-a | [u3] ARAD2 _dumu_ ku-lu-ma-a",
P359436,"ICK 1, 038a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,41,False,"puzur4-[a-szur3 u3 szal2-ma-a-szur3] | is,-bu#-[tu3-ni-a-ti2-ma] | a-wa-ti2-szu-nu ni-ig-[mu-ur-ma] | ni-isz a-lim{ki} u3 [ru-ba-im] | it-mu-u2 t,up-pu-um | sza 3(disz) _ma-na ku3-babbar_ sza szu-mi3 | _dam-gar3_ / wa-du-u2-ma | i-na a-lim{ki} szal2-ma-a-szur | _ku3-babbar_ sza-qa2-[lam] | qa2-bi4-u2 / sa3-ar# [t,up]-pu#-um | sza 2(disz) _ma-na ku3-[babbar]_ | sza szu-mi3 _dam-gar3_ | la2-ap2-tu3-ma | _dam-gar3_ i-s,e2-er | puzur2-a-szur i-szu-u2 / sa3-ar | a-hu-um a-na a-hi-im | a-na a-wa-tim | a-ni-a-tim la2 i-tu3-ar | _igi_ i-di2-da-gan2 | _dumu_ a-la2-hi-im | _igi_ e-di2-na-a _dumu_ | be-la2-ni-a / _igi_ en-um-[a-szur] | _dumu_ hu-ra-[s,i2] | _igi_ en-na-[su2-en6] | _dumu_ [...] | _igi_ [...] | _kiszib3_ i-di2-da-gan2 _dumu_ a-la2-hi2-im | _kiszib3_ e-di2-na-a _dumu_ be-la2-ni-a | _kiszib3_ en-um-a-szur3 _dumu_ | hu-ra-s,i2# [_kiszib3_] en-na-su2-en6 | _dumu_ kur-ub-esz18-dar _kiszib3_ szu-su2-en6 | _dumu_ a-szur2-na-da | _kiszib3_ puzur4-a-szur3 _dumu_ a-gu5-a | _kiszib3_ szal2-ma-a-szur _dumu_ a-szur-ma-lik | sza ni-isz a-lim{ki} u3 | ru-ba-im it-mu-u2-ma | [a]-na# a-wa-at t,up-pi3-im | [ih]-da# a-hu-um a-na a-hi-im | [la2 i-tu-ar] | en-um-a-szur3 | _dumu_ hu-ra-s,i2#",
P359437,"ICK 1, 039a+b+c","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,38,False,"3(disz) la2 1/4(disz) _gin2 an-na_-kam | a-mu-tam2 | sza ta-ri-ku-ta | a-szur-du-ri | il-qe2 2(asz) _gu2 uruda_ | _sag10_ isz?!-qu2-ul | szu-ma a-mu-tam2 | a-di2 _iti 3(disz)-kam_ | i-ta-na-di2-in | a-na ta-ri-ku-ta | la2 i-tu3-ar | szu-ma la2 i-di2-in | a-mu-tam2 | u2-ta-ar-szu-ma | 2(asz) _gu2 uruda sag10_ | [a]-na a-szur-du-ri | [u2]-ta-ar | [x?] u3 2(disz) la2 1/4(disz) _gin2 ku3-babbar_ | _igi#_ puzur2-i3-li2 | _igi#_ wa-szu-bu-ur-szu | _igi#_ a-szur-re!-s,i2! | isz-tu3 | ha-musz-usz-tim | sza kur-ub-esz18-dar | _kiszib3_ puzur2-i3-li2 [_dumu_ dingir-isz]-ti2#-kal2 | _kiszib3_ wa-si2-pu#-[ur-szu] | _kiszib3_ a-szur-[re-s,i2] | _kiszib3_ ta-[ri-ku-ta sza] | [3(disz)] _la2#_ 1/4(disz) [_gin2 an-na_] | szu-ma [...] | la2 i-ta# [...] | 1(asz) _gu2 uruda sag10_ u3 2(disz) _gin2 ku3-babbar_ | ta-ri-ku-ta a-na | a-[szur]-du-ri u2-ta-ar | isz-tu3 ha-musz-tim | sza kur-ub-esz18-dar | na-bi-su2-en6 | _dumu_ puzur4-[...]",
P359438,"ICK 1, 040a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,34,False,"1(disz) 1/2(disz) _ma-na ku3-babbar_ s,a-ru-pa2-am | i-s,e2-er ta-i-a | ka3-ma-li-a | u2 nu-nu a-szur-ma-lik | i-szu isz-tu3 | ha-mu-usz-tim | sza ka3-si2-im | a-na 1(u) 5(disz) ha-am-sza-tim | i-sza-qu2-lu | szu-ma la2 isz-qu2-lu | 3(disz) _gin2-ta_ i-na | _iti 1(disz)-kam_ a-na 1(disz) _ma-na_-im | s,i2-ib-tam2 | u2-s,u2-bu _ku3-babbar_ | i-qa2-qa2-ad szal2-mi3-szu-nu | u2 ke-ni-szu-nu | ra-ki-is a-na | sza pa3-ar-ka3 | i-sza-qu2-lu | _igi_ ki-zi | _igi_ en-um-a-szur | _igi_ la2-i-la2 _igi_ mar!-tu-ba-ni | [1(disz) 1/2(disz) _ma-na ku3-babbar_] | s,a-ru-pa2-am [i-s,e2-er] | ta-i-a ka3-[ma-li-a] | u3 nu-u2-nu# [a-szur-ma-lik] | i-szu isz-tu3 ha-[mu-usz-tim] | sza ka3-si2-im | a-na 1(u) 5(disz) [ha]-am#-sza-tim [a-na] | sza [pa2]-ar-ka3 | [i]-sza-qu2-lu szu-ma la2 isz-qu2-[lu] | [3(disz) _gin2]-ta_ i-na _iti-kam_ | [a-na 1(disz) _ma-na_-im s,i2-ib-tam2] | [u2-s,u2-bu]",
P359439,"ICK 1, 041a+b","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,48,False,"5(disz) _ma-na ku3-babbar_ | s,a-ru-pa2-am i-s,e2-er | ku-ku-wa pe3-ru-wa | hu-ma u3 ku-bi4-ta | im-di2-dingir / i-szu | isz-tu3 ha-musz-tim | sza a-szur3-{d}utu-szi | u3 a-mur-{d}utu | a-na 2(u) 2(disz) ha-am-sa-tim | i-sza-qu2-lu _ku3-babbar_ | i-na qa2-qa2-ad | szal2-mi3-szu-nu | ke-ni!-szu-nu u3 a-sza-ti2-szu-nu | ra-ki-is szu-ma | i-na u2-mi3-szu-nu | ma-al-u2-tim | _ku3-babbar la2_ isz-qu2-lu | 3(disz) _gin2-ta ku3-babbar_ | i-na _iti-kam_ a-na | 1(disz) _ma-na_-im s,i2-ib-tam2 | i-sza-qu2-lu | _igi_ i-di2-su2-en6 | _igi_ puzur4-a-szur3 | _igi_ la2-ra-am-su2 | _kiszib3_ i-di2-su2-en6 | _kiszib3_ puzur4-a-szur3 | _kiszib3_ la2-ra-am-[su2] | _kiszib3_ ku-ku-wa _kiszib3_ x [...] | sza hu-bu-ul ku-ku-wa pe3#-[ru]-wa | [hu-ma u3 ku]-bi4#-ta# | [5(disz) _ma-na ku3-babbar_ s,a]-ru#-pa2-am | [im-di2-dingir] i-s,e2-ri-szu-nu | i-szu-u2 isz-tu3 ha-musz-tim | sza a-szur-{d}utu-szi u3 a-mur-{d#}utu | a-na 2(u) 2(disz) ha-am-sa-tim | i-sza-qu2-lu szu-ma i-na u2-me-szu-nu | ma-al-u2-tim _ku3-babbar la2_ isz-qu2-lu | 3(disz) _gin2-ta ku3-babbar_ i-na _iti-kam_-im | a-na 1(disz) _ma-na_-im | s,i2-ib-tam2 [i-sza-qu2-lu] | _ku3-babbar_ i-na [qa2-qa2-ad] | szal2-mi3-szu-nu / ke-[ni-szu-nu] | u3 a-sza-ti2-szu-nu ra-ki-is | _na4-kiszib3_ sza# [...] | _kiszib3_ sza x [...] | a-da-ma-x | _dumu_ szu-i-[...] | i-di2-esz18-dar _dumu_ szu-li2",
P359440,"ICK 1, 042a","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,2,False,"[_kiszib3_ i]-na-a _dumu_ e-la2-li2 | [_kiszib3_ a]-szur3#-tak2-la2-ku s,u-ha-ri-szu",
P359441,"ICK 1, 043a","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,2,False,"[_kiszib3_ i]-na#-a _dumu_ e-la2-[li2] | [_kiszib3_ a-szur]-tak2#-la2-ku [s,u-ha-ri-szu]",
P359443,"ICK 1, 045a","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,7,False,"_kiszib3_ i-[ku-nim] _dumu_ [...] | _kiszib3_ en-um-a-szur _dumu_ u2-sa!-ri#-[a] | _kiszib3_ a-szur-i-di2 _dumu_ puzur4-a-[szur] | _kiszib3_ i-na-su2-en6 _dumu_ en-num-i3-[li2] | 1(u) _gin2 ku3-babbar_ s,a-ru-pa2-am | a-di2-in _iti-kam_ te2-i-na-tim# | li-[mu-um]",
P359445,"ICK 1, 047a","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,5,False,szu-[...] | _dumu_ e-[...] | _dumu_ a-szur [...] | _dumu_ e-na-[...] | [sza e]-li-a-ni,
P359446,"ICK 1, 048a","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,4,False,". [a]-na i-na-a [...] | . [...] i-di2-ku-bi-[im] | . a-szur-tak2-la2-ku [...] | . u2 a-szur-re-s,i2# [...]",
P359528,"ICK 1, 049a & ICK 1, 131","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,14,False,"_1/2(disz) ma-na ku3-babbar_ | s,a-ru-pa2-am | be2-u2-la-tim | a-na dan-{d}esz18-dar{s,a-at} | la2-qe2-ep i-di2-in | isz-ti2 _ku3-babbar_ | uk-ta-al | _igi_ a-gu5-a | _igi_ puzur4-ti2-a-am-<tim> | [...] | sza# hu#-bu#-ul# [...] | dan-esz18-dar{s,a-at#} | isz-ti2 _1/2(disz) ma-na ku3-babbar_ | uk-ta-al",
P359449,"ICK 1, 051","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,26,False,"um-ma im-di3-dingir-ma | <a-na> en-nam-be-lim | u3 a-szur3-s,u2-lu-li-ma | a-na puzur4-a-szur3 qi2-bi-ma | 1/2(disz) _ma-na ku3-babbar_ a-na pa2-ni | a-mur-esz18-dar nu-sze2-bi-il5 | 1/2(disz) _ma-na ku3-babbar_ u4-ma-am | a-na a-mur-esz18-dar ni-isz-qul2 | a-ma-la2 te9-er-ti-ka3 | ni-ka3-si2 isz-ti-<szu> la2 ni-si2 | a-ma-kam ni-ka3-si2 | isz-ti-szu szi-si2 | 1(disz) _ma-na ku3-babbar_ u3 sza | 2(disz) _gin2 ku3-babbar_ sa3-he-er-tam2 | im-di2-dingir isz-ti | i-ku-pi2-a u2-sze2-bi-la2-kum | 1(disz) ku-ta-num sza {d}utu-du10? | ni-is-ha-tim i-na _e2-gal_-lim | i-le-qe2-ma a-na li-bi | s,u2-ba-ti-ka3 i-la2-ak | 1(u) 5(disz) _gin2 ku3-babbar_ szi2-im ku-ta-ni-szu | ni-di3-szu-um | _szunigin_ 3(disz) _ma-na_ 1(u) 7(disz) _gin2 ku3-babbar_ | qa2-di3 sza i-ku-pi2-a ub-la2-ku-ni | im-di3-dingir a-szu-mi3-[ka3] | u2-sza-qi2-il5",
P359450,"ICK 1, 052","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,20,False,"a-na im-di3-dingir | e-na-be-lim u3 a-szur3-s,u2-lu-li | qi2-bi4-ma um-ma | puzur4-a-szur-ma | szu-ma pi2-la2-ah-esz18-dar | _dumu_ u2-zu-a ha-ra-szu | a-na a-lim{ki} i-ta-la2-ak | sza lu-qu2-su2 a-mur-esz18-dar | isz-tu3 a-lim{ki} | u2-sze2-li-a-ni | ni-ka3-si2-i | a-mur-esz18-dar is-ti2-szu | u2-la2 i-si2-i | a-di2 a-li-ka3-ni | sza isz-ti2-a ni-ka3-si2-i | i-sza-si2-i-u2 | lu-sza-zi-za-ku-nu-ti | u2-ul _ku3-babbar_ 1(disz) _ma-na_ | li-ik-nu-ku-ma | li-di2-na-ku-nu-ti2",
P359451,"ICK 1, 053","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,17,False,"1(disz) me-at 5(u) 1(disz) _tug2_ qa2-dum | 9(disz) ku-ta-nu _sag10_ | 7(disz) _ansze_ s,a-la2-mu i-a-u2-tum | 3(u) 8(disz) _tug2_ pi3-ri-ka3-nu | 1(disz) _ansze_ s,a-la2-mu-um sza szu-esz18-dar | 1(disz) _ma-na an-na_ u3 | 5(disz) _gin2 ku3-babbar_ a-qa2-ti2-szu | a-di2-in mi3-ma | a-nim a-na i-szar-be-li2 | ap-qi2-id | _igi_ dan-a-szur _igi_ bu-za-zu | 1/2(disz) _tug2_ hu-la-qa2-e | ki-isz-da-tum sza | ga-ru-ri-im _ki_ i-szar-be-li2 | _gin2 ku3-babbar ki_ a-szur-i-mi3-ti2 | _dumu_ a-ta-a _igi_ su2-sa3-a | _dumu_ na-ap-ra-ka3",
P359452,"ICK 1, 054","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,13,False,um-ma sza-lim?-a-hu-um-ma | a-na puzur4-esz18-dar | qi2-bi4-ma | 3(u) _ma-na ku3-babbar_ | ku-nu-ki _igi_ a-szur-i-mi3-ti2 | _dumu_ du-di2-ki | u3 puzur4-a-szur | _dumu_ en-um-{d}iszkur | ap2-qi2-da-ku-um | a-hi a-ta | _ku3-babbar_ ku-nu-ki | a-na a-mur-a-szur | pi2-qi2-id,
P359453,"ICK 1, 055","Hrozny, Bedrich",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,35,False,"um-ma i-di2-su2-en6 | a-na szu-a-nim qi2-bi4-ma | a-na 1(disz) _ma-na_ 1(u) 3(disz) _gin2_ | _ku3-babbar_ mu-nu-a-ti2-szu | szi!-im sa3-ap2-ti2-ni | szu-{d}en-lil2 sza isz3-qu2-lu | 4(u) _ma-na uruda sag10_ u3 2(u) _ma-na_ | hu-sa-e ub-lu-szu-um | u3 a-ma-kam | ma-la ta-le-e-u2 | isz-ti2-szu na-am-ge5-er-ma | u3 szu-up-ra-ma | i-na isz-te2-en | a-li-ki-im | i-na u4-mi3-im | sza ta-sza-pa3-ra-ni | szi2-ti2 _ku3-babbar_-pi2-szu | lu-sze2-bi-la-szum | la i-tu3-ar-ma | la i-sza-pa2-ra-am | a-sza-me-ma a-mu-tum | sza isz-tu3 1(disz) _gin2_ | u3 2(disz) _gin2_ u3 3(disz) _gin2_ | isz-ti2-szu i-ba-szi2 | szu-ma a-mu-tum | za-ku-at-ma <<ma>> i-ma-ha-as, | a-hi a-ta a-mu-tam2 | li-qe2-a-szi2 | ga-mi3-lam i-na | s,e2-ri-a szu-ku-ma | szi2-im a-mu-tim ma-t,i2#?-ma | i-na u4-mi3-im | sza ta-sza-pa2-ra-ni lu-sze2-bi4-lam | szu-ma a-mu-tum la2 _sag10_-at-ma | szu-ma la2 za-ku-at la2 ta-da-szi2!",
