record_id,title,doc_type,date_text,date_when,language,provenance,summary,keywords,transcription_text,translation_text,has_translation,be_loss_framing,be_gain_framing,be_reference_point,be_complaint_petition,be_certainty_claim,be_forecast_claim,be_failed_prediction,be_interest_rate,be_loan_credit,be_deferred_payment,be_fairness_claim,be_reciprocity,be_price_mention,be_commodity_grain,be_commodity_money,be_labor_absence,be_wage_payment,be_risk_mention,be_contract_formal,be_tax_tribute,be_loss_aversion_signal,be_overconfidence_signal,be_calibration_signal,be_economic_core
100255.tei,Pap. Berlin P. 15637 (= P. 15637 + P. 15803),papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome Elephantine",,Bitte; Orakel (Isis); Reise,my šn=w pꜣy=(y) ꜥš-sḥn m-bꜣḥ ꜣs.t ḏd pꜣy=(y) ꜥš-sḥn nfr šm r pꜣ tš (n) pꜣ ssw (n) šsp ḥḏ n pr.t gr ı͗n nꜣ.w-nfr=s ḫpr dy n Yb pꜣ ꜥš-sḥn nfr st ı͗r-rḫ=s ı͗.ı͗r-ḥr=k md(.t) ı͗w bn-ı͗w=s ꜣq tꜣy my šn=w r pꜣ ꜥrḏ m-šs n-ḏr.t (n) ḥsb.t 2.t ı͗bd 2 pr.t sw 29,"[en] [One may inquire] (my) fortune before Isis as follows: Is it (my) good fortune to travel to the nome at the day of receiving silver money for grain? Or is it better to stay here on Elephantine? The good fortune: One knows For the translation cf. Den Brinker / Muhs / Vleeming, DBL (2005), 54. it through you. It is a matter which should not decay. One may inquire (the oracle) to be safe! Issued (in) the 2nd regnal year, 29th of Mecheir.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
100256.tei,Pap. Berlin P. 15641,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome Elephantine",,Bitte; Papyrus; Schreibmaterial,my ḥn=(w) s ı͗.ı͗r-ḥr pꜣ ḥry mšꜥ r ḏı͗.t ı͗n=w n=y ḏmꜥ r sẖ (r-)dbꜣ ḫpr ı͗y pꜣy m-ı͗r ḏı͗.t ı͗r=y wš n sẖ pꜣ hrw n-ḏr.t Wsı͗r-wr sꜣ Ḏd-Ḥr ı͗bd 4 šmw sw 1,"[en] May it be commanded by the general/chief of amounts? [to order] to deliver to me a papyrus roll for writing, because [///] of the arrival! Do not cause me to stop in writing today! Issued by Osoroeris, son of Teos, 1st of Mecheir.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100257.tei,Pap. Berlin P. 15648,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome Elephantine",,Lebensunterhalt (?),ḥr šp ꜣ ẖr.t bn-pw=f,[en] ..?.. [///] receive [///] ..?.. [///] maintenance [///] he has not [///],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100258.tei,Pap. Berlin P. 13586,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome Elephantine",,,ꜥꜣ.w ı͗w=w r ꜥw r ḏnf=w (n-)ḏr.t.ṱ Ḥr sꜣ Pa-sny r.ḏı͗ n=f Ḥr-nfr sꜣ H̱nm-nb-nꜣy=y-sꜥnḫ ꜣsw 1.t r ḏnf 3 (n-)ḏr.t.ṱ Ḥr-nfr sꜣ H̱nm-(nb-)nꜣy=y-sꜥnḫ ꜣsw 2.t r ḏnf 5 qd.t 7 wp-s.t wꜥ.t r ḏnf qd.t 7 r.ı͗n=w r ḥ.t-nṯr n N.t wꜥ.t r ḏnf 5 dmḏ st ḏbꜥ (n-)ḏr.t.ṱ=y ḏr=w my ṯꜣy=w s r ḥ.t-nb pšn=ṯn wbꜣ nꜣ rmṯ.w nty ı͗r wp.t pꜣ ḫsbḏ n mꜣꜥ ḏı͗=y šm=w r Mn-nfr (r-)dbꜣ=f sẖ Ḏd-ḥr sꜣ Nꜣ-nfr-ı͗b-Rꜥ n ḥsb.t 6 ı͗bd 3 pr.t sw 21,"[en] Gemstones(?) which will be huge (i.e measured?) by their estimate. From Horos, son of Pasenis: That which has given to him Harnouphis, son of Chnoum-neb-nai-seanch: 1st sac: By estimate 3 (deben). From Harnouphis, son of Chnoum-(neb)-nai-seanch: 2nd sac: By estimate 5 (deben), 7 kite. Specification: One (sac), by estimate 7 kite. That what was delivered into the temple of Thebes: One (sac), by estimate 5 (deben) in total. They were sealed all by my (own) hand. They may be brought into the house of gold! Take care of the people working (with the gemstones)! Because of the genuine lapis lazuli I caused them to be sent to Memphis. Written by Teos, son of Nepherpres, in the 6th regnal year, 21st of Phamenoth.",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
100259.tei,Pap. Berlin P. 13578,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome Elephantine",,Darlehen; Silberlinge; Rückzahlung; Schulden; Ackerland,"ı͗.ı͗r-n=y mtw=y ḏı͗.t tš ḥsb.t 5 ı͗bd 4 šmw ḥḏ (dbn) 1 ḥsb.t 6 ı͗bd 2 ꜣḫ.t ḥḏ (dbn) 1 ı͗bd 1 pr.t ḥḏ (dbn) 1 r ḥḏ (dbn) 3 ꜥn pꜣ ḥḏ nty-ı͗w bn-ı͗w=y ḏı͗.t s ẖn=w n nꜣ ssw nty-ḥry ı͗w=y r ḏı͗.t s ı͗rm pꜣy=f 1-r-1½ n pꜣ ı͗bd nty m-sꜣ pꜣ ı͗bd rn=f ı͗wt sṱ nb mtw=y ḏı͗.t skꜣ=w n=k sṯꜣ 10 ꜣḥ ẖn pꜣ ḥtp-nṯr H̱nm n-mꜣy ı͗w=w skꜣ ı͗w=w mn n ı͗ḥ pr pꜣ ꜣḥ n.ı͗m=w nty-ı͗w bn-ı͗w=(y) ḏı͗.t s n=k ẖn tꜣy sṯꜣ 10 ꜣḥ nty sẖ ḥry ı͗w=y (r) ḏı͗.t n=k pꜣy=f šmw tn (rtb) bd.t 15 r (sṯꜣ) 1 ꜣḥ mtw=k wṱ pꜣ šmw H̱nm ẖn=w n ḥtr.ṱ ı͗wt mn ı͗wt sṱ nb n-ḏr.t Sbk-ḥtp sꜣ Ḫnsw-pꜣ-mtr According to Den Brinker / Muhs / Vleeming, DBL (2005), 53. n ḥsb.t 5 ı͗bd 3 šmw sw 25 sẖ Pa-H̱nm sꜣ Ḏd-Ḥr sẖ Nḫt.ṱ-Mn sꜣ Ḥr sẖ Pa-nfr sꜣ I͗ꜥḥ-ı͗.ı͗r-ḏı͗-s sẖ Wn-nfr sꜣ Sbk-ḥtp","[en] against me. And I will give [///] installments(?) [///] 5th regnal year, Mesore: 1 silver (deben); 6th regnal year, Paophi: 1 silver (deben); Tybi: 1 silver (deben). Yields 3 silver (deben) again. The amount of money, which I will not give at the [above mentioned] dates, this [I will] give together with one and a half times its value within that month which is after the month mentioned, without any objection. And I will [cause,] that 10 aruras farmland will be plowed for you from the offering donation of Chnoum anew, as they are plowed and (equipped) constantly with cattle (and) grain. The farmland thereof which (I) will not restitute to you from these 10 aruras farmland mentioned above: I will deliver its crop disposal to you: 15 (artabas) emmer per 1 (arura) field. And you will pay the crop disposal of Chnoum from them, with necessity and without delay or objection. Issued by Sochotes, son of Chons-pa-meter in the 5th regnal year, 25th of Epeiph. Countersigned Pachnoumis, son of Teos. Countersigned Nechtminis, son of Horos. Countersigned Panouphis, son of Artais. Countersigned by Onnophris, son of Sochotes.",True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,True
100260.tei,Pap. Berlin P. 13580,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome unknown (in Upper Egypt)",,Versorgung; Tempel-Inspektor; Verpflegung,"ḫrw NN m-bꜣḥNN sꜣ Ns-H̱nm-pꜣ-mtr ı͗rm According to Vleeming, DBL in A. D. 2007 – 2009 (2010). Reading variant Zauzich, P. Berl. Eleph. 2 (1993). nꜣ sẖ.w H̱nm my ḏı͗=w ꜣpd 1 r ms 1/12 r ꜣpd 1 ꜥn n pꜣ rd n ꜣmnts pꜣ mḥ-2 n Pa-Ḫmnw This reading instead of pa Ḫmnw „the (chief) of Hermopolis“ according to Den Brinker / Muhs / Vleeming, DBL (2005), 53. ı͗.ı͗r ı͗y r rsy r mšḏı͗ Yb Swn m-ı͗r ꜥnꜥn=f n.ı͗m=f sẖ Ṯꜣy-Ḥp-n.ı͗m=w n ḥsb.t 5 ı͗bd 1 šmw sw 2 ı͗w=y (r) ı͗n pꜣy=f šp r rsy gr swn.ṱ=f n ḥḏ m-ı͗r srrꜥ For further translation varieties cf. Den Brinker / Muhs / Vleeming, DBL (2005), 53. md(.t)","[en] [Voice of NN before NN,] son of Eschnoumpmetis, and the scribes of Chnoum: May one give a goose, yields the 12th part of a calf, yields a goose again, to the attorney of Amyntas, the assistant of Pachmounis, who came to the south to inspect Elephantine (and) Syene! Do not deny him this! Written by Sehapmoys in the 5th regnal year, 2nd of Pachons. I will deliver his compensation to the south or his value in an amount of money. Do not delay anything!",True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
100261.tei,Pap. Berlin P. 13585,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 13th nome Schutb / Shas-hotep",,Streit; Osiris-Priester; Chnum-Priester; Antwort; Lesonis,"ḏd=w ḫr ı͗r=w ḫnṱ ı͗rm=f n wꜥ.t md(.t) bn-ı͗w Pꜣ-ḏı͗-Mḥ(y.t) ẖn nꜣ rmṯ.w nty-ı͗w=w mḥṱ n ḏr.t.ṱ=w n md(.t) ı͗n wn wꜥ.t šꜥ.t ı͗w ı͗r s nꜣ wꜥb.w ı͗.ı͗r-ḥr nꜣ wꜥb.w st ı͗r-rḫ pꜣ nḫt.ṱ nty ḫpr bn-pw=y rḫ ḏı͗.t ı͗w-ı͗w.w wꜥb r rsy nꜣ wꜥb.w (n) Wsı͗r nty ı͗r wꜥb n H̱nm nty dy šn=w s (r-)dbꜣ.ṱ=f mtr=w ı͗r=w wꜥ.t šꜥ(.t) ı͗.ı͗r-ḥr nꜣ wꜥb.w ꜥn my ḥn=w s ı͗.ı͗r-ḥr pꜣ mr-šn r ḏı͗.t ı͗r=y swn tꜣ md.t-rmṯ-nmḥ nty-ı͗w=w r ı͗r=s n Pꜣ-ḏı͗-Mḥ(y.t) Den Brinker / Muhs / Vleeming, DBL (2005), 53, also concerning the abouve mentioned readings Pꜣ-ḏı͗-Tfn.t und Pꜣ-ḏı͗-tpı͗(?). (r-)dbꜣ Pꜣ-ḏı͗-ꜣs.t pꜣy=f šr mtw=w ḏı͗.t hb n=y Pꜣ-ḏı͗-Mḥ(y.t)n tꜣ nty-ı͗w=w (r) ı͗r s n=f nb ı͗w=f-ḫpr ı͗w wn md(.t) dy my ḥn=w s r ḏı͗.t hb=w n=y n.ı͗m=s sẖ Ḏd-I͗n-ḥr-ı͗w=f-ꜥnḫ sꜣ I͗y-m-ḥtp n ḥsb.t 9 ı͗bd 2 šmw sw 4","[en] They have spoken [///] One is used to quarrel with him concerning a matter. Petemous does not belong to those people whose hands (can) be taken in a matter. There is a letter made by the wab priests of … to the of … . One knows the strong one, who arose(?). I could not cause a wab priest to come to the south. The wab priests of Osiris who are (also) priests of Chnoum and who (live) here, inquired about him. They agreed. They wrote a letter to the wab priests, too. The lesonis may be ordered to cause me to hear about the suspension which is to be granted to Petemous because of Peteesis, his son. And it should be caused, that Petemous send to me concerning everything which shall be done to him. If it happens that here is something (which is desired): One may order to cause to send to me concerning it! Written by Teonurisephonychos, son of Imouthes, in the 9th regnal year, 4th of Payni.",True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
100262.tei,Pap. Berlin P. 13579,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome Elephantine",,Reise,"n skr ı͗.ı͗r Hgr hb=y ı͗.ı͗r-ḥr=k n.ı͗m=w mn sḏy byn n-wš ı͗r n-ḏr.t Ḥr bn-pw H̱nm ḏı͗.t pḥ=w n-ḏr.ṱ=f gm=y pꜣ ḫpr r šm=f r Pꜣ-ı͗w-rq ḏd=f md(.t) ꜥšꜣy ı͗.ı͗r-ḥr Tgrṱry Cf. Den Brinker / Muhs / Vleeming, DBL (2005), 49 regarding a rejected reading variant. n pꜣy=y ꜥš-sḥn bn-pw=f šp md(.t) r ḫrw=f n pꜣy=y ꜥš-sḥn ḏı͗=y ı͗w r ḥ.t-nṯr Yb ı͗rm nꜣy=y rmṯ.w ḏı͗=y r pꜣ ꜥ.wy-ḥtp H̱nm For the translation of this passage l. 9 – 10 cf, Den Brinker / Muhs / Vleeming, DBL (2005), 49. nꜣ md.w(t) r.ı͗w brḥ I͗ꜥḥ-ms r-bw-nꜣy n.ı͗m=w sḏm=k s bn-pw=k hb n=y n nꜣ ı͗.ı͗r-ḫpr n.ı͗m=k mn (ḏꜣ) n nꜣ ḫm-ẖr.w nty (n) N.t ı͗rm nꜣ rmṯ.w nty n.ı͗m=w Wsı͗r-wr sꜣ I͗ꜥḥ-ı͗.ı͗r-ḏı͗-s ı͗w=f ı͗w r rsy my ḥn=w s r ḏı͗.t nw=w dbꜣ.ṱ=f sẖ n ḥsb.t 19 ı͗bd 3 ꜣḫ.t sw 5 ı͗w=f ḫpr r ꜥḥꜥ=k ı͗rm pꜣ mr-ꜣḥ my gm=f nꜣ md.w(t) nty ḫpr n.ı͗m=y","[en] [///] of sailing which Hakoris has made. I have sent to you concerning this. There is no bad saying(?) without assistance(?) by(?) Horos. Chnoum has not caused them to attain to his hand. I have found that he went to Philae. He has spoken many words to Tegeritli-ye concerning my case. To his statement, he did not accept any word of my case. I have come to the temple of Elephantine with my men. I am at the resting-place of Chnoum. The things for which the fodderer Amasis came hither: You heave heard them, (but) you have not sent to me on account of that which has happened to you. There is no (harm) to the young men who are (in) Thebes, and to the men who are there. Osoroeris, son of Artais: When he comes to the south, let it be ordered to look after him. Written in the 19th regnal year, 5th of Hathyr. If you meet with the overseer of the field, let him know the matters which have happened to me.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100264.tei,Pap. Berlin P. 13587,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome Elephantine",,Zahlung; Geld,tw=y ı͗r nꜣ sm(ꜣꜥ) (n) Ns-H̱nm-mtr pꜣ ḥm-nṯr tpy n.m-bꜣḥ Wsı͗r Ḥr ꜣs.t nꜣ nṯr.w ꜣbḏw ı͗w=w (r) ḏı͗.t qy=k ẖn nꜣ ḥsy.w H̱nm pꜣ nṯr ꜥꜣ hb n=y Pa-rt sꜣ Pa-Ḥr (r-)dbꜣ ḥḏ qd.t 4 5/6 ḏd ḏd s Pa-rt sꜣ Ir.t-ḥr-r.r=w ḏd ḏı͗=y s (n) Pa-rt sꜣ Ns-qy-šw.ty (n) rn=k mn ḥḏ ı͗.ḏı͗ s n=y Pa-rt sꜣ Ir.t-ḥr-r.r=w (n) rn Pa-rt sꜣ Pa-Ḥr mn ḥḏ ı͗w tw=f s ꜥn sp-2 Wsı͗r pꜣ nṯr ꜥꜣ r ḏı͗.t ꜥḥꜥ=y ı͗.ı͗r-ḥr pꜣ ḥm-nṯr tpy ı͗w mn ḏꜣ sẖ n ḥsb.t 24 tpy šmw sw 6,"[en] I perform the blessings of Eschnompmetis, the high priest, before Osiris, Horus, Isis (and) the gods of Abydos NOTE. They may grant that you are exalted among the praised ones of Chnoum, the great god. Thus has sent to me Parates (A) NOTE, son of Payris concerning the 4 5/6 silver kite: ‘Thus has spoken Parates (B), son of Inaros: I have given them (scil. the money) to Parates (C), son of Eskasothes, (in) your name. There is no money which Parates (B), son of Inaros, would have given to me (in) the name of Parates (A), son of Payris. There is no money which he would have given (to me), precisely nothing! Osiris, the great god, may cause me to stand before the high priest without blemish. Written in the 24th regnal year, 6th of Pachons.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
100265.tei,Pap. Berlin P. 13584,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome Elephantine",,Orakelfrage; Wab-Priester; Geld; Diebstahl,ı͗w=f ḫpr ı͗w wꜥb pꜣ ı͗.ı͗r ṯꜣy pꜣ ḥḏ n ḥsb.t 6 my ı͗n=w n=y pꜣ bꜣk Thesaurus Linguae Aegyptiae amends: (r-bnr) „(heraus)gebracht“.,"[en] If it is a wab priest, who took the money off in the 6th regnal year, Reading variant Zauzich, Ägyptische Handschriften 2 (1971): „1| Wenn rein ist der Steuereinzieher des sechsten Regierunsgjahres…“. Reading variant Kaplony-Heckel: „1| Wenn es ein Wab-Priester ist, der die 1 ⅙ Silber(deben) weggenommen hat, …“ this Lit.„the“. letter may be brought out to me!",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
100269.tei,Pap. Berlin P. 13531,papyrus,,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 2nd nome Edfou / Apollonpolis magna",,Abrechnung; Namensliste; Einnahmen,Ḏḥwtı͗-mꜥꜣ(?) nꜣ(?) s:ꜥnḫ Ḏḥwtı͗-ms(?) sꜣ(?) Ḥr(?)-sꜣ-ꜣs.t pꜣ nty šn n nꜣ rpy.w tꜣ(?) pšy n tꜣ s.t Ḏḥwtı͗-ms sꜣ Ḥr-sꜣ-ꜣs.t [nꜣ(?)] s:ꜥnḫ wꜣḥ-mw Ḥr-tꜣ wꜣḥ-mw wꜣḥ(.t)-mw Tꜣ-nty-mḥ-ꜣs.t,"[en] [///] [///] [///] Thotomous. Those who enliven [///]. Thotomous, son of Harsiesis, the inspector of the temples the half of the place [///] Thotomous, son of Harsiesis. [Those] … enliven [///]. Choachyt Harto. Choachyt ..?.. . (Female) Choachyt Ta-nety-meh-ese.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100270.tei,Pap. Berlin P. 13534,papyrus,,,egy-x-demr-Egyd-x-Egydlt,"Egypt Upper Egypt, 1st nome Elephantine",,Abstandsschrift; Hausverkauf; Anteile,"ḥsb.t 28 ı͗bd 2 pr.t sw 28 n Gysrs pꜣ nṯr ḏd ı͗rı͗-ꜥꜣ According to Zauzich, Ägyptische Handschriften 2 (1971). Spiegelberg reads „wn-pr?“.H̱nm ꜥꜣ nb Yb pꜣ nṯr ꜥꜣ wꜥb mn Reading suggested by Zauzich, Ägyptische Handschriften 2 (1971). By-ꜥnḫ According to Zauzich, Ägyptische Handschriften 2 (1971). Spiegelberg interprets by-ꜥnḫ as a title and reads the following phrases ı͗t-nṯr … n H̱nm… . šnꜥ n H̱nm Pa-H̱nm ḫnꜥ šnꜥ For this reading instead of ꜥmr cf. Den Brinker / Muhs / Vleeming, DBL (2005), 204. n H̱nm Pꜣ-ḏı͗-Wsı͗r-Ns-pꜣ-mte sꜣ sp snw ḥnꜥ šnꜥ For this reading instead of ꜥmr cf. Den Brinker / Muhs / Vleeming, DBL (2005), 204. n H̱nm Ḥr-pꜣ-ꜣs.t sꜣ Pꜣ-ḏı͗-Wsı͗r-Ns-pꜣ-mte ḥnꜥ s.t-ḥm.t Tꜣy-ḏı͗-pꜣ- According to Martin, Demotic Texts (1996), Nr. C34. ta Pꜣ-ḏı͗-Wsı͗r-Ns-pꜣ-mte r s 4 mw.t=w ı͗w=f wḥm n ẖ.t wꜥ.t m-ẖn ı͗wy.t ḥry.t n Yb r.ı͗n=y r dbꜣ-ḥḏ ı͗w ı͗r ı͗rı͗-ꜥꜣ H̱nm ꜥꜣ nb Yb pꜣ nṯr ꜥꜣ ı͗w=f n pꜣ ı͗rpy n H̱nm n Ḫn-Mn According to Martin, Demotic Texts (1996), Nr. C34. Spiegelberg reads „welcher am Tempel des Chnoum am Südkanal (ḫn rs) ist“. Ns-pꜣ-mte n tꜣ s.t sẖ n Hty According to Martin, Demotic Texts (1996), Nr. C34. Spiegelberg gives „…“. sꜣ Pa-sy n Ḫn-Mn According to Martin, Demotic Texts (1996), Nr. C34. Spiegelberg gives ḫt mḥyty. ḥnꜥ tꜣy(=y) ky tꜣ 1/9 n pꜣ ꜥ.wy n rn=f r ı͗n=y r dbꜣ-ḥḏ ı͗w ı͗r ḥꜣ.ty-ꜥ n Swn n Pr-sy Pa-mte sꜣ Byllws ḥnꜥ s.t-ḥm.t Tꜣy-ḏı͗- ḏr=f n wš pš nt ı͗w n nꜣ tꜣ n ꜥ.wy r.ı͗n=y r dbꜣ-ḥḏ n Ḫn-Mn ḥnꜥ pꜣ 1/9 r.ı͗n=y r dbꜣ-ḥḏ n Pr-sy nty sẖ ḥry ẖn=w rsy r pꜣ sbt n pꜣ ı͗rpy wne (?) ẖr ḏꜣḏꜣ r nꜣ hyn.w According to Martin, Demotic Texts (1996), Nr. C34. n pꜣ ꜥ.wy rn=f šp=f(?) mtw=ṯn st nꜣy=ṯn wn.w n nꜣ tꜣ(.w) n ꜥ.wy nty sẖ ḥry ı͗rm nꜣ 1/9 nty sẖ ḥry r According to Martin, Demotic Texts (1996), Nr. C34. ¼ r pꜣ ẖ.t n.ı͗m=ṯn r.ı͗n=y r dbꜣ-ḥḏ ı͗w ı͗r nb n pꜣ tꜣ ḏı͗=y wꜥb n=ṯn r sẖ nb =ṯn s Reading suggested by Zauzich, Ägyptische Handschriften 2 (1971). ı͗w=y","[en] 28th regnal year, 28th of Mecheir of Caesar (Augustus), the god. Thus has spoken the pastophor of Khnum the Great master of Elephantine the great god, wab priest and herdsman Bienchis, the baker of Khnum, Pachnoumis [///], and the baker of Khnum Petosorsmetis, son of the homonymous, and the baker [of] Khnum Harpaesis, son of Petosorsmetis, and the lady Ta-di-pa-..?.., daughter of Petosorsmetis, altogether 4 persons, their mother is [NN: You have satisfied my heart with the money … shares of the house According to Martin, Demotic Texts (1996), Nr. C34. Spiegelberg gives „Ich trete euch ein Neuntel meines Hauses ab“.] with one floor in the central quarter of Elephantine, which I bought from (the) pastophor of Khnum, master of Elephantine, the great god, who serves in the temple of Khnum in Akhmim, Espmetis [///] in the office of Hatres, son of Pasis, in Akhmim; together with (my) other 1/9 share of the house in question, which I bought from the Hatia in Syene and Ptolemais, Pametis, son of Billos, and from the lady Tete-[///] complete, undivided, … the shares of the house, which I bought in Akhmim, together with the 1/9 which I bought in Ptolemais, which is mentioned above in it, south of the enclosure of the temple [///] which were before [///] [yields the] neighbours of this house in question ..?.. [///]. [They] belong to you, your share of the house mentioned above, [together with] the 1/9 mentioned above, yielding ¼ to each of you [///] [which I] bought … every … on earth [///. I will cause] them to be clear for you from every document [///] [///] your… I will [///] [///]",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100279.tei,Pap. Berlin P. 13547,papyrus,Alter Text (ca. 16 Zeilen) sorgfältig ausgewischt. Nicht datierbar.,,egy-x-demp-Egyd-x-Egydmd,"Egypt Upper Egypt, 1st nome Elephantine",,,ḫrw H̱nm-m-ꜣḫ.t m-bꜣḥ Ḥr-wḏꜣ pꜣ sẖ ı͗r.ṱ.w ı͗ ḏı͗ Pꜣ-Rꜥ q(y) pꜣy=f ꜥḥꜥ ı͗n=w n=y pꜣy ⸢bky?⸣ r-dbꜣ tꜣ ẖr(.t) pꜣ bı͗k ḏı͗=y ḏı͗=w ı͗wf ꜥꜣy 10 (n-)ḏr.t pꜣ ı͗ry-ꜥꜣ r.ḏı͗=k ı͗y=f r ẖ pꜣy hb=k n.ı͗m=f ı͗w=f ḫpr ı͗w wn md(.t) dy my ḥn=w s mtw=k hb n=y n.ı͗m=s n-ḏr.t n ḥsb.t 3 ı͗bd 1 ꜣḫ.t sw 24,"[en] Voice of Chnoummachis before Haryotes, the scribe-of-eyes: Oh may Pre cause his lifetime to be long! It was brought to me this letter Cf. Den Brinker / Muhs / Vleeming, DBL (2005), 13. concerning the food of the falcon. I have caused the meat of 10 donkeys to be given to the pastophor, whom you caused to come, according to that (matter) which you have For the translation cf. Den Brinker / Muhs / Vleeming, DBL (2005), 49. sent about. If it happens that here According to Den Brinker / Muhs / Vleeming, DBL (2005), 49. Zauzich, P. Berl. Eleph. 1 (1978): „dort“.is something (which is desired): It may be ordered that you send to me about it. Written in the 3rd regnal year, 24th of Thoth.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100280.tei,Pap. Berlin P. 13582,papyrus,,,egy-x-deme-Egyd-x-Egydol,"Egypt Upper Egypt, 1st nome Elephantine",,Zahlung; Abgabe; Bank des Pherendates; Silber,"ḥsb.t 35 ı͗bd 4 pr.t n pr-ꜥꜣ Tꜣrywš ꜥnḫ-wḏꜣ-snb ı͗w n šp According to Den Brinker / Muhs / Vleeming, DBL (2005), 50. r.ı͗r wꜥb 2.nw n H̱nm ꜥꜣ nb Yb Ḏd-ḥr sꜣ Pꜣy-bs ḥḏ (dbn) 1 ḫr mḥꜣ Accordingto Zauzich, P. Berl. Eleph. 1 (1978), Thesaurus Linguae Aegyptiae gives „?“. r ẖ pꜣ rꜣ-5 Reading variant Zauzich, P. Berl. Eleph. 1 (1978): pꜣ psy „…entsprechend der Brennung (?),“ r.ı͗n Pꜣy-bs sꜣ Pꜣ-ḏı͗-ꜣs.t pꜣy=f ı͗t r tꜣ ꜥfṱy(.t) Prnw Editor: Prnwṱ “Pherendates”. pa Tꜣ-šḏy-rsy nty ı͗w tꜣ rs(.t) Reading variant Zauzich, P. Berl. Eleph. 1 (1978): ⸢ḥ.t⸣ n Swn ḥn n=f r mḥ ḥḏ (dbn) 2 ḫr ⸢mḥꜣ⸣ r ẖ pꜣ rꜣ-5 r tꜣ ꜥfṱy(t.) n Prnw Editor: Prnwṱ “Pherendates”. pa Tꜣ-št-rsy nty ı͗w tꜣ rsı͗(.t) For the reading cf. Den Brinker / Muhs / Vleeming, DBL (2005), 52. n Swn ḥn n=f ı͗w=w šsp ı͗w=w swṱ ı͗w pꜣy=w ı͗w r.ı͗r=w n=f tꜣ ḥꜣ.t n-ẖ.ṱ=w sẖ Ns-pꜣ-mtr sꜣ Ḥr-wḏꜣ","[en] 35th regnal year, Phamuti of Pharaoh Dareios LPH. Payment receipt issued by the second wab priest of Chnoum the Great, lord of Elephantine, Teos, son of Pibesis: 1 silver (deben), refined(?) According to Martin, Demotic Texts (1996), no.C35. ..?.. according to the fifth, which has brought Pibesis, son of Peteesis, his father, to the collection box of Farnava, [the chief of the] Southern Land, to whom the fortress of Syene is entrusted, Total: 2 silver (deben), refined(?) ..?.., according to the fifth, to the collection box of Farnava, the chief of the Southern Land, to whom the fortress of Syene is entrusted, They were received, as they are delivered, and as their payment which was made for him before was in them. Written by Espmetis, son of Haryotes.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
