doc_id,institution,date_year,date_text,genre,name,father,role,context
michigan.apis.1121,michigan,262.0,(Late) IIIrd century/(early) IVth centur,Documentary; Ostracon,Ptollemes,Dioskoros,,Heron son of Heron(?);Ptollemes son of Dioskoros;Melas [son of - - -];Ounaphris son of Aionis;Paulos son of . . .;Serapammon [- - -];Cheremon [- - -]
michigan.apis.1121,michigan,262.0,(Late) IIIrd century/(early) IVth centur,Documentary; Ostracon,Ounaphris,Aionis,,Heron son of Heron(?);Ptollemes son of Dioskoros;Melas [son of - - -];Ounaphris son of Aionis;Paulos son of . . .;Serapammon [- - -];Cheremon [- - -]
michigan.apis.1126,michigan,249.0,IIIrd century A.D. (June 22),Documentary; Ostracon,Ptolemaios,Ptolemaios,,"On Pauni 28, Ptolemaios son of Ptolemaios (has performed) help to the transport of stone since the 24th. (2nd hand) I have signed."
michigan.apis.1128,michigan,-50.0,Ist century B.C./(early) Ist century A.D,Documentary; Ostracon,Haryotes,Outhe,,"until Choiak 3, 7 (drachmai) 3 obols(?).;(2nd hand) In the 6th year, (has paid) Haryotes son of Outhe( ), for s( ), on Choiak 17, 2 obols."
michigan.apis.1130,michigan,-50.0,Ist century B.C./(early) Ist century A.D,Documentary; Ostracon,Haryotes,Outhe,,"In the 6th year, (has paid) Haryotes son of Outhe( ), for s( ), on Thoth 5, 4 drachmai 1 obol."
michigan.apis.1135,michigan,,"June/July, 304 A.D.",Documentary; Ostracon,Panesateis,Aunes,,"Of the village of Karanis, Panesateis son of Aunes has brought in the city, on the boats of Babylon, 1 basket (sargane) of combustible chaff. In the 20th and 12th year, E"
michigan.apis.1136,michigan,,"March 5, 305[?] A.D.",Documentary; Ostracon,Panisatis,Aunes,,"ios and Ptolemaios, epimeletai of the chaff of Memphis and Babylon. Has brought Panisatis son of Aunes, for Karanis, one basket (sargane), 1, for the 20th year and 12th year. On Phamenoth 9."
michigan.apis.114,michigan,449.0,IVth/Vth century A.D.,Documentary; Ostracon,Papaous,Asoeis,,"aulos, son of Proclus;Hol, son of Harpokras;Pheous, son of Pageinos;;(Col. II);;Papaous son of Asoeis;Paulos, son of Nemesinos;Amasis, son of Kallinos"
michigan.apis.1140,michigan,,"June 12, 15 A.D.",Documentary; Ostracon,Pebous,Euemeros,,"In the 1st year of Tiberius Caesar Augustus, on Pauni 18, (has worked) Pebous son of Euemeros the son of Protarchos <OR: at Pebou( ) Euemeros son of Protarchos?> one ergates, = 1."
michigan.apis.1140,michigan,,"June 12, 15 A.D.",Documentary; Ostracon,Euemeros,Protarchos,," 18, (has worked) Pebous son of Euemeros the son of Protarchos <OR: at Pebou( ) Euemeros son of Protarchos?> one ergates, = 1."
