doc_id,hgv_id,tm_id,ddb_hybrid,filename,date_text,date_year_approx,provenance,language,transcription_text,translation_text,has_translation
t.vindol.2.298,114901,114901,t.vindol;2;298,t.vindol.2.298,ca. AD 104-20?,,Vindolanda,la,priscino s u o s al vestiges cari s sime m o priscin o a ca ecili o septembre,,False
t.vindol.2.299,114902,114902,t.vindol;2;299,t.vindol.2.299,ca. AD 120-30,30.0,Vindolanda,la,quod est principium epistulae meae te fortem esse a cordono amicus missit mihi ostria quinquaginta quo uelocius fir ar lucio decurion i t er i,,False
t.vindol.2.300,114534,114534,t.vindol;2;300,t.vindol.2.300,ca. AD 97-102/3,3.0,Vindolanda,la,vestiges luci o suo salutem a um et f ro ntinum equites remisi ad castra iiii K alendas Martias l le ga s tibi r vestiges vestiges u qui la bo re hic ut scires sc r tibi opto fr at er be n e ualeas uale vestiges,,False
t.vindol.2.301,114535,114535,t.vindol;2;301,t.vindol.2.301,ca. AD 92-7,7.0,Vindolanda,la,S eu er u s Candido suo salutem s o uxtum saturnalicium asses iiii aut sex sexs rogo frater explices et radices ne mi nus denarii s emissem uale frater Candido Genialis praef ecti a Seuero i seruo,,False
t.vindol.2.302,114536,114536,t.vindol;2;302,t.vindol.2.302,ca. AD 85-92,92.0,Vindolanda,la,faba e fressae f ren s a e m odios duos pullos uiginti ma la si potes formosa formonsa inueni re centum oua centum aut ducenta si ibi aequo emantur rio mulsi se eb r mus sextarios vi i i mu r i ae s modium oliuae no m vestiges verecundi vestiges,,False
t.vindol.2.303,114537,114537,t.vindol;2;303,t.vindol.2.303,ca. AD 92-7,7.0,Vindolanda,la,p riuatus albiso n i suo salutem acce p i superius bis vestiges ub met vestiges tunt dom vestiges ill i s me nul e r um bi vestiges m s e al bisoni vestiges t in me cor a i u d ic aui ndica bi vestiges n dum l lum t em s c vestiges uic hi qu o d de o seru,,False
t.vindol.2.304,114538,114538,t.vindol;2;304,t.vindol.2.304,ca. AD 92-7,7.0,Vindolanda,la,cens u s administret un am,,False
t.vindol.2.305,114539,114539,t.vindol;2;305,t.vindol.2.305,ca. AD 92-7,7.0,Vindolanda,la,vestiges h a bes quid erg o a te im petrauerim re scribe mi ut h is b vestiges vetti o seuer o,,False
t.vindol.2.306,114540,114540,t.vindol;2;306,t.vindol.2.306,ca. AD 92-7,7.0,Vindolanda,la,li iuga nis acu t a s n s t a e uale domi ne fra ter caris s ime h aec vestiges vestiges,,False
t.vindol.2.307,114541,114541,t.vindol;2;307,t.vindol.2.307,ca. AD 92-7,7.0,Vindolanda,la,i na r pi gr i a uobis omn exor o d er sc ribti e ad acc u s a n tium siue libe ui n qu,,False
