text_id,year_signed,commodity,qty_qa,unit
X301583,-158,dates,102.0,qa/shekel
X301583,-158,barley,60.0,qa/shekel
X301583,-158,dates,90.0,qa/shekel
X301602,-160,mustard,180.0,qa/shekel
X301611,-161,dates,108.0,qa/shekel
X301611,-161,dates,90.0,qa/shekel
X301632,-163,dates,180.0,qa/shekel
X301633,-163,dates,180.0,qa/shekel
X301633,-163,mustard,540.0,qa/shekel
X301633,-163,cress,18.0,qa/shekel
