accession_no,accounting_period,acquisition_history,alternative_years,ark_number,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,dumb,dumb2,electronic_publication,elevation,excavation_no,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,id,id_text2,id_text,join_information,language,lineart_up,material,museum_no,object_preservation,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,object_remarks
,,,,21198/zz001zpn2g,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,20091124 oatp: rev. 6': NB: VS 2(u) 6(disz) _szu-hi_.A; e. 1': koll gamze l.S.,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 016",,,,,,,,,,,,,171333,0,333935,,,150ppi 20160630,clay,VAT 09262,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 016",Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz001zpn30,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,20091124 oatp: rev. 11: sebu^ ?!,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 019",,,,,,,,,Letter,,,,171334,0,333936,,Akkadian,150ppi 20160630,clay,VAT 09263,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 019",Kanesh (mod. Kültepe),,1992,"Michel, LAPO 19, 359; Larsen, OAA 1, 054",,,,,,,,,,no translation,,
,,,,21198/zz001zpn4h,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 130",,,,,,,,,,,,,171335,0,333937,,,150ppi 20160630,clay,VAT 09264,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 130",Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz001zfmr6,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 078",,,,,,,,,,,,,171336,0,333938,,,150ppi 20160630,clay,VAT 09265,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 078",Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz001zfmsq,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 048",,,,,,,,,,,,,171337,0,333939,,,150ppi 20160630,clay,VAT 09266,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 048",Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz001zfmt7,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 098",,,,,,,,,,,,,171338,0,333940,,,150ppi 20160630,clay,VAT 09267,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 098",Kanesh (mod. Kültepe),,1992,"Eisser & Lewy, ARK 182",,,,,,,,,,no translation,,
,,,,21198/zz001zfmvr,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 099",,,,,,,,,,,,,171339,0,333941,,,150ppi 20160630,clay,VAT 09268,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 099",Kanesh (mod. Kültepe),,1992,"Eisser & Lewy, ARK 103",,,,,,,,,,no translation,,
,,,,21198/zz001zfmw8,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 147",,,,,,,,,,,,,171340,0,333942,,,150ppi 20160630,clay,VAT 09269,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 147",Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz001zfmxs,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,20091124 oatp: obv. 11: 12. mi3-ma szu-nu-nu,,"de Liagre Böhl Collection, Netherlands Institute for the Near East, Leiden, Holland; Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20060905 cdliadmin,"VS 26, 059",,,,,,,,,,,,,171341,0,333943,"P333943 lead, single entry",,150ppi 20160630,clay,LB 1259 + VAT 09270,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 059",Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz001zfmz9,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,20091124 oatp: obv. 12: followed by erasure,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 031",,,,,,,,,,,,,171342,0,333944,,,150ppi 20160630,clay,VAT 09271,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 031",Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz001zfn09,Old Assyrian Text Project,,"Veenhof, Klaas R. & Klengel-Brandt, E.",,,20091124 oatp: obv. 6: followed by erasure,,"Vorderasiatisches Museum, Berlin, Germany",,,9/5/2006,,,2018-10-21,,20070209 dahl,"VS 26, 137",,,,,,,,,,,,,171343,0,333945,,,150ppi 20160630,clay,VAT 09272,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"VS 26, 137",Kanesh (mod. Kültepe),,1992,,,,,,,,,,,no translation,,
,,,,21198/zz0020jz19,no atf,,"Larsen, Mogens Trolle",,,20091124 oatp: rev. 4: ,,"Metropolitan Museum of Art, New York, New York, USA",,,10/24/2006,,,2022-06-29,,20061024 cdliadmin,"CTMMA 1, 098",,,,,,,,,,,,?,179950,0,342794,,,,clay,MMA 1977.371,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 098",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,Sx,,,,,,,?,no translation,?,
,,,,21198/zz001z63k7,no atf,,"Donbaz, Veysel",,,,,unlocated,,,2/7/2007,,,2018-10-21,,20070207 cdliadmin_robson,"Akkadica 042, 06, Ass 13058e",,,,,Ass 13058e,,Library M7,,Mathematical,,,,193846,0,357323,,,,clay,unknown,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"Akkadica 042, 06, Ass 13058e",Assur (mod. Qalat Sherqat),,1985,,,,,,calculation,,,,,no translation,,
,,,,21198/zz001z63mr,no atf,,"Donbaz, Veysel",,,,,unlocated,,,2/7/2007,,,2018-10-21,,20070207 cdliadmin_robson,"Akkadica 042, 05, Ass 13058f",,,,,Ass 13058f,,Library M7,,Mathematical,,,,193847,0,357324,,,,clay,unknown,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"Akkadica 042, 05, Ass 13058f",Assur (mod. Qalat Sherqat),,1985,,,,,,calculation,,,,,no translation,,
,,,,21198/zz001z63n8,no atf,,"Donbaz, Veysel",,,,,unlocated,,,2/7/2007,,,2018-10-21,,20070207 cdliadmin_robson,"Akkadica 042, 07, Ass 13058i",,,,,Ass 13058i,,Library M7,,Mathematical,,,,193848,0,357325,,,,clay,unknown,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"Akkadica 042, 07, Ass 13058i",Assur (mod. Qalat Sherqat),,1985,,,,,,calculation,,,,,no translation,,
,,,,21198/zz001z63ps,no atf,,"Donbaz, Veysel",,,,,unlocated,,,2/7/2007,,,2018-10-21,,20070207 cdliadmin_robson,"Akkadica 042, 06, Ass 13058k",,,,,Ass 13058k,,Library M7,,Mathematical,,,,193849,0,357326,,,,clay,unknown,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"Akkadica 042, 06, Ass 13058k",Assur (mod. Qalat Sherqat),,1985,,,,,,calculation,,,,,no translation,,
,,,,21198/zz001z63q9,no atf,,"Donbaz, Veysel",,,,,unlocated,,,2/7/2007,,,2018-10-21,,20070207 cdliadmin_robson,"Akkadica 042, 06, Ass 13058g",,,,,Ass 13058g,,Library M7,,Mathematical,,,,193850,0,357327,,,,clay,unknown,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"Akkadica 042, 06, Ass 13058g",Assur (mod. Qalat Sherqat),,1985,,,,,,calculation,,,,,no translation,,
,,,,21198/zz001z63rt,no atf,,"Donbaz, Veysel",,,,,"Arkeoloji Müzeleri, Istanbul, Turkey",,,2/7/2007,,,2018-10-21,,20070207 cdliadmin_robson,"Akkadica 042, 06, Ass 14479",,,,,Ass 14479,,,,Mathematical,,,,193851,0,357328,,,,clay,Ist A 01001,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"Akkadica 042, 06, Ass 14479",Assur (mod. Qalat Sherqat),,1985,,,,,,calculation,,,,,no translation,,
,,,,21198/zz00202g8w,Old Assyrian Text Project,,"Hecker, Karl",,,20091124 oatp: obv. 1: -- Masz --,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/7/2007,,,2018-10-21,,20070207 cdliadmin_robson,NABU 1996/030,,,,,kt a/k 0178,,1948 season,,Mathematical,,,,193854,0,357332,,,,clay,AMM 20050,,tablet,Old Assyrian (ca. 1950-1850 BC),,,NABU 1996/030,Kanesh (mod. Kültepe),,1996,,,,,,calculation,,,,,no translation,,
,,,,21198/zz00202gcf,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 10'': 4-6: Michel, 34. CRRAI 463A.23; 10'': 4-8: GKT 115d; 10'': 6: GKT 49a; 10'': 8: GKT 91c; 10'': 9-15: Lewy, HUCA 27, 66A.279; 10'': 17-22: KT 112; 10'': 20: GKT 8b; 10'': 28-32: Lewy, HUCA 27, 65A.274; 10'': 32-34: Lewy, HUCA 27, 66A.2",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 001",,,,,,,,,Letter,,,,193856,0,357336,,,150ppi 20160630,clay,AM 1487,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"TCL 04, 001",Kanesh (mod. Kültepe),,1920,"= TC 1; Garelli, AC p. 197 n. 2; Michel, LAPO 19, 015; Larsen, OACC p. 163 n. 10",,,,,,,,,,no translation,,
,,,,21198/zz00202gdz,Old Assyrian Text Project,,"Contenau, Georges",,,20091124 oatp: 4-5: GKT 117c; 17-19: GKT 76g,,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 002",,,,,,,,,Letter,,,,193857,0,357337,,Akkadian,150ppi 20160630,clay,AO 07051,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 002",Kanesh (mod. Kültepe),,1920,"= TC 1; Larsen, OAA 1, 047",,,,,,,,,,no translation,,
,,,,21198/zz00202gfg,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 4: vd Meer, correspondance nr. 73; 4: Driver, ZA 38, 217ff. (cp. Landsberger, ebd. 274f.); 4: EL II, 89d; 3: EL I, 143d; GKT 69; 4-12: KTH S. 5; 6-12: GKT 135i; 10-11: GKT 143a; 14-15: GKT 142e; 15: GKT 85a; 16: GKT 58b; 16f.: EL I, 253a; 1",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 003",,,,,,,,,Letter,,,,193858,0,357338,,,150ppi 20160630,clay,AO 07052,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 003",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz00202gg0,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 3: EL I, 229b; 11, 20: GKT 100c; 21-25: Garelli, AC 236A.2; 22: GKT 64c; 26-27: GKT 103c; 27: GKT 40f.; 64c; 28: GKT 52b; 28-31: GKT 134a; 29-31: GKT 127f; 30: GKT 91f; 31: GKT 100c; 31-35: GKT 145c; 35: EL I, 246a; GKT 76e; 36-37: Lewy, Or",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 004",,,,,,,,,Letter,,,,193859,0,357339,,Akkadian,150ppi 20160630,clay,AO 07053,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 004",Kanesh (mod. Kültepe),,1920,"= TC 1; Larsen, OAA 1, 095",,,,,,,,,,no translation,,
,,,,21198/zz00202ghh,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 1-19: Hirsch, UAR 14; 4: GKT 91d; 6: GKT 91f; 7: GKT 86d; 8: GKT 27a. 91b; 13-14: GKT 154c; 15: GKT 18b. 27c. 89a; 16: GKT 8a; 21: cp. Oppenheim, afO 12, 360; dreams 221ff.; rev. 1: NB: fehler fuer ta-ze-ar; rev. 7: followed by erasure",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 005",,,,,,,,,Letter,,,,193860,0,357340,,,150ppi 20160630,clay,AO 07054,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 005",Kanesh (mod. Kültepe),,1920,"= TC 1; Michel, LAPO 19, 348; Larsen, Fs Diakonoff 214; Ichisar, Imdilum p. 342",,,,,,,,,,no translation,,
,,,,21198/zz00202gj1,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 2: Driver, RA 24, nr. 24; 3-5: EL I, 139b; GKT84b; 4-5: GKT 129c; 6-11: GKT 135c; 8: GKT ÔøΩÔøΩÔøΩ83b; 25: GKT 97e",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 006",,,,,,,,,Letter,,,,193861,0,357341,,,150ppi 20160630,clay,AO 07055,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 006",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz00202gkj,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 1: vd Meer, correspondance nr. 57; 1: Driver, RA 24, nr. 23; 4-8: GKT 137b; 7-8: GKT 5b; 9f.: EL I, 339b; 14: GT 93e; 17ff. 18-20: EL I, 95b",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 007",,,,,,,,,Letter,,,,193862,0,357342,,,150ppi 20160630,clay,AO 07056,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 007",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz00202gm2,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 1: Driver, RA 24, nr.2; 4-10: Landsberger, WO 3, 66; 15: GKT 92 c",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 008",,,,,,,,,Letter,,,,193863,0,357343,,Akkadian,150ppi 20160630,clay,AO 07057,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 008",Kanesh (mod. Kültepe),,1920,"= TC 1; Larsen, OAA 1, 024; Michel, LAPO 19, 258",,,,,,,,,,no translation,,
,,,,21198/zz00202gnk,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 3-6: GKT 152b; 4: GKT 78d; 6: GKT 97e; 10: Lewy, IEJ 5, 155A.2; rev. 13: NB: Michel ku-du-bi-isz",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 009",,,,,,,,,Letter,,,,193864,0,357344,,,150ppi 20160630,clay,AO 07058,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 009",Kanesh (mod. Kültepe),,1920,"= TC 1; Michel, LAPO 19, 278; Michel, Innaya 046",,,,,,,,,,no translation,,
,,,,21198/zz00202gp3,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 110-11: EL II, 167b",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 010",,,,,,,,,Letter,,,,193865,0,357345,,,150ppi 20160630,clay,AO 07059,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 010",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz00202gqm,Old Assyrian Text Project,,"Contenau, Georges",,,,,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 011",,,,,,,,,Letter,,,,193866,0,357346,,Akkadian,150ppi 20160630,clay,AO 07060,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 011",Kanesh (mod. Kültepe),,1920,"= TC 1; Larsen, OAA 1, 107",,,,,,,,,,no translation,,
,,,,21198/zz00202gr4,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 5: EL I, 97a; 8: GKT 51c; 14: EL I, 97a",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 012",,,,,,,,,Letter,,,,193867,0,357347,,Akkadian,150ppi 20160630,clay,AO 07061,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 012",Kanesh (mod. Kültepe),,1920,"= TC 1; Larsen, OAA 1, 133",,,,,,,,,,no translation,,
,,,,21198/zz00202gsn,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 10: GKT 41c; 93g; 11-12: GKT 127A.6; 26-28: Larsen, irqa 39, 137+A.61; 27: EL II, 184; 5: la/la12",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 013",,,,,,,,,Letter,,,,193868,0,357348,,,150ppi 20160630,clay,AO 07062,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 013",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz001x8zm9,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 3: Lewy, studien 77; 3: vd Meer, correspondance nr. 24; 3: Driver, RA 24, nr. 9; 4-15: Garelli, AC 240A.1; 12-15: GKT 103c; 16-17: GKT 137b; 17: Larsen, OACP 64A.23; 19-20: GKT 118c; 132a; 20: GKT 48b; 21-22: GKT 121e; 27: GKT 29a; 27-30: M",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 014",,,,,,,,,Letter,,,,193869,0,357349,,,150ppi 20160630,clay,AO 07063,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 014",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz001x8znt,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 17-18: Lewy, RHR 110, 51A.54; 20-24: EL I, 224b; 22: EL I, 219a; 30-32: Lewy, Or 15, 401A.5; 30-33: Hirsch, UAR 16a; 35-39: Larsen, OACP 108; 12: kol noetig; rev. 13: NB: sfs!",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 015",,,,,,,,,Letter,,,,193870,0,357350,,Akkadian,150ppi 20160630,clay,AO 07064,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 015",Kanesh (mod. Kültepe),,1920,"= TC 1; Larsen, OAA 1, 048",,,,,,,,,,no translation,,
,,,,21198/zz001x8zpb,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 6, 7: GKT 59g; 10: GKT 50; 11: GKT 56a; 11ff.: Landsberger, O 24/4, 26; 14-25: Lewy, Or 15, 397A.3; 21-22: GKT 111a; 22: GKT 89c; 24: GKT 19f; 25: GKT 95g; 26-29: Lewy, Or 15, 396A.5; 31: GKT 97e; 36: GKT 15b; 5: cp. Larsen, OACP 30; rev. 1",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 016",,,,,,,,,Letter,,,,193871,0,357351,,,150ppi 20160630,clay,AO 07065,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 016",Kanesh (mod. Kültepe),,1920,"= TC 1; Michel, LAPO 19, 116; Ichisar, Imdilum p. 243",,,,,,,,,,no translation,,
,,,,21198/zz001x8zqv,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 4: vd Meer, correspondance nr. 24; 5-13: GKT 136b; 12: GKT 17e; 26: GKT 91b",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 017",,,,,,,,,Letter,,,,193872,0,357352,,,150ppi 20160630,clay,AO 07066,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 017",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz001x8zrc,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 5: GKT 103j; 6-7: Lewy, Or 29, 22A.6; 7: GKT 100a:; 8-10: Landsberger, afO 15, 24f.; Lewy, Or 21,288f.; 8-13: GKT 152c; 13: GKT 50; 15-16: GKT ÔøΩÔøΩÔøΩ122a; 17: GKT 107e; 23, 25: GKT 99a; 32: GT 81a; 32-33: GKT 156b; 32-46: Landsberger, af",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 018",,,,,,,,,Letter,,,,193873,0,357353,,Akkadian,150ppi 20160630,clay,AO 07067,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"TCL 04, 018",Kanesh (mod. Kültepe),,1920,"= TC 1; Larsen, OAA 1, 018; Michel, LAPO 19, 066",,,,,,,,,,no translation,,
,,,,21198/zz001x8zsw,Old Assyrian Text Project,,"Contenau, Georges",,,20091124 oatp: 16: GKT 114a; 16-17: GKT 88a; 22-23: GKT 72d; 143b; 28: GKT 97c; 39: GKT 44c,,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 019",,,,,,,,,Letter,,,,193874,0,357354,,,150ppi 20160630,clay,AO 07068,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 019",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz001x8ztd,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 5-13: Balkan, Or 36, 403; 9-11: Michel, 34. CRRAI 462A.17",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 020",,,,,,,,,Letter,,,,193875,0,357355,,,150ppi 20160630,clay,AO 07069,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 020",Kanesh (mod. Kültepe),,1920,"= TC 1; Michel, Innaya 026",,,,,,,,,,no translation,,
,103: Szarru-ken1.Ilszu-rabi.00.00 to Puzur-Assur2.Innaya.08.00,,,21198/zz001x8zvx,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 2: EL II, 172; 8: Larsen, OACS 204+A.49; 18-18: Garelli, AC 202+A.3; 33: GKT 97e; 39-40: Kienast, FAOSB 1, 85",,"Louvre Museum, Paris, France",,,3/8/2006,Puzur-Assur2.Innaya.08.00,,2018-10-21,"103: Szarru-ken1.Ilszu-rabi.00.00, Szarru-ken1.Ali-ahum.00.00, Szarru-ken1.Assur-iddin.00.00, Puzur-Assur2.Buzutaya.00.00, Puzur-Assur2.Innaya.02.00, Puzur-Assur2.Innaya.08.00",20070209 dahl,"TCL 04, 021",,,,,,,,,Letter,,,,193876,0,357356,,,150ppi 20160630,clay,AO 07070,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 021",Kanesh (mod. Kültepe),,1920,"= TC 1; Michel, Innaya 182; Larsen, OACC p. 205 n. 49",,,,,,,,,,no translation,,
,,,,21198/zz001x8zwf,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 3: EL I, 93a; 3-9: Garelli, AC 235f.+A.1; 9: EL II, 159b; 10-12: GK 142; 13-15: GKT 125m; 15:GKT 72a; 16: GKT 109a; 17-23: Garelli, AC 235f.+A.1; 19f.: EL II, 20b; 21-23: GKT 135h; 147; 24f.: EL I, 156a; 31: EL II, 177",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 022",,,,,,,,,Letter,,,,193877,0,357357,,,150ppi 20160630,clay,AO 07071,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"TCL 04, 022",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz001x8zxz,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 28-30: Garelli, AC 298A.2",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 023",,,,,,,,,Letter,,,,193878,0,357358,,,150ppi 20160630,clay,AO 07072,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 023",Kanesh (mod. Kültepe),,1920,= TC 1,,,,,,,,,,no translation,,
,,,,21198/zz001x8zzg,Old Assyrian Text Project,,"Contenau, Georges",,,"20091124 oatp: 9: GKT 90a; 102i; 9-10: GKT 66a; 10: GKT 100a; 11-12: GKT 72a; 21ff.: EL I, 219a(222); 21-26: EL I, 69b; 27: GKT 90a; 25: GKT 32d; 26-27: GKT 126a; 36: GKT 97e; 38: EL I, 110c; 41-49: Lewy, Or 29, 23; 46-47: KT 62a; 53-57: EL I, 78a; Larsen",,"Louvre Museum, Paris, France",,,3/8/2006,,,2018-10-21,,20070209 dahl,"TCL 04, 024",,,,,,,,,Letter,,,,193879,0,357359,,,150ppi 20160630,clay,AO 07073,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,"TCL 04, 024",Kanesh (mod. Kültepe),,1920,"= TC 1; Michel, LAPO 19, 223; Ichisar, Imdilum p. 245",,,,,,,,,,no translation,,
